timeunit,storageCost,interestRate,compidx0lt2,compidx0lt2l1,compidx0lt2l2,compidx0lt2l4,compidx0lt2l8,compidx1lt2,compidx2lt2,compidx3lt2,compidx4lt2,compidx4lt2l1,compidx4lt2l2,compidx4lt2l4,compidx4lt2l8,compidx5lt2,compidx6lt2,compidx6lt2l1,compidx6lt2l2,compidx6lt2l4,compidx6lt2l8,compidx7lt2,compidx8lt2,compidx8lt2l1,compidx8lt2l2,compidx8lt2l4,compidx8lt2l8,compidx9lt2,compidx10lt2,compidx10lt2l1,compidx10lt2l2,compidx10lt2l4,compidx10lt2l8,compidx11lt2,compidx12lt2,compidx12lt2l1,compidx12lt2l2,compidx12lt2l4,compidx12lt2l8,compidx13lt2,compidx14lt2,compidx14lt2l1,compidx14lt2l2,compidx14lt2l4,compidx14lt2l8,compidx15lt2,compidx0lt6,compidx0lt6l1,compidx0lt6l2,compidx0lt6l4,compidx0lt6l8,compidx1lt6,compidx2lt6,compidx3lt6,compidx4lt6,compidx4lt6l1,compidx4lt6l2,compidx4lt6l4,compidx4lt6l8,compidx5lt6,compidx6lt6,compidx6lt6l1,compidx6lt6l2,compidx6lt6l4,compidx6lt6l8,compidx7lt6,compidx8lt6,compidx8lt6l1,compidx8lt6l2,compidx8lt6l4,compidx8lt6l8,compidx9lt6,compidx10lt6,compidx10lt6l1,compidx10lt6l2,compidx10lt6l4,compidx10lt6l8,compidx11lt6,compidx12lt6,compidx12lt6l1,compidx12lt6l2,compidx12lt6l4,compidx12lt6l8,compidx13lt6,compidx14lt6,compidx14lt6l1,compidx14lt6l2,compidx14lt6l4,compidx14lt6l8,compidx15lt6,compidx0lt10,compidx0lt10l1,compidx0lt10l2,compidx0lt10l4,compidx0lt10l8,compidx1lt10,compidx2lt10,compidx3lt10,compidx4lt10,compidx4lt10l1,compidx4lt10l2,compidx4lt10l4,compidx4lt10l8,compidx5lt10,compidx6lt10,compidx6lt10l1,compidx6lt10l2,compidx6lt10l4,compidx6lt10l8,compidx7lt10,compidx8lt10,compidx8lt10l1,compidx8lt10l2,compidx8lt10l4,compidx8lt10l8,compidx9lt10,compidx10lt10,compidx10lt10l1,compidx10lt10l2,compidx10lt10l4,compidx10lt10l8,compidx11lt10,compidx12lt10,compidx12lt10l1,compidx12lt10l2,compidx12lt10l4,compidx12lt10l8,compidx13lt10,compidx14lt10,compidx14lt10l1,compidx14lt10l2,compidx14lt10l4,compidx14lt10l8,compidx15lt10,compidx0lt20,compidx0lt20l1,compidx0lt20l2,compidx0lt20l4,compidx0lt20l8,compidx1lt20,compidx2lt20,compidx3lt20,compidx4lt20,compidx4lt20l1,compidx4lt20l2,compidx4lt20l4,compidx4lt20l8,compidx5lt20,compidx6lt20,compidx6lt20l1,compidx6lt20l2,compidx6lt20l4,compidx6lt20l8,compidx7lt20,compidx8lt20,compidx8lt20l1,compidx8lt20l2,compidx8lt20l4,compidx8lt20l8,compidx9lt20,compidx10lt20,compidx10lt20l1,compidx10lt20l2,compidx10lt20l4,compidx10lt20l8,compidx11lt20,compidx12lt20,compidx12lt20l1,compidx12lt20l2,compidx12lt20l4,compidx12lt20l8,compidx13lt20,compidx14lt20,compidx14lt20l1,compidx14lt20l2,compidx14lt20l4,compidx14lt20l8,compidx15lt20,compidx0lt30,compidx0lt30l1,compidx0lt30l2,compidx0lt30l4,compidx0lt30l8,compidx1lt30,compidx2lt30,compidx3lt30,compidx4lt30,compidx4lt30l1,compidx4lt30l2,compidx4lt30l4,compidx4lt30l8,compidx5lt30,compidx6lt30,compidx6lt30l1,compidx6lt30l2,compidx6lt30l4,compidx6lt30l8,compidx7lt30,compidx8lt30,compidx8lt30l1,compidx8lt30l2,compidx8lt30l4,compidx8lt30l8,compidx9lt30,compidx10lt30,compidx10lt30l1,compidx10lt30l2,compidx10lt30l4,compidx10lt30l8,compidx11lt30,compidx12lt30,compidx12lt30l1,compidx12lt30l2,compidx12lt30l4,compidx12lt30l8,compidx13lt30,compidx14lt30,compidx14lt30l1,compidx14lt30l2,compidx14lt30l4,compidx14lt30l8,compidx15lt30,sku1,sku1l1,sku1l2,sku1l4,sku1l8,sku2,sku9,sku10,sku10l1,sku10l2,sku10l4,sku10l8,sku11,sku11l1,sku11l2,sku11l4,sku11l8,sku12,sku12l1,sku12l2,sku12l4,sku12l8,sku13,sku13l1,sku13l2,sku13l4,sku13l8,sku14,sku14l1,sku14l2,sku14l4,sku14l8,sku15,sku15l1,sku15l2,sku15l4,sku15l8,sku16,sku16l1,sku16l2,sku16l4,sku16l8,demandseg1,demandseg1l1,demandseg1l2,demandseg1l4,demandseg1l8,demandseg2,demandseg2l1,demandseg2l2,demandseg2l4,demandseg2l8,demandseg3,demandseg3l1,demandseg3l2,demandseg3l4,demandseg3l8,target_LBL,target_MTLp2,target_MTLp3,target_MTLp4,target_MTLp5,target_MTLp6,target_MTLp7,target_MTLp8,target_MTLp9,target_MTLp10,target_MTLp11,target_MTLp12,target_MTLp13,target_MTLp14,target_MTLp15,target_MTLp16
157,36,6,579.341,582.725,561.692,580.16,576.684,1154.321,592.531,1689.869,216.441,220.892,239.107,238.652,234.761,150.069,236.43,239.392,244.106,241.995,217.4,183.768,55.201,54.631,57.202,56.236,57.274,115.807,54.923,54.714,56.381,55.562,56.723,236.993,181.631,186.608,185.775,185.362,200.359,223.874,169.268,168.147,165.583,188.827,188.547,220.355,525.733,521.0,510.0,523.063,531.145,1121.083,541.187,1564.967,191.862,202.929,219.858,227.432,214.0,138.199,211.184,223.366,231.304,229.342,201.0,189.72,50.345,50.375,51.641,50.0,53.067,111.327,50.0,50.023,50.858,50.0,52.371,223.236,162.0,164.0,165.871,166.97,187.022,207.0,159.0,159.0,156.639,174.775,177.879,205.0,512.421,507.381,501.136,514.698,527.925,1150.9,514.0,1519.0,192.604,207.078,209.526,220.0,224.32,128.0,200.068,213.851,214.127,224.579,224.314,211.0,50.008,50.257,50.243,51.615,51.077,127.484,50.032,50.619,50.606,51.015,51.008,214.627,171.288,170.588,169.548,167.225,157.0,205.977,175.291,177.654,178.248,185.184,169.0,207.072,520.183,522.0,500.576,517.519,541.251,1113.679,509.749,1392.86,214.623,217.0,214.228,209.617,211.867,129.213,210.354,211.593,213.577,221.734,224.521,207.496,50.005,49.965,50.188,50.0,51.764,142.308,50.864,50.749,50.455,50.0,51.012,202.462,212.085,211.176,214.697,225.1,220.498,207.747,216.063,215.39,210.017,212.077,213.0,216.404,515.739,515.256,513.0,559.742,567.768,1068.798,548.084,1301.424,193.818,200.865,200.581,202.737,204.534,128.535,192.572,195.591,197.004,204.083,214.482,189.315,50.058,50.524,50.693,50.947,52.08,150.819,50.978,51.149,51.025,50.901,51.899,185.669,224.0,220.0,220.922,224.0,230.383,205.0,217.0,218.0,213.311,216.0,229.514,231.0,1120,1080,1172,1175,1247,1282,1331,1089,1171,1171,1355,1247,1283,1310,1009,1042,1558,1194,1194,1376,1400,1447,2106,2106,2071,1986,1970,2033,2282,2282,2155,2075,2157,2114,1999,2168,2051,2082,1964,1964,2273,2289,47,35,41,36,51,92,106,92,96,80,69,74,82,85,93,0.00857,0.00839,0.00881,0.0086,0.01134,0.01126,0.01023,0.01077,0.00806,0.008,0.00834,0.00817,0.01247,0.01191,0.01254,0.01265
33,30,6,636.705,681.006,927.404,917.896,823.505,876.943,548.031,841.533,134.947,139.549,134.46,143.912,136.232,202.186,133.258,133.43,133.659,139.359,134.58,159.549,63.248,82.581,81.006,63.477,63.69,115.015,60.84,72.177,70.663,59.983,69.505,118.942,161.442,171.202,172.252,169.078,167.919,251.81,163.546,165.576,162.709,161.912,156.734,228.793,537.426,582.005,816.765,798.437,683.0,893.327,525.739,789.317,127.0,133.523,131.152,135.075,128.363,209.0,126.0,128.912,128.648,130.356,126.21,170.588,56.0,71.312,80.202,74.643,57.0,108.0,69.579,71.211,69.0,66.044,66.552,110.0,159.625,160.0,163.613,160.0,160.0,322.537,156.665,155.0,154.068,154.79,151.0,276.994,567.63,702.532,776.07,702.372,680.872,1041.081,514.0,781.0,133.043,133.584,129.0,136.416,136.0,222.693,134.394,132.907,128.0,131.689,142.0,203.847,69.952,73.981,78.0,79.815,62.806,122.354,76.077,76.085,76.501,73.0,66.227,115.96,163.0,176.146,174.104,161.989,151.152,356.207,157.0,167.843,165.472,157.145,148.231,294.0,631.081,676.13,769.258,704.63,689.474,1108.456,576.398,903.55,165.232,169.048,169.658,164.6,133.715,214.419,163.557,165.762,167.083,174.606,151.824,194.883,72.256,77.635,80.495,78.397,71.121,124.739,75.661,77.496,77.979,75.541,67.924,128.164,185.69,199.578,198.774,183.804,166.288,316.394,177.307,189.539,188.097,179.107,174.509,300.29,628.645,666.8,725.242,679.969,664.353,1080.808,580.0,876.0,154.956,156.0,166.148,162.0,148.326,200.132,155.084,156.0,163.488,161.0,159.25,182.0,71.099,71.885,72.0,71.0,71.472,120.341,71.0,73.988,73.888,72.0,69.834,123.392,177.0,190.829,189.425,180.933,173.0,296.798,171.0,180.11,178.617,173.077,173.0,296.61,1527,1527,1527,1527,1527,1606,1344,1522,1584,1584,1681,1693,1452,1452,1452,1417,1565,1672,1721,1664,1926,1926,1733,1808,1790,1790,1832,1957,1957,2040,2040,2082,1885,1920,1936,1962,1966,2083,2167,2250,2279,2277,65,67,54,73,63,46,38,31,34,45,91,116,104,102,96,0.01055,0.01172,0.01052,0.0103,0.0114,0.0126,0.01171,0.01288,0.01083,0.01134,0.01047,0.01166,0.01088,0.01156,0.01083,0.01157
165,32,9,546.0,532.0,523.0,528.0,551.0,788.0,571.0,838.0,146.0,150.0,150.0,150.0,143.0,137.0,136.0,131.0,130.0,131.0,131.0,149.0,201.0,243.0,163.0,156.0,130.0,121.0,240.0,172.0,163.0,160.0,194.0,120.0,155.0,166.0,166.0,164.0,178.0,228.0,156.0,161.0,170.0,168.0,178.0,227.0,605.672,612.948,618.575,613.148,618.972,758.0,710.0,1011.052,133.654,137.857,137.107,136.36,145.411,128.397,129.467,130.057,129.391,127.602,129.687,130.99,133.789,139.562,124.81,112.004,106.913,122.86,141.244,121.042,117.725,113.002,133.288,155.588,163.997,165.099,164.173,161.926,167.752,208.598,177.587,177.769,177.365,168.54,169.765,209.534,546.986,544.157,546.835,537.559,535.468,864.535,778.995,1125.373,144.766,149.193,149.034,151.029,165.054,129.344,129.983,130.383,129.68,131.443,129.933,131.672,113.499,118.071,113.769,110.48,104.031,115.162,116.443,108.07,107.913,107.589,117.545,124.507,181.846,181.794,170.472,172.293,178.807,212.221,200.577,196.893,193.825,166.124,180.392,210.371,519.989,527.446,523.878,518.168,520.075,913.763,848.543,1070.313,162.0,164.153,164.0,168.645,180.732,127.0,133.154,130.0,136.237,133.761,130.0,129.0,106.725,107.647,103.252,99.732,104.091,103.022,107.781,104.035,103.116,99.367,105.0,104.0,215.0,220.956,215.715,204.293,206.0,204.0,207.0,203.0,211.757,222.0,220.0,210.0,555.265,561.203,560.63,556.017,560.273,1036.072,873.756,1134.084,168.171,170.745,170.853,176.347,189.267,141.961,161.578,163.79,167.19,167.978,162.013,144.225,117.699,118.557,112.466,107.136,99.467,119.638,115.048,108.831,106.904,105.173,108.341,124.412,233.932,240.013,238.92,237.666,224.483,243.283,226.11,226.757,227.374,233.227,223.721,238.954,1522,1522,1542,1541,1513,1661,1464,1678,1678,1678,1700,1644,1459,1434,1491,1486,1467,1606,1607,1598,1629,1645,2063,2063,2063,2063,2041,2153,2153,2153,2153,2153,1983,2024,2082,2104,2160,2152,2224,2230,2149,2161,100,127,83,97,100,60,64,65,67,67,97,106,85,100,95,0.01263,0.01204,0.01081,0.0111,0.01151,0.01259,0.0108,0.01112,0.01075,0.01251,0.0113,0.01155,0.01247,0.01228,0.01173,0.01142
163,28,9,514.0,549.0,514.0,515.0,516.0,828.0,557.0,896.0,584.0,692.0,649.0,1053.0,1300.0,307.0,374.0,434.0,335.0,386.0,316.0,309.0,57.0,57.0,57.0,51.0,51.0,117.0,57.0,57.0,57.0,51.0,51.0,117.0,298.0,254.0,299.0,304.0,197.0,232.0,177.0,182.0,165.0,159.0,160.0,232.0,503.0,515.0,514.0,518.0,504.609,790.0,671.47,1004.796,317.138,388.868,352.58,379.296,460.0,273.487,307.474,304.694,279.599,286.819,282.597,262.0,67.0,63.0,63.0,55.465,50.868,122.041,54.143,53.0,54.0,51.008,50.203,130.561,260.807,252.733,258.033,301.0,273.773,225.87,245.0,234.0,205.0,233.0,238.0,223.648,511.04,515.363,517.298,514.918,507.671,778.994,662.369,1220.682,281.791,303.846,285.288,309.959,365.7,252.728,274.948,270.252,259.888,264.586,258.577,259.792,62.951,62.324,61.428,59.901,56.581,138.286,52.651,52.625,52.784,51.527,51.015,132.078,246.579,247.224,250.554,279.442,271.055,217.275,253.026,224.639,215.366,236.85,251.48,231.39,505.0,522.236,519.496,513.955,520.865,771.831,640.0,1229.0,266.84,270.0,265.0,292.0,319.752,223.903,257.535,255.412,254.524,250.637,251.12,234.0,60.904,61.0,61.0,60.661,59.0,145.0,50.0,51.0,51.031,51.064,50.761,135.0,245.989,247.0,253.687,258.0,260.0,212.0,247.0,234.0,226.925,237.0,233.0,237.0,577.214,586.378,590.03,589.55,596.346,834.536,689.504,1278.477,300.192,320.679,341.425,360.8,381.258,240.176,257.411,254.394,253.454,259.979,262.644,243.761,64.608,64.258,64.322,63.997,64.082,156.601,54.904,55.765,55.473,55.402,54.646,143.759,247.12,246.683,254.023,268.066,271.905,258.803,258.575,250.28,242.458,243.896,247.68,270.069,1056,1082,1132,1385,1385,1069,1129,1143,1143,1143,1179,1176,1228,1228,1228,1243,1311,1211,1224,1224,1293,1327,1610,1610,1611,1611,1599,1694,1694,1700,1695,1719,1686,1731,1736,1736,1774,1758,1758,1775,1790,1751,39,34,35,32,30,65,48,56,57,69,50,43,45,42,35,0.00847,0.0082,0.00877,0.00856,0.00846,0.00885,0.0098,0.00863,0.00918,0.00879,0.00936,0.00877,0.01002,0.00984,0.01016,0.00982
29,28,9,843.0,975.0,1176.0,596.0,562.0,826.0,753.0,992.0,187.0,165.0,173.0,156.0,209.0,295.0,185.0,155.0,159.0,170.0,160.0,298.0,60.0,60.0,62.0,57.0,57.0,233.0,64.0,63.0,60.0,55.0,53.0,228.0,301.0,302.0,343.0,273.0,339.0,243.0,285.0,283.0,300.0,316.0,299.0,234.0,995.159,1031.106,1035.0,733.082,786.0,771.0,804.0,1183.379,222.96,226.345,218.251,197.325,227.725,258.935,192.0,190.485,196.873,229.049,228.582,263.469,76.965,77.532,73.744,68.407,80.98,222.325,73.033,78.739,84.666,89.0,78.724,209.164,294.779,303.545,307.128,296.461,286.0,295.918,280.052,284.457,297.739,304.917,274.541,252.458,927.732,908.0,931.62,830.333,821.618,815.514,765.0,1128.976,215.0,222.351,219.727,202.931,220.177,256.268,197.754,196.99,197.0,231.124,230.026,261.337,79.49,79.0,80.125,77.888,82.144,202.515,73.809,75.436,75.0,87.33,82.515,200.0,267.284,271.0,291.872,290.403,286.59,283.686,281.174,280.702,282.995,289.3,273.097,268.541,795.474,799.615,800.775,773.0,797.447,862.691,765.0,1038.441,200.165,199.0,200.791,199.394,195.903,237.436,187.0,183.297,184.316,197.659,212.0,237.922,78.0,78.0,83.0,78.0,73.567,176.91,73.091,73.653,73.673,75.923,80.056,177.0,239.519,246.084,254.287,252.474,261.679,272.942,260.065,255.059,252.79,249.988,258.0,279.238,783.977,809.354,750.546,728.808,733.345,901.043,755.976,1050.333,191.968,194.744,202.136,196.552,184.388,229.242,184.465,184.184,184.022,195.228,212.302,227.392,74.87,76.966,79.104,77.827,78.179,174.432,71.258,72.334,73.258,75.954,80.527,172.125,239.308,242.845,255.616,251.725,259.048,276.71,247.325,249.282,251.32,253.159,254.931,275.265,1370,1370,1370,1388,1420,1329,1504,1625,1625,1625,1625,1625,1750,1750,1750,1750,1750,1732,1732,1732,1941,1941,2000,2000,2000,2058,2082,1962,1844,2008,2043,2093,2464,2464,2464,2464,2464,2548,2548,2548,2548,2548,103,75,100,103,110,70,64,50,66,68,18,26,31,20,23,0.01091,0.01026,0.01057,0.01037,0.00872,0.00829,0.00907,0.00862,0.01266,0.01199,0.01264,0.01176,0.01185,0.0112,0.0118,0.01044
84,43,10,573.0,571.0,569.0,569.0,573.0,804.0,573.0,788.0,140.0,145.0,140.0,136.0,148.0,133.0,142.0,147.0,140.0,138.0,148.0,129.0,56.0,55.0,54.0,56.0,57.0,120.0,55.0,57.0,56.0,58.0,54.0,113.0,188.0,187.0,188.0,185.0,180.0,234.0,185.0,184.0,180.0,180.0,180.0,234.0,637.239,637.361,637.377,670.753,668.0,809.485,658.0,963.25,128.601,134.056,129.86,132.45,146.045,128.563,136.898,135.458,130.121,134.0,149.621,126.0,52.829,52.066,51.0,52.82,55.496,151.9,71.873,76.557,77.805,76.455,58.616,140.071,225.59,230.307,234.115,228.884,187.691,226.091,193.041,192.851,201.006,200.907,207.772,209.376,697.559,677.473,659.545,694.0,747.596,805.666,714.531,1038.623,127.0,135.025,127.941,131.293,145.435,130.385,131.697,136.063,129.438,135.568,146.4,129.339,53.005,53.4,52.072,52.0,54.0,161.652,68.806,76.526,80.14,80.238,71.72,146.169,245.062,253.0,264.0,260.0,224.778,222.978,230.638,213.704,210.287,204.174,220.13,218.372,716.66,704.839,697.251,699.015,710.877,795.818,752.069,1212.655,131.808,130.825,128.091,130.0,137.21,132.403,128.0,131.041,129.0,129.074,133.0,134.117,51.515,52.063,51.28,52.0,52.488,146.0,51.0,69.753,70.0,72.0,74.371,149.0,233.062,232.689,241.937,246.0,254.018,215.549,232.527,224.297,215.0,210.0,217.0,214.684,737.993,732.229,721.551,726.082,722.507,861.455,796.339,1255.138,140.974,143.277,138.405,141.069,148.434,141.562,142.27,147.479,140.028,144.004,148.445,138.657,55.715,56.02,55.767,55.878,57.104,165.241,60.117,71.507,72.098,74.331,74.155,150.312,238.136,238.11,245.713,254.54,252.753,264.377,236.985,232.366,224.224,221.448,226.481,234.287,1304,1304,1304,1266,1213,1363,1317,1395,1395,1395,1389,1884,1214,1214,1214,1214,1214,1526,1526,1526,1497,1374,1632,1632,1632,1632,1620,1844,1844,1708,1708,1751,1866,1866,1866,1794,1761,1964,1964,1993,1914,1881,56,61,32,42,40,109,84,95,90,72,88,81,92,112,108,0.01133,0.01091,0.01153,0.01177,0.0122,0.01274,0.01272,0.01234,0.01146,0.01005,0.01185,0.0119,0.01124,0.01117,0.01168,0.01169
37,28,10,567.212,566.121,565.004,554.376,572.926,862.47,559.913,918.086,169.371,163.178,143.395,164.808,147.52,242.529,180.673,180.668,166.37,187.812,155.157,139.059,60.671,61.181,61.459,64.413,62.412,111.304,79.841,66.75,62.033,60.935,60.469,111.638,173.501,172.288,163.834,167.089,166.722,309.401,171.08,170.4,162.763,166.303,165.201,264.511,664.47,659.0,623.816,587.349,554.448,917.984,530.82,1073.643,207.252,199.629,202.0,172.517,201.0,244.168,200.205,177.818,168.682,179.064,163.231,126.757,71.716,71.051,69.349,60.0,66.271,114.258,87.239,66.1,60.404,68.969,66.855,106.0,165.589,160.42,156.866,160.066,158.761,360.015,163.852,161.0,166.272,158.0,156.552,296.153,757.0,726.297,712.74,690.067,634.0,999.857,516.0,1159.45,227.139,220.0,188.397,182.0,187.498,239.954,215.649,207.299,209.0,183.743,170.766,155.359,84.0,80.826,78.455,68.306,70.582,115.1,96.461,88.088,90.0,69.0,75.0,113.517,170.0,158.034,163.363,159.198,153.0,361.126,158.0,167.391,160.375,172.231,168.228,343.113,772.264,755.461,710.018,701.691,684.467,1042.643,618.636,1089.999,226.261,221.596,194.834,186.511,190.667,205.318,200.338,191.798,186.112,189.582,177.136,166.571,81.583,79.969,77.215,75.404,74.148,127.399,91.76,87.905,85.745,78.975,80.853,126.097,185.384,182.585,164.222,171.493,184.648,352.106,186.227,175.097,167.805,188.513,202.945,335.892,753.489,741.0,685.435,675.0,671.0,1020.0,668.237,1054.597,213.225,211.0,186.661,183.0,184.417,197.433,196.0,192.906,181.785,180.784,181.0,170.796,81.0,79.83,76.587,71.842,72.462,127.828,86.653,83.226,81.0,72.077,75.0,129.0,181.521,178.888,174.436,177.875,186.0,342.861,195.0,180.294,171.011,187.709,195.455,313.932,1633,1632,1612,1643,1599,1840,1621,1732,1732,1796,1922,1926,1845,1845,1845,1893,1902,1953,2067,1952,2127,1961,2243,2243,2243,2202,2128,2558,2558,2558,2533,2497,2160,2429,2429,2367,2395,2687,2687,2687,2643,2673,83,115,95,97,95,83,80,106,97,100,83,87,108,107,93,0.01235,0.01141,0.01186,0.01141,0.01143,0.01266,0.01213,0.01104,0.01194,0.0129,0.01237,0.01219,0.01237,0.01106,0.01093,0.01183
129,27,11,1113.657,1098.171,1020.864,1010.625,1012.299,1115.113,770.33,901.226,137.648,135.598,142.397,141.69,139.166,160.912,137.51,136.39,142.864,142.062,140.475,136.643,109.223,108.679,108.137,108.924,110.284,123.831,106.603,109.044,108.49,107.008,112.99,108.4,163.654,166.2,164.644,168.349,168.249,220.765,174.819,171.035,165.814,172.437,169.185,221.145,1050.006,1020.214,920.336,914.961,949.721,1012.608,783.487,917.0,126.11,124.975,129.322,129.79,125.0,160.904,126.167,125.085,129.402,128.568,125.0,126.751,98.373,97.771,97.779,103.374,103.274,113.822,99.788,101.983,101.736,103.256,105.725,100.042,150.0,154.081,153.0,156.79,157.942,203.3,162.0,157.176,150.0,159.016,154.881,203.198,993.68,1024.395,1000.0,920.015,902.679,1018.614,858.202,1029.141,125.738,125.266,125.0,126.217,126.977,191.072,125.243,125.397,125.0,125.826,126.371,151.325,92.934,92.42,92.27,100.812,103.0,126.598,100.018,100.327,101.728,100.893,104.0,100.382,152.281,152.739,151.741,150.0,158.099,200.567,166.77,159.566,155.221,156.0,162.102,201.821,984.17,1010.037,993.635,954.528,882.196,1059.989,915.967,1154.941,126.038,126.027,126.0,126.747,129.586,196.804,125.976,126.639,126.0,128.416,133.378,188.39,85.161,81.741,82.0,87.533,88.0,140.556,96.864,96.692,97.0,102.245,99.821,106.732,152.455,151.849,151.0,152.781,153.328,200.362,206.685,198.839,197.0,203.754,209.539,201.671,972.396,965.264,940.246,922.276,878.95,1058.218,905.0,1104.274,126.66,126.0,126.958,126.085,130.181,192.0,143.387,144.0,142.0,140.06,142.834,193.181,81.56,81.285,81.555,82.0,81.199,138.0,90.037,90.534,90.654,90.899,93.687,121.671,152.103,152.911,151.793,152.406,153.15,211.807,219.511,216.96,214.926,218.065,224.426,221.16,1422,1329,1326,1433,1312,1580,1247,1348,1385,1430,1246,1298,1570,1319,1315,1180,1219,1304,1418,1456,1201,1409,1675,1675,1675,1633,1569,1834,1719,1719,1697,1605,1463,1463,1463,1463,1560,1642,1642,1642,1642,1665,91,94,102,99,107,75,75,74,76,65,22,23,25,26,22,0.0121,0.01146,0.01109,0.01092,0.00913,0.0089,0.00876,0.00881,0.01112,0.01067,0.01009,0.01108,0.00983,0.00941,0.00838,0.00872
191,49,7,1078.313,1109.311,1099.966,1118.95,1153.891,1289.046,592.887,847.995,142.306,146.695,144.074,141.719,143.891,408.746,203.423,238.934,236.045,216.764,207.607,594.686,57.255,56.417,55.377,57.3,60.546,114.349,58.093,57.006,55.3,57.587,57.469,112.509,179.286,177.416,174.552,165.293,171.993,224.623,181.509,180.716,174.847,163.997,174.707,223.845,953.705,981.582,981.044,1005.0,1025.795,1123.499,521.4,769.089,125.0,130.432,127.844,125.0,128.387,353.003,172.0,214.733,211.516,202.0,192.932,480.177,52.307,51.442,50.288,52.234,54.481,103.271,53.702,53.0,50.643,53.0,50.0,110.278,161.017,162.269,159.378,153.278,154.958,203.346,161.604,161.362,155.909,154.043,155.618,202.488,901.081,909.006,911.359,958.264,1018.971,1055.505,514.596,782.324,125.873,125.0,126.296,128.158,125.8,311.401,185.383,194.0,204.309,199.0,209.538,385.908,52.524,51.831,50.996,54.0,50.0,103.17,52.545,51.481,50.526,54.939,50.0,130.449,158.278,158.0,160.36,160.758,155.596,212.178,157.961,159.0,151.83,159.527,155.166,207.861,773.492,778.0,798.995,837.488,932.647,926.983,504.317,760.383,126.639,126.578,127.153,126.926,125.0,271.393,163.769,171.732,177.302,178.918,195.0,316.43,51.907,50.663,50.0,50.69,50.875,101.4,51.91,50.712,50.0,51.055,51.566,122.0,156.499,156.679,160.003,162.694,161.477,214.046,154.502,153.609,151.098,154.338,157.02,202.048,727.705,746.215,736.84,762.665,766.0,931.928,521.677,798.717,131.325,130.245,128.446,128.192,125.526,242.337,162.13,173.465,170.604,164.702,176.791,302.12,53.536,52.527,51.817,53.211,51.57,107.179,53.981,52.889,52.005,53.985,52.035,126.109,164.583,163.161,160.779,161.608,157.343,221.823,161.643,156.379,151.0,159.851,153.914,209.831,1458,1391,1498,1433,1630,1677,1260,1394,1335,1398,1439,1438,1537,1335,1299,1618,1330,1474,1492,1411,1410,1410,1865,1347,1347,1347,1347,1789,1479,1582,1582,1582,1539,1636,1465,2165,2165,1586,1487,1487,1487,1487,102,114,92,88,86,52,48,39,53,46,30,22,33,36,29,0.01244,0.01238,0.01303,0.01193,0.00903,0.00945,0.00926,0.00916,0.01094,0.01068,0.01148,0.00902,0.01147,0.01103,0.00897,0.00863
48,43,10,576.0,585.0,580.0,581.0,591.0,840.0,531.0,842.0,136.0,145.0,147.0,148.0,135.0,148.0,144.0,147.0,147.0,148.0,140.0,148.0,55.0,58.0,54.0,53.0,53.0,109.0,56.0,54.0,55.0,56.0,54.0,110.0,175.0,188.0,180.0,171.0,169.0,226.0,160.0,188.0,164.0,166.0,179.0,210.0,606.0,619.934,626.987,637.658,639.157,848.0,705.0,928.356,134.845,132.913,133.819,141.261,134.194,146.863,140.515,141.498,150.03,146.096,167.721,148.0,53.206,54.2,52.202,52.142,54.401,132.0,54.867,54.0,51.0,55.0,63.101,126.356,206.299,182.21,178.964,195.0,188.535,262.0,179.418,178.397,174.535,208.495,220.685,224.331,616.15,618.247,637.926,651.551,665.234,888.865,674.458,951.687,145.965,139.437,144.991,148.682,146.6,154.233,151.052,147.92,151.194,157.865,158.322,149.139,54.931,54.313,53.122,53.94,59.438,128.645,56.292,53.781,53.73,59.832,63.61,122.391,199.0,192.991,195.364,210.034,204.029,265.917,183.498,184.956,187.104,205.432,223.348,238.272,632.0,621.0,632.176,637.226,639.817,948.973,677.577,1018.173,161.0,151.0,154.0,155.222,151.516,170.0,148.361,147.0,148.0,151.0,148.0,161.039,61.0,61.0,58.169,58.0,59.023,128.0,58.943,57.065,54.954,57.0,60.0,128.51,196.233,192.362,186.0,199.179,203.0,264.0,186.932,185.711,182.0,188.0,197.0,235.375,688.777,693.521,690.892,696.05,679.25,1006.875,714.767,1064.937,173.064,170.426,170.55,171.447,163.515,179.168,168.678,166.159,166.052,163.313,156.235,176.24,65.264,65.757,64.407,65.173,63.437,140.009,67.949,65.465,62.509,62.828,62.372,136.858,218.49,216.812,213.839,218.394,213.446,271.92,203.223,204.545,202.175,205.165,201.487,265.522,1068,1068,1068,1068,1068,1086,1044,1091,1091,1118,1118,1117,1120,1120,1117,1117,1112,1168,1168,1182,1182,1189,1323,1323,1323,1323,1374,1343,1343,1393,1393,1439,1387,1387,1387,1387,1452,1405,1405,1451,1451,1495,37,43,33,29,37,29,37,30,31,27,42,36,27,27,29,0.00841,0.00835,0.00839,0.00829,0.00796,0.00817,0.00815,0.00815,0.00869,0.0085,0.00872,0.00856,0.00819,0.00816,0.00835,0.00811
