timeunit,storageCost,interestRate,compidx0lt2,compidx0lt2l1,compidx0lt2l2,compidx0lt2l4,compidx0lt2l8,compidx1lt2,compidx2lt2,compidx3lt2,compidx4lt2,compidx4lt2l1,compidx4lt2l2,compidx4lt2l4,compidx4lt2l8,compidx5lt2,compidx6lt2,compidx6lt2l1,compidx6lt2l2,compidx6lt2l4,compidx6lt2l8,compidx7lt2,compidx8lt2,compidx8lt2l1,compidx8lt2l2,compidx8lt2l4,compidx8lt2l8,compidx9lt2,compidx10lt2,compidx10lt2l1,compidx10lt2l2,compidx10lt2l4,compidx10lt2l8,compidx11lt2,compidx12lt2,compidx12lt2l1,compidx12lt2l2,compidx12lt2l4,compidx12lt2l8,compidx13lt2,compidx14lt2,compidx14lt2l1,compidx14lt2l2,compidx14lt2l4,compidx14lt2l8,compidx15lt2,compidx0lt6,compidx0lt6l1,compidx0lt6l2,compidx0lt6l4,compidx0lt6l8,compidx1lt6,compidx2lt6,compidx3lt6,compidx4lt6,compidx4lt6l1,compidx4lt6l2,compidx4lt6l4,compidx4lt6l8,compidx5lt6,compidx6lt6,compidx6lt6l1,compidx6lt6l2,compidx6lt6l4,compidx6lt6l8,compidx7lt6,compidx8lt6,compidx8lt6l1,compidx8lt6l2,compidx8lt6l4,compidx8lt6l8,compidx9lt6,compidx10lt6,compidx10lt6l1,compidx10lt6l2,compidx10lt6l4,compidx10lt6l8,compidx11lt6,compidx12lt6,compidx12lt6l1,compidx12lt6l2,compidx12lt6l4,compidx12lt6l8,compidx13lt6,compidx14lt6,compidx14lt6l1,compidx14lt6l2,compidx14lt6l4,compidx14lt6l8,compidx15lt6,compidx0lt10,compidx0lt10l1,compidx0lt10l2,compidx0lt10l4,compidx0lt10l8,compidx1lt10,compidx2lt10,compidx3lt10,compidx4lt10,compidx4lt10l1,compidx4lt10l2,compidx4lt10l4,compidx4lt10l8,compidx5lt10,compidx6lt10,compidx6lt10l1,compidx6lt10l2,compidx6lt10l4,compidx6lt10l8,compidx7lt10,compidx8lt10,compidx8lt10l1,compidx8lt10l2,compidx8lt10l4,compidx8lt10l8,compidx9lt10,compidx10lt10,compidx10lt10l1,compidx10lt10l2,compidx10lt10l4,compidx10lt10l8,compidx11lt10,compidx12lt10,compidx12lt10l1,compidx12lt10l2,compidx12lt10l4,compidx12lt10l8,compidx13lt10,compidx14lt10,compidx14lt10l1,compidx14lt10l2,compidx14lt10l4,compidx14lt10l8,compidx15lt10,compidx0lt20,compidx0lt20l1,compidx0lt20l2,compidx0lt20l4,compidx0lt20l8,compidx1lt20,compidx2lt20,compidx3lt20,compidx4lt20,compidx4lt20l1,compidx4lt20l2,compidx4lt20l4,compidx4lt20l8,compidx5lt20,compidx6lt20,compidx6lt20l1,compidx6lt20l2,compidx6lt20l4,compidx6lt20l8,compidx7lt20,compidx8lt20,compidx8lt20l1,compidx8lt20l2,compidx8lt20l4,compidx8lt20l8,compidx9lt20,compidx10lt20,compidx10lt20l1,compidx10lt20l2,compidx10lt20l4,compidx10lt20l8,compidx11lt20,compidx12lt20,compidx12lt20l1,compidx12lt20l2,compidx12lt20l4,compidx12lt20l8,compidx13lt20,compidx14lt20,compidx14lt20l1,compidx14lt20l2,compidx14lt20l4,compidx14lt20l8,compidx15lt20,compidx0lt30,compidx0lt30l1,compidx0lt30l2,compidx0lt30l4,compidx0lt30l8,compidx1lt30,compidx2lt30,compidx3lt30,compidx4lt30,compidx4lt30l1,compidx4lt30l2,compidx4lt30l4,compidx4lt30l8,compidx5lt30,compidx6lt30,compidx6lt30l1,compidx6lt30l2,compidx6lt30l4,compidx6lt30l8,compidx7lt30,compidx8lt30,compidx8lt30l1,compidx8lt30l2,compidx8lt30l4,compidx8lt30l8,compidx9lt30,compidx10lt30,compidx10lt30l1,compidx10lt30l2,compidx10lt30l4,compidx10lt30l8,compidx11lt30,compidx12lt30,compidx12lt30l1,compidx12lt30l2,compidx12lt30l4,compidx12lt30l8,compidx13lt30,compidx14lt30,compidx14lt30l1,compidx14lt30l2,compidx14lt30l4,compidx14lt30l8,compidx15lt30,sku1,sku1l1,sku1l2,sku1l4,sku1l8,sku2,sku9,sku10,sku10l1,sku10l2,sku10l4,sku10l8,sku11,sku11l1,sku11l2,sku11l4,sku11l8,sku12,sku12l1,sku12l2,sku12l4,sku12l8,sku13,sku13l1,sku13l2,sku13l4,sku13l8,sku14,sku14l1,sku14l2,sku14l4,sku14l8,sku15,sku15l1,sku15l2,sku15l4,sku15l8,sku16,sku16l1,sku16l2,sku16l4,sku16l8,demandseg1,demandseg1l1,demandseg1l2,demandseg1l4,demandseg1l8,demandseg2,demandseg2l1,demandseg2l2,demandseg2l4,demandseg2l8,demandseg3,demandseg3l1,demandseg3l2,demandseg3l4,demandseg3l8,target_LBL,target_MTLp2,target_MTLp3,target_MTLp4,target_MTLp5,target_MTLp6,target_MTLp7,target_MTLp8,target_MTLp9,target_MTLp10,target_MTLp11,target_MTLp12,target_MTLp13,target_MTLp14,target_MTLp15,target_MTLp16
190,37,8,537.96,551.569,538.224,579.853,586.889,831.504,532.568,841.764,149.213,153.206,151.515,151.291,143.823,146.467,138.269,147.209,146.841,139.124,137.474,146.874,58.956,58.536,59.033,58.98,53.972,139.83,59.04,58.234,58.489,58.008,55.186,110.524,182.313,194.094,194.912,182.873,173.611,215.595,175.535,186.974,184.904,180.303,171.093,216.203,527.979,526.0,509.0,537.339,533.221,782.883,514.789,757.456,131.276,133.884,136.592,135.907,125.0,128.295,134.93,137.338,133.0,141.881,128.169,129.398,53.0,56.259,54.986,54.258,51.872,136.855,54.146,54.0,54.669,53.272,51.561,111.0,184.084,177.0,183.659,172.887,186.193,210.824,192.925,191.0,173.669,180.734,186.877,206.0,522.079,517.862,510.061,525.482,521.027,827.0,514.628,768.0,132.84,137.373,145.0,134.808,129.0,125.0,135.203,137.0,136.716,136.731,129.393,125.0,52.0,58.0,54.0,54.002,53.0,137.592,53.0,53.309,54.554,54.176,51.918,117.344,213.843,209.973,201.816,200.358,196.577,214.627,212.277,204.347,189.741,199.212,202.612,210.142,513.599,515.441,511.668,507.567,512.855,777.678,514.136,768.07,131.837,132.42,136.945,133.0,126.682,126.26,139.279,141.239,141.625,147.694,145.164,127.15,56.881,52.688,51.812,52.0,51.0,132.303,53.054,52.676,52.553,51.986,51.409,119.773,210.976,213.843,215.562,214.393,217.0,230.491,203.129,199.389,198.649,206.589,207.0,224.58,524.903,527.93,515.568,506.348,516.211,794.274,531.37,783.744,132.46,129.914,129.887,129.906,129.656,129.853,140.112,143.383,141.69,140.0,141.673,131.318,56.106,53.299,52.011,52.432,52.077,126.264,53.646,52.27,51.0,51.757,50.352,117.961,195.539,197.872,194.097,193.911,202.727,232.991,195.805,198.71,194.307,191.103,195.0,224.495,1106,1106,1050,1043,1029,1120,1051,1063,1067,1067,1116,1042,1079,1102,1107,1127,1094,1103,1113,1113,1122,1122,1156,1156,1198,1202,1250,1216,1216,1249,1268,1277,1357,1357,1357,1357,1357,1354,1354,1354,1354,1381,86,71,87,94,76,25,29,35,38,27,40,38,38,34,37,0.00855,0.0083,0.00891,0.0072,0.00717,0.0072,0.00707,0.0076,0.00834,0.00791,0.00828,0.00804,0.00727,0.007,0.0077,0.00753
172,27,6,582.773,580.723,572.414,560.381,600.284,857.712,575.741,922.071,140.4,139.15,139.618,136.553,138.207,149.819,143.976,144.795,145.158,144.625,139.003,149.58,59.513,58.293,58.188,55.535,56.408,119.825,59.624,58.874,58.455,56.904,55.929,119.152,179.284,176.765,178.22,166.616,170.874,289.637,177.173,183.558,177.677,174.493,172.433,279.771,515.814,512.0,520.587,505.0,548.0,777.941,530.499,868.357,129.0,129.055,129.521,127.703,125.0,137.595,129.0,131.708,132.191,133.378,129.0,143.97,55.123,54.0,53.468,51.783,52.306,111.8,54.978,54.0,53.705,52.723,51.708,114.813,167.468,164.089,166.219,157.016,179.0,271.896,168.315,171.247,167.036,165.457,153.0,267.117,529.0,513.674,503.0,506.831,522.758,767.0,518.978,872.206,126.366,126.161,128.678,126.0,126.131,132.649,127.099,127.314,129.9,127.0,131.177,147.472,54.012,53.12,53.878,53.019,53.094,118.278,53.0,52.0,53.282,54.06,52.011,116.189,173.723,170.948,167.097,159.001,174.863,268.0,173.322,172.592,170.136,177.351,161.198,264.0,513.636,509.244,505.13,506.777,518.724,846.186,518.0,934.496,125.804,125.265,127.329,125.742,125.479,132.126,126.031,126.062,129.017,126.06,126.321,130.69,51.915,51.917,53.974,51.762,53.0,122.155,51.502,51.46,52.292,51.334,52.171,126.0,183.257,181.493,175.327,188.131,200.228,273.0,177.477,176.931,176.258,180.074,170.208,275.755,513.592,510.929,507.842,513.719,521.256,860.18,518.454,937.517,126.611,127.602,129.058,128.033,125.207,132.969,126.0,125.266,128.928,126.54,128.128,129.36,51.791,51.909,51.664,50.353,52.318,121.529,51.588,51.728,52.197,51.384,51.451,121.985,181.0,182.051,181.508,185.631,198.835,267.555,178.0,176.497,176.157,182.366,175.033,279.338,896,901,901,899,884,980,954,1022,1025,1029,1026,1026,1064,1064,1064,1042,1042,1110,1101,1101,1101,1101,1488,1488,1488,1488,1488,1404,1404,1404,1778,1778,1396,1396,1396,1602,1602,1654,1654,1654,1654,1654,93,81,69,63,67,38,31,39,49,30,27,37,29,23,17,0.00732,0.00761,0.00726,0.00747,0.00743,0.0075,0.00739,0.00768,0.00805,0.00803,0.00791,0.00808,0.00849,0.00845,0.00854,0.00859
145,50,7,592.515,605.012,613.074,598.249,590.498,994.324,590.547,1542.572,257.74,237.756,194.8,210.385,222.138,137.417,145.709,145.076,149.392,148.431,149.828,137.347,56.824,57.436,59.412,57.901,57.813,119.633,64.849,64.91,63.01,59.362,64.941,116.72,260.595,269.755,251.279,244.191,262.762,230.524,293.962,311.346,319.817,306.488,305.417,228.693,539.137,543.921,555.654,543.0,534.444,954.544,540.045,1439.0,249.776,228.5,191.002,192.733,239.493,126.678,133.648,133.139,134.353,134.14,134.914,127.077,50.0,53.161,54.764,53.056,53.436,106.231,62.0,66.012,62.769,54.69,65.392,106.207,253.329,262.843,245.143,231.337,237.422,211.538,257.0,291.243,299.568,280.003,283.391,208.022,529.043,525.853,521.0,518.781,517.979,1044.029,517.747,1441.0,252.554,239.598,210.861,204.0,217.521,129.0,133.377,134.882,133.439,129.0,134.482,127.0,51.631,53.433,53.595,52.406,53.0,102.0,76.745,77.557,74.828,69.953,81.0,101.0,254.262,264.898,261.526,242.256,234.308,205.254,260.891,272.875,275.517,275.101,265.043,200.722,517.0,521.394,519.779,521.765,518.177,1081.212,566.28,1346.736,236.0,227.58,221.882,217.557,213.459,129.0,168.0,162.161,161.836,163.437,170.048,127.0,51.416,52.205,52.162,52.079,52.089,101.422,79.664,80.363,79.0,76.958,80.508,100.665,242.267,243.525,240.184,241.288,237.581,205.586,254.654,258.564,257.496,255.013,252.206,203.464,523.21,525.196,522.418,523.24,514.572,1030.152,612.259,1228.76,222.0,224.079,215.474,208.0,208.727,129.058,175.0,176.599,174.615,172.0,178.766,137.071,50.7,52.388,52.159,52.0,50.951,102.872,78.671,79.374,78.975,79.288,81.682,101.205,236.477,240.182,240.296,237.553,228.364,204.348,250.047,250.635,250.382,248.323,240.807,204.196,1201,1220,1197,1179,1240,1293,1218,1102,1102,1102,1193,1234,1340,1340,1400,1400,1273,1374,1179,1302,1220,1177,1981,1965,1969,2041,2150,2082,1912,1928,1975,1905,2076,1876,1970,1851,2112,2295,1873,1873,2071,2178,33,41,37,55,52,121,113,118,106,114,45,49,54,39,50,0.00959,0.0088,0.00998,0.00868,0.01069,0.01035,0.00988,0.00865,0.00924,0.00811,0.01004,0.00986,0.01214,0.01148,0.01106,0.0105
89,48,8,582.0,584.0,582.0,574.0,611.0,887.0,535.0,900.0,144.0,131.0,132.0,144.0,140.0,165.0,144.0,136.0,134.0,144.0,132.0,150.0,58.0,57.0,56.0,52.0,58.0,118.0,58.0,55.0,56.0,52.0,58.0,119.0,177.0,163.0,164.0,169.0,177.0,241.0,177.0,165.0,165.0,164.0,177.0,240.0,781.696,772.839,762.986,723.092,763.325,963.0,524.77,1079.917,130.0,129.127,128.0,133.092,130.039,195.236,133.649,131.721,131.38,134.75,129.666,187.74,54.878,52.515,51.849,59.052,57.764,112.0,54.748,51.831,52.656,50.899,55.818,115.0,161.795,155.0,158.128,154.0,165.596,214.356,193.697,198.453,210.243,207.074,209.041,251.1,821.4,815.944,795.571,778.514,767.86,1047.393,546.231,1163.862,130.205,129.754,129.424,132.886,128.0,165.693,145.747,142.213,142.713,145.535,137.701,196.281,59.478,58.549,59.095,65.274,62.663,109.643,57.072,55.638,56.696,53.876,57.04,108.0,166.0,154.899,158.17,158.864,166.418,213.0,187.141,195.438,201.326,205.863,205.327,272.278,773.0,780.0,807.0,777.0,771.943,1046.546,607.0,1167.111,131.356,130.131,133.73,131.209,126.856,192.956,159.0,152.0,151.0,161.708,160.662,175.0,62.252,62.131,62.0,63.0,66.0,103.0,63.997,66.33,66.0,66.0,63.942,104.37,158.185,155.875,155.202,154.0,154.231,207.788,172.062,174.0,182.0,186.0,200.833,257.0,799.093,788.119,791.534,766.55,776.924,1083.011,668.997,1190.13,150.327,149.763,151.73,145.658,139.687,193.497,166.411,162.778,162.512,167.421,171.311,183.643,64.949,64.415,64.588,66.708,71.221,118.226,68.425,68.349,69.107,69.245,70.161,114.285,170.554,167.215,167.711,170.395,173.8,228.243,188.988,190.932,193.124,198.337,204.294,289.069,1141,1141,1137,1167,1206,1225,1025,1085,1090,1107,1107,1132,1093,1086,1086,1113,1154,1133,1130,1146,1157,1188,1647,1647,1647,1647,1642,1726,1726,1726,1726,1716,1702,1731,1731,1715,1724,1749,1761,1751,1750,1800,42,37,47,27,32,41,41,40,38,45,86,83,85,68,78,0.00946,0.00939,0.00905,0.00899,0.00852,0.00929,0.00916,0.00924,0.00864,0.00836,0.00845,0.0078,0.0102,0.01025,0.01012,0.00999
27,27,10,836.771,812.118,804.4,869.762,882.029,1404.652,851.6,1115.724,224.807,223.966,218.769,217.556,225.624,146.596,232.883,229.341,226.768,252.652,252.048,158.34,103.567,101.223,100.166,108.199,110.852,218.689,109.893,108.603,108.088,109.99,114.887,181.018,172.878,174.55,198.341,204.643,195.462,351.793,212.932,205.365,252.531,269.96,261.31,322.612,772.854,731.958,711.502,778.483,833.153,1288.0,767.148,1038.975,215.74,215.469,208.282,200.917,213.921,135.298,205.182,196.04,192.99,222.646,234.117,135.409,97.485,94.0,90.395,97.0,101.081,195.0,101.952,100.0,101.0,102.0,106.368,156.0,161.623,160.257,180.443,189.999,184.0,320.35,191.317,182.32,222.462,239.145,255.0,294.088,783.29,762.673,754.0,764.504,850.556,1365.892,782.036,1063.836,212.02,213.0,215.582,208.326,205.962,163.0,211.208,208.0,191.755,200.401,226.781,150.0,100.0,92.009,89.82,93.817,96.04,188.596,103.0,99.325,100.091,100.182,103.242,161.071,179.522,169.461,171.475,191.23,207.122,306.857,215.31,206.585,201.44,229.394,272.014,335.192,808.0,815.105,788.647,783.766,776.109,1344.043,757.579,1052.433,211.266,209.0,206.0,202.911,205.893,172.146,201.0,204.0,204.0,201.348,208.325,173.899,88.258,87.589,87.0,90.0,89.669,180.76,90.834,90.463,92.931,91.0,93.122,166.401,195.6,195.655,197.995,202.241,204.349,322.738,218.446,219.035,222.236,229.797,238.0,340.41,773.128,763.889,752.038,736.0,771.59,1234.098,757.0,1037.421,202.754,203.859,202.278,203.208,198.41,166.922,185.225,187.494,188.114,191.366,197.292,174.897,78.323,78.0,78.353,80.789,81.594,165.885,90.0,89.0,87.127,87.727,85.627,150.11,203.0,196.957,197.931,203.439,207.76,297.592,214.0,207.654,209.102,216.193,223.551,344.0,1348,1360,1472,1472,1492,1485,1312,1409,1409,1514,1514,1523,1447,1447,1447,1447,1496,1616,1616,1658,1658,1692,1707,1755,1755,1755,1767,1811,1811,1749,2024,2197,1808,1876,1797,1787,1957,2081,2103,2103,2103,1914,48,56,52,68,56,37,35,42,43,58,88,99,80,101,100,0.01076,0.0113,0.01109,0.01119,0.01172,0.0113,0.01171,0.01192,0.01028,0.01025,0.01023,0.01129,0.01014,0.01058,0.01031,0.01112
182,25,9,573.394,599.866,578.51,574.236,572.934,822.322,583.567,861.723,138.897,141.974,147.069,141.643,144.011,144.803,133.229,135.552,143.928,133.551,133.796,132.691,118.085,121.975,133.838,117.661,138.447,221.064,128.04,129.877,136.344,153.487,136.623,243.092,159.256,161.609,171.967,169.824,168.241,215.19,159.858,162.029,169.681,168.476,171.738,215.433,535.0,657.394,644.61,670.505,577.589,772.619,541.0,788.522,125.82,125.0,135.886,125.0,130.0,126.0,128.352,133.699,136.0,137.97,126.0,126.822,107.989,112.887,114.0,103.949,110.682,211.178,106.413,104.0,107.21,122.922,117.54,212.232,156.117,155.312,157.0,166.298,160.509,209.0,156.167,153.695,160.483,157.525,165.0,204.208,716.518,725.365,722.0,734.758,693.623,788.598,547.304,776.95,128.792,130.0,134.467,128.802,127.092,130.439,126.545,128.212,135.416,130.0,127.514,128.421,103.2,103.453,106.351,103.0,104.929,195.832,102.895,104.491,105.851,107.929,105.67,193.726,165.0,151.704,155.195,154.0,164.0,206.403,156.398,157.951,164.0,153.0,155.975,210.016,826.553,832.956,814.149,753.51,760.0,780.119,636.068,774.833,130.207,135.083,134.7,131.572,129.776,146.475,138.0,146.245,153.073,150.488,141.005,129.666,100.0,100.772,102.834,101.222,101.365,177.571,100.074,103.059,103.479,102.0,103.745,182.667,162.501,163.069,167.992,167.262,160.757,206.87,161.851,166.747,168.0,164.965,157.295,201.0,752.304,757.874,751.449,737.899,686.573,790.809,621.764,776.216,134.119,138.495,139.405,140.201,132.496,142.14,138.0,149.315,155.68,154.38,144.311,132.398,91.206,93.518,94.558,92.803,93.872,156.339,89.51,92.861,94.645,98.773,96.275,157.297,162.312,167.897,172.247,179.465,160.354,211.208,168.366,172.17,174.649,181.714,179.773,214.534,1359,1413,1413,1724,1724,1667,1587,1901,1901,1901,1901,1946,1345,1336,1336,1336,1380,1470,1470,1470,1453,1535,2096,2096,2096,2096,2124,2280,2280,2280,2280,2200,1565,1549,1627,1635,1798,1610,1642,1648,1648,1700,97,92,90,84,86,95,101,91,128,125,30,29,29,32,41,0.01116,0.01313,0.01084,0.01088,0.01149,0.00977,0.00881,0.00873,0.01145,0.01385,0.01037,0.01003,0.01139,0.0126,0.00897,0.00899
160,39,11,545.0,599.0,549.0,574.0,571.0,877.0,596.0,864.0,135.0,136.0,151.0,152.0,142.0,132.0,134.0,138.0,150.0,152.0,133.0,149.0,58.0,60.0,59.0,58.0,58.0,115.0,59.0,56.0,59.0,58.0,56.0,115.0,162.0,159.0,167.0,168.0,167.0,212.0,170.0,177.0,173.0,170.0,179.0,207.0,795.0,698.0,701.988,793.725,607.378,894.563,588.0,1156.318,149.641,144.086,159.299,160.059,154.415,132.352,187.767,166.78,172.321,171.763,176.122,134.717,57.469,55.237,53.522,55.17,57.676,151.218,53.0,52.0,53.0,68.001,68.99,126.148,154.306,153.024,153.0,172.569,161.373,268.842,157.0,160.103,159.063,166.287,157.885,239.065,834.501,756.561,757.255,769.071,658.636,1029.198,657.991,1191.0,158.843,156.858,169.0,179.284,160.099,129.445,179.481,174.466,180.34,180.279,175.514,134.65,62.911,58.485,55.51,54.975,57.497,146.232,54.053,57.765,69.497,74.445,75.308,137.904,157.549,156.896,161.326,168.613,157.322,294.486,161.0,153.237,156.276,168.98,157.922,270.574,860.986,825.213,805.011,748.863,702.181,1001.0,700.0,1168.0,165.0,162.0,170.0,173.247,170.78,131.0,175.0,173.0,178.0,178.0,164.291,130.818,83.0,79.0,77.194,75.747,57.012,144.738,53.0,52.0,51.0,77.0,80.04,138.0,165.228,169.0,177.0,171.175,155.465,287.241,159.366,161.863,158.977,160.0,156.692,285.0,893.912,882.093,854.675,799.492,728.496,1036.132,756.348,1207.053,178.66,177.666,181.367,180.869,179.869,152.852,177.996,176.485,177.226,177.965,174.407,141.245,90.714,89.507,88.917,87.578,73.289,156.664,57.891,58.504,61.115,75.1,77.814,144.448,186.008,189.033,192.582,190.372,180.987,295.011,192.895,193.468,188.15,179.27,172.495,312.042,1225,1216,1201,1190,1172,1351,1096,1129,1129,1129,1129,1129,1062,1062,1062,1062,1062,1175,1175,1175,1175,1175,1665,1665,1665,1666,1714,1774,1774,1789,1818,1851,1715,1715,1752,1772,1822,1910,1899,1881,1879,1956,42,48,47,42,45,113,117,113,123,109,53,57,54,51,51,0.01001,0.01019,0.01017,0.01032,0.00945,0.00948,0.00918,0.00974,0.00764,0.00912,0.00936,0.00947,0.01042,0.01054,0.01068,0.01094
29,28,9,1099.173,1080.015,1052.762,969.602,1132.661,1730.283,674.795,1344.93,162.895,148.705,153.858,149.82,196.575,169.02,152.479,142.143,142.859,138.959,146.133,203.417,55.932,57.779,58.506,58.883,64.979,124.017,54.904,55.863,56.51,58.085,60.942,125.589,204.427,193.99,221.577,228.556,319.204,233.966,193.216,198.255,217.956,247.893,274.061,264.321,1039.168,1028.0,1030.0,837.106,1053.879,1661.0,643.148,1112.0,135.551,130.0,134.191,129.54,199.361,153.351,135.467,131.0,131.243,129.636,143.525,183.567,50.898,52.07,52.117,51.588,57.851,111.0,50.511,51.098,52.024,53.072,57.829,114.0,173.602,159.627,166.0,152.0,277.325,205.0,155.291,155.657,160.0,200.354,256.576,257.0,917.194,942.315,937.841,867.268,977.0,1607.026,675.071,1303.844,138.0,130.264,130.218,121.946,181.022,166.702,138.0,135.633,133.494,130.448,158.72,180.388,52.001,51.903,52.282,50.746,59.586,109.114,54.193,55.261,58.096,58.498,61.593,111.348,187.416,183.102,190.177,192.0,233.902,207.389,161.632,156.915,154.247,161.0,228.247,273.532,873.177,879.755,876.0,796.054,858.337,1499.983,678.489,1219.121,131.198,129.355,129.0,122.76,171.89,181.28,160.861,159.17,161.0,149.89,164.183,176.772,59.802,59.0,60.862,59.0,64.762,127.094,64.046,63.337,63.206,64.0,64.603,141.104,203.207,204.0,203.0,191.083,216.145,242.896,210.0,194.502,190.0,182.717,210.075,280.586,844.306,836.314,828.0,749.255,801.051,1349.631,656.434,1148.983,136.12,132.328,127.156,127.113,165.844,177.118,155.0,155.763,154.462,156.303,162.972,173.191,59.578,58.239,57.4,57.465,64.852,125.109,64.0,63.635,64.0,63.0,65.876,133.407,198.006,193.126,192.753,191.624,211.0,249.424,200.018,197.633,193.807,185.303,213.0,266.717,1545,1545,1459,1459,1399,1629,1302,1429,1386,1366,1369,1366,1393,1393,1453,1408,1378,1494,1476,1432,1465,1483,1936,1936,1936,1936,1888,1962,1895,1949,2081,1964,1756,1798,2047,2050,2089,2151,2151,2096,1976,2165,71,59,74,74,53,36,33,29,39,46,83,107,99,80,102,0.01173,0.01252,0.01193,0.01097,0.01134,0.01252,0.01453,0.01287,0.01031,0.01022,0.00985,0.01035,0.01077,0.0111,0.01086,0.01163
67,38,9,847.755,842.519,889.885,909.299,816.221,1608.993,830.43,869.462,140.225,138.564,137.046,142.308,152.534,167.066,147.019,144.298,142.724,137.883,157.596,194.796,133.114,128.671,125.504,121.269,121.949,197.974,165.155,159.22,139.739,137.576,119.547,126.959,182.366,183.066,182.45,183.131,171.744,256.153,223.829,231.21,226.319,221.779,181.701,237.211,692.08,689.348,815.064,897.0,842.238,1547.256,822.617,789.334,130.296,130.987,130.0,137.0,140.673,162.522,142.743,140.461,135.0,133.203,145.542,194.389,126.326,117.239,114.0,110.831,112.714,188.823,155.163,136.354,124.0,123.6,105.479,127.393,163.848,164.765,163.674,164.086,157.584,211.7,223.51,234.908,231.39,229.087,164.973,211.944,713.0,658.137,663.786,897.046,889.772,1539.0,887.762,781.445,130.018,134.509,151.43,168.0,154.423,163.08,170.083,170.799,168.904,164.0,138.0,214.742,117.658,109.748,107.696,102.0,104.437,175.113,133.934,120.382,113.982,111.0,101.074,140.005,153.299,152.0,156.061,160.66,157.37,204.052,242.627,248.0,253.334,260.14,205.116,212.448,791.0,716.56,708.216,828.812,875.854,1481.919,868.0,840.153,124.984,119.036,124.331,180.02,173.797,178.226,190.998,185.585,183.182,188.513,178.163,210.94,107.636,104.533,102.833,98.681,100.441,163.406,113.78,110.029,106.971,105.623,95.354,146.836,189.0,193.09,192.0,195.451,188.0,236.0,252.0,262.92,263.0,276.387,236.0,240.0,794.3,771.651,764.892,784.0,791.0,1420.57,806.0,924.224,136.152,142.614,159.688,179.0,174.893,184.344,194.564,192.798,188.37,187.0,180.213,201.166,103.381,100.428,99.992,98.467,92.602,159.673,110.565,104.74,100.995,98.84,89.194,148.288,199.286,200.692,208.989,206.37,195.593,270.211,251.606,253.853,256.822,266.815,228.834,254.01,1286,1335,1335,1317,1393,1387,1408,1379,1353,1353,1281,1361,1317,1393,1393,1327,1256,1479,1378,1428,1432,1380,1450,1349,1349,1344,1290,1396,1396,1396,1337,1390,1506,1450,1579,1570,1415,1450,1491,1636,1469,1477,64,68,74,68,73,89,83,76,68,68,88,78,94,49,88,0.0098,0.0104,0.01072,0.0101,0.01191,0.01201,0.01117,0.01108,0.01107,0.01114,0.01065,0.01037,0.0088,0.00917,0.00894,0.00912
162,48,8,569.0,569.0,561.0,556.0,588.0,902.0,586.0,900.0,147.0,148.0,147.0,144.0,146.0,159.0,147.0,148.0,141.0,140.0,146.0,150.0,58.0,58.0,56.0,58.0,59.0,116.0,58.0,58.0,54.0,55.0,59.0,116.0,175.0,175.0,175.0,161.0,175.0,269.0,175.0,175.0,167.0,163.0,175.0,240.0,572.406,566.524,563.79,532.0,553.131,1278.395,608.263,1151.108,139.221,138.024,134.776,130.424,146.909,145.532,138.135,135.537,129.148,131.14,143.481,158.689,56.373,54.271,52.68,54.487,58.362,108.482,54.946,53.553,52.028,53.0,57.0,110.786,161.0,164.712,158.57,157.443,162.33,261.742,160.0,163.205,157.681,157.699,170.71,332.034,628.2,661.59,667.572,666.139,611.049,1316.351,632.0,1108.082,131.423,133.701,131.378,130.0,138.338,161.361,141.688,139.0,127.0,130.696,137.385,184.819,56.6,52.873,52.298,56.955,62.847,115.727,57.298,56.238,51.918,56.369,55.718,107.027,163.507,164.018,159.168,158.804,158.182,301.412,159.304,165.352,157.358,159.562,166.0,319.145,730.609,738.112,748.527,732.0,737.654,1356.911,732.0,1154.0,133.782,133.0,127.0,127.0,130.0,186.249,126.932,131.702,126.901,129.639,127.0,186.79,60.605,60.609,60.658,62.976,67.0,134.0,61.0,64.0,59.558,57.0,61.153,125.01,153.0,159.0,157.0,157.885,153.0,328.0,155.503,158.691,154.691,154.591,169.0,292.0,760.158,781.769,799.474,797.626,786.549,1350.338,824.243,1259.341,141.384,143.63,139.673,139.969,141.441,207.946,141.02,143.19,140.183,140.816,140.357,197.63,65.952,65.954,66.213,68.776,74.226,140.005,66.081,66.627,65.764,67.461,69.317,135.71,168.589,172.201,170.027,169.382,169.668,342.343,172.611,175.726,173.572,182.906,210.417,309.125,1040,1040,1040,1039,1085,1119,1111,1254,1319,1319,1321,1344,1192,1192,1263,1326,1401,1309,1309,1373,1386,1564,1671,1671,1671,1671,1671,1745,1745,1745,1745,1754,1668,1668,1668,1668,1743,1712,1720,1747,1831,1883,68,80,70,68,81,38,22,36,37,39,57,56,59,69,61,0.0083,0.00868,0.00831,0.00881,0.00967,0.01035,0.00987,0.01041,0.00876,0.00953,0.00882,0.00908,0.00934,0.00974,0.00939,0.00957
