timeunit,storageCost,interestRate,compidx0lt2,compidx0lt2l1,compidx0lt2l2,compidx0lt2l4,compidx0lt2l8,compidx1lt2,compidx2lt2,compidx3lt2,compidx4lt2,compidx4lt2l1,compidx4lt2l2,compidx4lt2l4,compidx4lt2l8,compidx5lt2,compidx6lt2,compidx6lt2l1,compidx6lt2l2,compidx6lt2l4,compidx6lt2l8,compidx7lt2,compidx8lt2,compidx8lt2l1,compidx8lt2l2,compidx8lt2l4,compidx8lt2l8,compidx9lt2,compidx10lt2,compidx10lt2l1,compidx10lt2l2,compidx10lt2l4,compidx10lt2l8,compidx11lt2,compidx12lt2,compidx12lt2l1,compidx12lt2l2,compidx12lt2l4,compidx12lt2l8,compidx13lt2,compidx14lt2,compidx14lt2l1,compidx14lt2l2,compidx14lt2l4,compidx14lt2l8,compidx15lt2,compidx0lt6,compidx0lt6l1,compidx0lt6l2,compidx0lt6l4,compidx0lt6l8,compidx1lt6,compidx2lt6,compidx3lt6,compidx4lt6,compidx4lt6l1,compidx4lt6l2,compidx4lt6l4,compidx4lt6l8,compidx5lt6,compidx6lt6,compidx6lt6l1,compidx6lt6l2,compidx6lt6l4,compidx6lt6l8,compidx7lt6,compidx8lt6,compidx8lt6l1,compidx8lt6l2,compidx8lt6l4,compidx8lt6l8,compidx9lt6,compidx10lt6,compidx10lt6l1,compidx10lt6l2,compidx10lt6l4,compidx10lt6l8,compidx11lt6,compidx12lt6,compidx12lt6l1,compidx12lt6l2,compidx12lt6l4,compidx12lt6l8,compidx13lt6,compidx14lt6,compidx14lt6l1,compidx14lt6l2,compidx14lt6l4,compidx14lt6l8,compidx15lt6,compidx0lt10,compidx0lt10l1,compidx0lt10l2,compidx0lt10l4,compidx0lt10l8,compidx1lt10,compidx2lt10,compidx3lt10,compidx4lt10,compidx4lt10l1,compidx4lt10l2,compidx4lt10l4,compidx4lt10l8,compidx5lt10,compidx6lt10,compidx6lt10l1,compidx6lt10l2,compidx6lt10l4,compidx6lt10l8,compidx7lt10,compidx8lt10,compidx8lt10l1,compidx8lt10l2,compidx8lt10l4,compidx8lt10l8,compidx9lt10,compidx10lt10,compidx10lt10l1,compidx10lt10l2,compidx10lt10l4,compidx10lt10l8,compidx11lt10,compidx12lt10,compidx12lt10l1,compidx12lt10l2,compidx12lt10l4,compidx12lt10l8,compidx13lt10,compidx14lt10,compidx14lt10l1,compidx14lt10l2,compidx14lt10l4,compidx14lt10l8,compidx15lt10,compidx0lt20,compidx0lt20l1,compidx0lt20l2,compidx0lt20l4,compidx0lt20l8,compidx1lt20,compidx2lt20,compidx3lt20,compidx4lt20,compidx4lt20l1,compidx4lt20l2,compidx4lt20l4,compidx4lt20l8,compidx5lt20,compidx6lt20,compidx6lt20l1,compidx6lt20l2,compidx6lt20l4,compidx6lt20l8,compidx7lt20,compidx8lt20,compidx8lt20l1,compidx8lt20l2,compidx8lt20l4,compidx8lt20l8,compidx9lt20,compidx10lt20,compidx10lt20l1,compidx10lt20l2,compidx10lt20l4,compidx10lt20l8,compidx11lt20,compidx12lt20,compidx12lt20l1,compidx12lt20l2,compidx12lt20l4,compidx12lt20l8,compidx13lt20,compidx14lt20,compidx14lt20l1,compidx14lt20l2,compidx14lt20l4,compidx14lt20l8,compidx15lt20,compidx0lt30,compidx0lt30l1,compidx0lt30l2,compidx0lt30l4,compidx0lt30l8,compidx1lt30,compidx2lt30,compidx3lt30,compidx4lt30,compidx4lt30l1,compidx4lt30l2,compidx4lt30l4,compidx4lt30l8,compidx5lt30,compidx6lt30,compidx6lt30l1,compidx6lt30l2,compidx6lt30l4,compidx6lt30l8,compidx7lt30,compidx8lt30,compidx8lt30l1,compidx8lt30l2,compidx8lt30l4,compidx8lt30l8,compidx9lt30,compidx10lt30,compidx10lt30l1,compidx10lt30l2,compidx10lt30l4,compidx10lt30l8,compidx11lt30,compidx12lt30,compidx12lt30l1,compidx12lt30l2,compidx12lt30l4,compidx12lt30l8,compidx13lt30,compidx14lt30,compidx14lt30l1,compidx14lt30l2,compidx14lt30l4,compidx14lt30l8,compidx15lt30,sku1,sku1l1,sku1l2,sku1l4,sku1l8,sku2,sku9,sku10,sku10l1,sku10l2,sku10l4,sku10l8,sku11,sku11l1,sku11l2,sku11l4,sku11l8,sku12,sku12l1,sku12l2,sku12l4,sku12l8,sku13,sku13l1,sku13l2,sku13l4,sku13l8,sku14,sku14l1,sku14l2,sku14l4,sku14l8,sku15,sku15l1,sku15l2,sku15l4,sku15l8,sku16,sku16l1,sku16l2,sku16l4,sku16l8,demandseg1,demandseg1l1,demandseg1l2,demandseg1l4,demandseg1l8,demandseg2,demandseg2l1,demandseg2l2,demandseg2l4,demandseg2l8,demandseg3,demandseg3l1,demandseg3l2,demandseg3l4,demandseg3l8,target_LBL,target_MTLp2,target_MTLp3,target_MTLp4,target_MTLp5,target_MTLp6,target_MTLp7,target_MTLp8,target_MTLp9,target_MTLp10,target_MTLp11,target_MTLp12,target_MTLp13,target_MTLp14,target_MTLp15,target_MTLp16
120,29,8,612.005,598.56,585.954,584.04,593.673,849.026,600.883,812.574,234.871,236.381,236.005,238.754,272.039,198.874,243.637,245.017,242.813,232.821,235.268,142.866,82.839,82.482,82.844,86.386,79.627,160.348,57.071,55.57,54.538,58.387,66.444,154.605,239.346,231.326,222.491,224.072,224.154,232.178,164.372,170.543,166.372,166.663,171.034,231.746,553.267,541.058,532.128,532.074,547.001,750.0,542.638,750.39,215.923,221.32,225.043,230.0,240.837,182.004,224.754,230.08,233.21,233.0,222.292,131.233,75.169,75.449,77.142,81.922,69.706,149.586,55.696,55.879,54.885,55.444,69.019,146.674,231.842,228.0,216.219,218.316,201.0,219.624,152.182,155.834,151.162,150.995,156.169,214.714,530.0,510.147,509.841,522.747,522.738,1134.407,562.603,751.901,181.0,189.0,199.742,226.445,218.0,178.055,192.0,202.0,219.05,235.507,230.0,129.496,71.0,72.495,74.042,80.257,76.0,141.709,59.0,67.74,69.0,61.736,75.0,156.147,222.4,221.171,220.529,218.659,209.0,217.197,162.112,160.66,151.295,150.32,153.0,207.49,532.582,526.726,542.221,528.642,517.704,1109.441,626.467,788.313,196.41,199.0,196.669,204.06,199.934,180.652,197.0,204.0,204.2,209.095,209.269,130.059,71.786,70.442,70.129,70.0,69.931,147.029,67.106,68.016,67.833,69.0,73.198,159.684,209.218,209.0,209.827,212.719,218.034,227.413,159.327,159.0,153.355,150.63,153.69,231.505,604.262,589.48,599.875,569.723,569.781,1117.235,655.331,855.138,191.664,191.963,191.049,194.899,196.847,175.547,197.793,198.125,196.734,195.104,200.081,130.422,66.613,66.0,66.1,68.222,67.031,139.627,69.887,70.0,69.455,68.703,71.263,161.244,203.308,202.186,201.0,203.142,207.201,239.722,160.198,158.342,153.305,151.0,156.197,246.595,1021,1021,1205,1205,1205,1064,911,1010,1010,1010,1055,1055,1024,1066,1066,1047,1047,1116,1116,1055,1076,1076,1235,1235,1235,1235,1235,1201,1201,1201,1261,1261,1325,1325,1325,1325,1325,1367,1367,1367,1367,1367,81,96,85,65,45,43,44,34,39,39,29,26,18,29,46,0.00808,0.00836,0.00848,0.00827,0.00938,0.00913,0.0095,0.00927,0.00762,0.00743,0.00795,0.00771,0.00719,0.00728,0.00736,0.0074
22,35,8,1035.836,1101.217,1110.859,1093.338,1042.576,1585.641,588.431,849.919,143.379,157.025,149.23,191.514,149.547,144.651,140.637,138.096,139.58,136.112,139.389,143.483,65.407,65.562,64.421,77.206,62.85,131.848,65.222,57.764,56.273,74.172,101.764,123.594,274.147,276.356,224.254,237.642,185.813,279.28,175.256,169.234,169.062,178.262,178.815,244.011,888.425,993.722,1013.422,1026.674,874.945,1408.754,579.0,810.864,140.0,191.42,201.0,170.122,161.938,134.0,129.242,125.0,137.554,135.653,128.771,142.011,70.0,72.581,74.97,70.19,70.0,130.659,86.0,74.14,80.175,88.801,84.098,140.683,160.0,254.018,245.035,249.387,199.11,281.133,181.0,184.027,194.898,184.944,161.092,219.281,821.937,834.083,905.583,974.643,866.966,1337.126,658.129,863.431,153.429,179.652,183.28,184.0,168.351,171.815,141.932,146.705,150.849,149.535,133.0,152.798,72.944,73.796,74.0,77.76,79.207,119.921,79.92,78.609,81.0,86.523,83.424,149.185,211.862,235.542,234.0,246.078,215.0,279.494,189.598,192.961,197.0,204.661,170.0,249.191,857.555,850.43,846.405,825.451,843.056,1381.707,734.5,887.969,134.751,179.793,174.487,170.778,168.171,144.779,161.101,160.664,162.438,159.734,150.75,158.427,75.75,75.921,73.372,70.455,71.576,146.478,78.775,76.021,75.609,80.274,82.487,154.503,211.932,237.006,232.259,218.135,200.789,281.177,205.659,206.447,205.555,199.717,187.12,275.0,824.42,825.307,833.821,813.664,786.883,1297.662,732.076,935.437,145.868,177.23,174.125,172.225,164.19,146.0,160.351,161.001,161.737,159.157,152.0,160.0,74.715,77.382,77.0,74.264,72.0,145.757,75.061,75.375,76.0,79.104,75.617,147.148,214.207,226.245,223.0,213.436,193.436,284.907,207.589,209.094,209.0,204.371,188.0,277.749,1439,1441,1460,1518,1518,1565,1349,1479,1461,1461,1495,1586,1459,1463,1451,1435,1496,1559,1559,1533,1546,1534,1689,1689,1651,1732,1836,1756,1756,1768,1901,1901,1771,1787,1814,1857,1888,1886,1886,2011,2011,2014,72,67,64,76,75,32,35,49,38,43,72,64,77,80,90,0.01169,0.01187,0.01164,0.01165,0.01187,0.01231,0.01186,0.01283,0.01107,0.01119,0.01106,0.01058,0.01015,0.00996,0.01018,0.01034
72,45,7,887.346,940.78,962.264,1067.422,1103.805,1005.899,766.82,887.415,204.024,201.46,194.349,195.501,216.313,151.584,228.738,222.558,214.303,204.033,232.381,149.369,55.771,54.764,56.525,56.354,56.812,125.281,54.227,53.361,55.94,59.549,56.27,116.809,173.667,175.51,172.772,173.095,174.266,252.887,163.906,168.365,168.094,190.785,176.419,367.895,797.139,800.0,830.496,922.319,1012.146,834.0,728.179,813.259,193.09,183.153,171.0,170.0,192.518,132.881,222.434,216.923,206.134,187.337,233.815,137.582,51.553,50.707,51.89,51.432,53.818,115.306,52.669,51.063,52.184,61.064,57.079,104.501,157.0,163.633,158.61,156.0,159.89,224.527,157.0,166.113,166.008,183.0,154.0,358.316,878.857,867.963,852.0,768.867,908.0,821.932,752.984,863.759,213.0,205.476,188.278,173.389,186.902,129.243,226.0,231.374,228.0,203.216,223.308,142.466,55.528,55.715,54.72,54.0,56.755,126.528,63.103,63.189,61.345,64.0,69.528,107.621,174.832,174.0,166.465,160.085,165.0,233.973,186.629,193.0,202.04,214.872,203.0,374.958,943.318,942.083,930.0,836.741,835.967,789.0,732.421,1043.367,204.026,202.195,200.93,190.86,187.479,132.803,213.714,212.41,210.34,210.842,209.98,154.796,74.435,74.631,73.325,71.234,68.0,142.886,68.495,69.083,68.411,70.593,73.0,127.191,203.761,201.0,197.77,189.87,183.052,270.225,189.936,193.0,206.6,217.718,206.53,359.927,884.946,888.859,873.158,851.0,842.392,809.915,729.412,1052.0,196.0,189.102,187.452,184.26,190.29,141.0,203.0,205.084,206.452,207.885,206.934,161.0,75.167,75.212,75.0,76.169,75.298,146.711,67.147,67.025,67.0,68.943,69.44,137.493,208.857,205.77,204.373,199.469,191.026,271.065,194.059,197.086,198.39,204.532,201.294,349.295,1351,1351,1351,1417,1447,1447,1225,1265,1302,1302,1387,1328,1232,1296,1296,1273,1264,1413,1335,1335,1378,1380,1349,1304,1304,1276,1276,1567,1426,1426,1424,1424,1405,1402,1402,1473,1402,1529,1527,1527,1522,1559,39,42,45,33,40,61,54,67,73,56,83,81,77,83,64,0.01057,0.01112,0.01068,0.01045,0.00861,0.00892,0.00884,0.00919,0.00933,0.00961,0.00942,0.00955,0.00826,0.00883,0.00862,0.00914
49,50,7,755.016,741.578,739.68,771.602,786.319,1585.434,603.61,1611.419,192.579,183.067,181.451,216.559,203.568,189.454,180.514,171.421,168.663,165.802,167.013,277.336,80.39,79.741,80.044,90.561,77.693,112.977,54.663,55.739,54.226,56.756,54.038,158.264,216.341,206.561,206.418,207.317,256.177,220.686,212.537,214.843,226.224,232.614,255.969,217.846,679.246,670.635,662.169,685.947,725.13,1502.716,559.185,1557.89,188.607,177.379,174.836,197.569,175.193,171.859,165.421,153.609,146.688,138.797,150.643,252.719,73.099,72.59,76.412,88.667,75.013,101.73,50.0,52.897,51.655,52.096,52.218,154.807,207.0,186.587,188.348,182.489,246.21,229.924,187.0,194.851,200.0,218.237,247.744,205.434,696.902,694.868,690.0,683.682,704.822,1479.594,614.92,1564.0,217.418,196.919,197.886,201.0,187.839,193.425,181.133,160.605,154.621,145.0,145.443,241.818,78.0,75.504,78.104,83.916,80.356,113.155,67.0,64.0,63.686,54.648,57.055,160.475,201.668,190.471,191.797,190.598,242.229,290.328,203.7,211.431,215.697,219.327,246.406,226.585,761.0,758.772,745.654,726.862,690.344,1369.76,634.039,1515.362,232.549,225.0,224.292,220.0,196.976,185.872,195.075,190.0,187.224,182.0,176.017,218.043,80.0,80.505,81.836,83.0,81.996,126.761,70.0,72.005,71.698,70.0,68.218,161.46,217.791,214.0,215.254,205.572,220.061,337.0,220.56,224.0,222.242,223.811,234.576,283.0,719.116,733.453,731.589,723.74,698.768,1266.248,631.758,1402.794,220.273,218.0,220.702,221.0,207.176,176.33,192.062,189.0,190.131,188.0,178.617,216.0,76.665,77.562,77.887,81.447,81.009,134.951,72.647,72.56,72.0,69.731,67.709,153.942,224.558,223.586,225.078,218.423,221.0,311.074,214.085,216.091,220.565,223.023,232.0,282.054,1194,1194,1194,1194,1194,1270,1111,1154,1154,1154,1154,1101,1256,1256,1256,1252,1252,1287,1287,1287,1287,1287,1993,1993,1993,1865,1949,1860,1860,1860,2097,2037,1913,2073,2049,1875,2012,2077,2077,2044,2028,2002,26,25,29,23,30,33,28,33,40,42,64,83,74,72,66,0.00926,0.0089,0.0092,0.00904,0.01223,0.01153,0.01206,0.01191,0.00835,0.00807,0.00893,0.00831,0.01118,0.01095,0.01196,0.01086
154,39,12,543.63,525.98,520.408,525.096,545.493,846.071,577.271,1044.519,144.72,143.518,133.923,135.496,146.56,143.73,146.507,144.719,146.218,144.449,161.169,150.344,60.628,62.983,63.468,61.283,61.044,125.7,57.512,57.575,56.422,53.943,57.568,111.865,192.557,184.819,180.108,184.245,184.154,236.924,177.593,170.814,162.937,163.139,170.832,226.364,515.165,506.272,509.603,504.992,533.752,804.783,593.812,1165.0,134.281,134.177,131.102,134.72,150.067,136.0,131.452,129.0,132.431,137.093,147.021,135.235,54.364,56.033,56.386,54.294,59.0,109.885,55.0,55.258,56.251,52.412,54.575,106.323,174.13,165.886,160.428,165.135,161.913,213.825,188.0,158.0,170.703,151.0,162.0,218.0,519.632,523.155,522.383,510.689,531.0,783.0,625.436,1205.27,129.751,129.0,127.134,126.0,137.832,137.109,129.0,128.907,130.0,127.0,143.0,148.31,53.245,53.0,54.455,54.128,53.785,106.691,52.308,51.572,51.0,53.0,54.0,104.0,186.281,168.139,166.334,177.467,164.068,210.299,177.463,165.863,164.238,162.811,157.955,221.627,513.313,513.315,525.769,524.797,515.413,874.587,704.005,1143.07,128.583,129.146,134.134,133.874,134.199,155.635,127.055,128.262,131.148,131.893,133.661,179.052,51.631,51.759,51.0,52.527,55.0,112.153,52.069,52.032,52.649,56.0,52.769,102.317,218.574,214.353,215.024,219.672,195.377,204.198,190.226,189.658,192.447,193.813,191.656,276.838,510.921,512.644,522.21,517.085,510.671,915.0,653.195,1082.735,134.049,135.0,142.641,142.0,138.477,155.811,132.0,137.255,137.756,135.165,131.502,171.038,52.608,52.511,52.305,51.954,51.111,118.754,51.592,51.33,51.0,51.569,52.0,103.0,210.295,208.037,207.974,216.583,203.022,203.583,191.056,191.212,194.337,194.014,200.816,268.353,1411,1411,1412,1379,1388,1646,1459,1642,1641,1627,1658,1687,1664,1664,1664,1643,1575,1776,1774,1831,1777,1734,2107,2052,2137,2152,2175,2245,2245,2245,2245,2245,2285,2285,2285,2356,2362,2556,2557,2397,2644,2775,76,94,98,106,98,86,66,96,92,70,80,66,85,99,74,0.01052,0.01201,0.00983,0.01136,0.01091,0.0112,0.01135,0.01151,0.01112,0.01115,0.0122,0.01218,0.01105,0.01121,0.01241,0.0139
99,26,9,1374.0,1055.0,1161.0,1141.0,1444.0,869.0,516.0,775.0,148.0,133.0,138.0,137.0,147.0,385.0,148.0,134.0,133.0,134.0,147.0,364.0,100.0,99.0,103.0,109.0,120.0,115.0,66.0,56.0,103.0,88.0,128.0,113.0,177.0,175.0,175.0,162.0,175.0,233.0,177.0,175.0,175.0,172.0,175.0,233.0,1075.0,1011.0,1032.0,1026.217,1210.159,1026.634,514.612,804.702,145.764,139.803,145.283,155.12,158.819,282.686,166.0,145.743,144.0,134.811,141.344,286.439,81.085,80.884,89.568,89.903,104.304,157.226,75.948,74.905,84.162,81.0,105.308,104.06,190.309,188.651,186.57,181.23,170.928,212.361,165.68,165.45,169.569,163.192,176.088,241.269,1036.902,1011.308,1020.836,1027.186,1099.99,1053.131,554.382,943.0,143.897,140.634,155.385,180.801,211.0,270.845,177.277,168.22,163.068,153.789,150.37,263.84,83.412,83.981,87.522,83.588,94.705,152.644,87.051,83.803,84.569,81.326,97.083,108.684,209.19,206.149,197.598,202.0,173.0,230.831,190.731,184.184,181.0,168.221,194.161,275.329,1018.339,1002.634,993.814,980.749,1023.0,1045.629,582.392,1021.674,135.236,132.107,131.0,177.0,196.77,247.0,179.0,173.0,177.302,166.0,162.553,257.251,79.0,80.0,84.0,83.676,84.0,139.607,83.0,82.0,84.0,78.734,86.0,119.852,201.0,211.0,217.05,224.291,207.0,277.166,224.158,216.568,199.262,187.0,198.0,297.0,1086.004,1055.966,1051.916,1027.227,1024.263,1118.093,636.963,1071.747,166.947,167.6,166.902,190.886,196.763,251.49,200.744,198.454,196.58,183.587,171.237,265.338,81.145,82.933,85.015,85.684,90.126,146.586,84.549,83.406,86.63,84.423,89.043,129.542,233.176,233.494,228.86,233.859,214.604,264.694,239.028,234.009,227.474,221.14,224.871,310.802,1427,1427,1427,1427,1427,1464,1451,1286,1286,1286,1286,1696,1296,1296,1296,1296,1296,1287,1287,1287,1299,1274,1581,1660,1660,1537,1537,1588,1588,1588,1588,1588,1653,1769,1769,1769,1539,1698,1698,1698,1698,1629,33,35,23,30,35,115,110,114,114,108,45,48,56,53,42,0.01198,0.01214,0.01159,0.01127,0.01029,0.01079,0.00982,0.0098,0.01002,0.00989,0.00979,0.00971,0.00954,0.00942,0.00941,0.00931
99,32,9,573.0,597.0,593.0,599.0,600.0,838.0,600.0,842.0,156.0,146.0,144.0,138.0,144.0,146.0,146.0,146.0,144.0,133.0,134.0,157.0,99.0,67.0,68.0,99.0,60.0,116.0,71.0,71.0,67.0,67.0,61.0,116.0,180.0,180.0,180.0,178.0,162.0,236.0,180.0,180.0,180.0,178.0,175.0,236.0,765.0,762.0,727.0,708.242,719.866,814.678,699.646,880.127,145.552,143.027,142.71,136.36,141.9,147.029,140.778,138.994,138.483,132.81,134.294,166.51,85.917,78.372,78.927,78.787,67.812,116.445,75.487,73.179,74.406,83.363,70.365,113.381,166.766,173.636,167.964,166.779,167.416,249.658,178.088,175.0,174.0,162.595,167.579,223.275,743.589,758.824,762.016,768.868,771.98,873.611,729.665,923.117,152.369,147.308,137.499,129.362,137.08,151.346,148.628,143.255,142.588,144.115,138.04,173.703,82.489,82.43,84.205,85.266,71.787,117.57,83.0,71.0,70.396,77.436,80.203,122.453,178.247,182.227,185.057,199.138,196.318,260.016,196.01,192.527,183.32,177.184,189.738,220.906,678.899,682.0,712.571,722.019,755.0,913.271,705.0,929.0,161.0,159.403,156.02,146.179,142.315,156.778,156.856,154.0,154.0,154.0,147.0,156.0,75.0,75.0,77.729,79.584,72.0,112.931,77.93,71.716,71.0,70.0,79.664,120.0,184.0,185.0,182.0,196.101,206.0,257.0,188.868,192.703,190.0,181.0,203.786,212.632,711.579,710.964,713.988,735.177,755.68,971.799,731.738,996.551,176.452,173.557,170.49,165.011,161.529,168.565,165.759,166.104,165.559,166.985,160.316,162.608,79.751,78.84,79.176,80.741,76.042,124.956,82.489,78.164,74.463,75.277,77.6,125.635,203.64,205.162,204.224,208.888,217.543,273.997,204.639,204.612,199.998,196.063,207.175,228.691,1205,1205,1205,1205,1241,1184,1135,1240,1240,1240,1181,1180,1234,1234,1234,1200,1212,1259,1259,1259,1241,1257,1367,1350,1356,1376,1403,1413,1365,1406,1406,1468,1382,1387,1396,1423,1461,1395,1395,1455,1455,1476,109,89,78,80,74,30,37,33,26,30,33,31,25,25,28,0.00942,0.00911,0.00903,0.00902,0.00817,0.00794,0.00747,0.00744,0.00946,0.00979,0.00975,0.00952,0.00842,0.00822,0.00822,0.00821
153,25,12,531.0,531.0,532.0,532.0,529.0,848.0,561.0,843.0,140.0,130.0,135.0,138.0,136.0,137.0,135.0,129.0,134.0,142.0,138.0,141.0,57.0,52.0,52.0,52.0,52.0,117.0,55.0,52.0,52.0,52.0,52.0,112.0,157.0,154.0,161.0,154.0,154.0,230.0,173.0,156.0,166.0,156.0,156.0,216.0,536.207,532.849,532.34,523.0,513.835,789.407,530.0,794.55,132.025,131.161,137.204,131.806,131.418,181.0,129.0,132.874,135.099,133.141,131.323,133.0,54.294,51.513,51.205,51.0,50.745,115.469,54.0,51.0,51.28,51.605,50.739,111.361,176.61,175.511,185.629,196.059,194.462,210.958,161.028,166.553,171.494,163.446,159.077,207.087,534.465,530.776,527.771,525.189,506.958,789.627,516.553,831.176,132.466,132.108,135.422,132.011,129.026,173.224,128.066,127.887,128.0,137.469,130.736,147.72,52.766,51.267,51.283,51.634,50.584,123.046,52.225,51.183,51.772,51.386,50.978,116.965,202.371,195.686,198.732,196.702,188.925,206.142,157.0,164.375,172.624,187.434,181.067,202.0,566.0,551.949,545.397,519.844,506.0,780.569,521.0,991.0,128.0,126.0,128.0,127.0,128.52,173.072,129.027,127.681,128.309,129.0,132.413,163.154,51.386,50.0,51.0,50.0,50.0,136.0,51.0,51.593,51.246,51.0,50.512,134.0,208.0,210.009,210.0,196.0,200.0,202.726,156.241,157.0,166.0,194.152,190.045,204.411,633.367,626.352,619.973,615.648,604.836,869.445,560.983,1043.731,139.028,138.058,139.607,139.385,139.028,177.589,139.405,138.598,138.605,140.706,139.927,172.25,56.278,54.82,55.595,55.458,54.569,145.79,55.506,55.256,54.751,55.255,54.508,138.007,209.206,209.383,211.338,210.232,214.918,224.835,197.851,196.323,198.834,207.237,202.501,223.688,886,876,876,868,886,929,878,927,927,927,934,943,977,977,979,978,1009,999,985,985,992,1024,1337,1337,1337,1254,1254,1305,1337,1337,1304,1304,1401,1401,1401,1313,1338,1425,1425,1425,1379,1369,57,41,41,41,29,49,35,43,38,27,69,57,68,75,93,0.00731,0.00709,0.00723,0.00714,0.00744,0.00719,0.00734,0.00721,0.00741,0.00711,0.00748,0.00729,0.00744,0.00759,0.00809,0.00755
73,32,9,579.0,958.0,737.0,730.0,792.0,808.0,555.0,856.0,146.0,140.0,133.0,133.0,133.0,148.0,146.0,131.0,128.0,128.0,128.0,148.0,66.0,100.0,75.0,60.0,99.0,114.0,102.0,112.0,70.0,70.0,63.0,106.0,180.0,189.0,203.0,185.0,157.0,221.0,201.0,180.0,200.0,195.0,192.0,219.0,833.046,887.0,877.941,878.606,923.439,807.923,627.0,999.657,138.0,136.337,128.084,126.6,133.931,147.944,155.301,148.94,144.682,134.79,167.23,154.135,70.0,81.977,88.24,81.478,89.472,113.922,103.411,97.833,82.91,75.0,79.115,115.616,205.821,191.655,185.108,205.649,221.253,260.956,196.011,193.191,224.076,180.13,246.588,210.0,761.0,853.949,843.669,864.0,935.262,893.572,714.119,1040.987,136.245,135.066,132.713,126.7,150.469,158.0,163.872,161.218,156.642,153.691,164.139,166.759,72.263,72.202,79.122,75.686,86.255,131.376,93.247,91.535,86.62,83.386,81.03,119.413,236.128,240.0,223.151,217.91,228.661,245.704,225.637,220.605,218.41,195.0,238.194,208.246,774.0,792.0,808.0,837.202,871.0,994.353,719.609,1058.473,134.0,133.416,132.158,128.0,169.846,169.0,161.0,166.0,167.0,165.0,171.572,168.662,75.355,75.364,75.0,75.0,74.0,139.535,84.0,79.732,77.053,80.008,80.244,124.0,232.0,230.336,229.0,231.0,232.0,240.0,241.918,232.956,231.973,201.448,219.0,204.101,816.751,844.676,855.168,877.733,934.256,1042.81,761.265,1105.744,160.196,158.721,155.042,159.173,183.817,183.203,169.57,169.694,170.954,172.964,178.839,177.941,83.414,82.168,80.729,81.034,81.771,144.617,89.072,89.067,84.597,81.467,84.366,137.052,240.136,239.92,238.045,235.967,248.332,260.236,263.282,256.697,261.526,253.78,240.804,235.327,1323,1322,1721,1721,1721,1343,1200,1231,1225,1221,1216,1263,1264,1265,1258,1249,1307,1273,1276,1278,1294,1309,1468,1459,1443,1496,1536,1473,1473,1503,1503,1503,1503,1521,1532,1532,1552,1575,1575,1575,1575,1575,54,39,32,31,27,48,38,48,58,46,23,22,13,27,26,0.01072,0.01023,0.01046,0.00987,0.00842,0.00759,0.00787,0.00755,0.00986,0.00942,0.00966,0.00924,0.00927,0.00858,0.00884,0.00845
111,48,8,572.0,577.0,536.0,573.0,576.0,935.0,571.0,899.0,137.0,136.0,131.0,135.0,148.0,202.0,140.0,138.0,133.0,137.0,148.0,129.0,52.0,57.0,57.0,55.0,58.0,113.0,52.0,53.0,55.0,57.0,58.0,110.0,171.0,164.0,165.0,166.0,177.0,221.0,172.0,173.0,171.0,160.0,177.0,216.0,571.322,563.992,565.536,557.894,599.437,973.0,576.47,874.878,132.354,131.0,129.885,134.964,151.0,238.551,130.083,132.254,133.188,147.1,145.208,183.964,52.561,52.894,53.82,53.117,55.294,108.178,53.0,53.766,53.239,54.778,55.461,118.862,161.275,159.984,159.588,157.802,169.697,212.539,215.246,198.077,194.904,169.028,179.0,278.145,613.926,619.445,629.224,633.081,670.698,1107.478,652.408,787.0,133.0,132.0,133.0,131.0,144.734,244.795,130.493,132.988,135.008,149.989,157.0,201.153,53.586,53.303,52.946,53.524,55.403,108.717,55.848,54.807,54.266,53.495,56.0,105.0,160.666,162.573,160.73,161.0,172.0,215.746,214.027,204.977,202.384,186.386,183.964,276.888,632.0,638.982,635.0,651.508,677.0,1173.858,681.93,1113.0,152.202,152.854,147.693,147.465,154.0,235.0,128.379,129.93,128.377,129.0,159.198,214.0,60.0,60.0,60.0,55.0,53.485,113.564,65.658,65.0,61.834,59.774,53.88,104.616,161.168,158.834,160.14,158.953,161.02,223.069,218.0,211.0,209.0,203.0,193.775,274.0,680.604,681.328,682.977,680.063,702.202,1241.945,709.228,1261.658,164.813,166.521,165.299,165.879,170.777,234.083,141.698,143.902,142.432,150.905,167.501,210.4,66.003,66.556,65.844,62.195,58.071,123.475,67.267,67.082,66.406,64.969,61.998,138.445,173.779,173.705,172.358,170.702,174.403,280.199,220.458,219.605,217.972,211.983,213.796,278.256,1067,1067,1067,1073,1081,1143,1047,1107,1107,1107,1107,1120,1109,1109,1109,1109,1123,1168,1168,1168,1168,1174,1568,1568,1612,1612,1614,1725,1725,1725,1725,1697,1676,1676,1658,1686,1653,1733,1733,1733,1747,1736,70,67,72,66,59,41,30,39,34,38,87,107,75,110,109,0.00842,0.00828,0.0084,0.00825,0.00987,0.01133,0.01198,0.01175,0.00835,0.00818,0.00835,0.00821,0.00965,0.00946,0.0096,0.00944
