timeunit,storageCost,interestRate,compidx0lt2,compidx0lt2l1,compidx0lt2l2,compidx0lt2l4,compidx0lt2l8,compidx1lt2,compidx2lt2,compidx3lt2,compidx4lt2,compidx4lt2l1,compidx4lt2l2,compidx4lt2l4,compidx4lt2l8,compidx5lt2,compidx6lt2,compidx6lt2l1,compidx6lt2l2,compidx6lt2l4,compidx6lt2l8,compidx7lt2,compidx8lt2,compidx8lt2l1,compidx8lt2l2,compidx8lt2l4,compidx8lt2l8,compidx9lt2,compidx10lt2,compidx10lt2l1,compidx10lt2l2,compidx10lt2l4,compidx10lt2l8,compidx11lt2,compidx12lt2,compidx12lt2l1,compidx12lt2l2,compidx12lt2l4,compidx12lt2l8,compidx13lt2,compidx14lt2,compidx14lt2l1,compidx14lt2l2,compidx14lt2l4,compidx14lt2l8,compidx15lt2,compidx0lt6,compidx0lt6l1,compidx0lt6l2,compidx0lt6l4,compidx0lt6l8,compidx1lt6,compidx2lt6,compidx3lt6,compidx4lt6,compidx4lt6l1,compidx4lt6l2,compidx4lt6l4,compidx4lt6l8,compidx5lt6,compidx6lt6,compidx6lt6l1,compidx6lt6l2,compidx6lt6l4,compidx6lt6l8,compidx7lt6,compidx8lt6,compidx8lt6l1,compidx8lt6l2,compidx8lt6l4,compidx8lt6l8,compidx9lt6,compidx10lt6,compidx10lt6l1,compidx10lt6l2,compidx10lt6l4,compidx10lt6l8,compidx11lt6,compidx12lt6,compidx12lt6l1,compidx12lt6l2,compidx12lt6l4,compidx12lt6l8,compidx13lt6,compidx14lt6,compidx14lt6l1,compidx14lt6l2,compidx14lt6l4,compidx14lt6l8,compidx15lt6,compidx0lt10,compidx0lt10l1,compidx0lt10l2,compidx0lt10l4,compidx0lt10l8,compidx1lt10,compidx2lt10,compidx3lt10,compidx4lt10,compidx4lt10l1,compidx4lt10l2,compidx4lt10l4,compidx4lt10l8,compidx5lt10,compidx6lt10,compidx6lt10l1,compidx6lt10l2,compidx6lt10l4,compidx6lt10l8,compidx7lt10,compidx8lt10,compidx8lt10l1,compidx8lt10l2,compidx8lt10l4,compidx8lt10l8,compidx9lt10,compidx10lt10,compidx10lt10l1,compidx10lt10l2,compidx10lt10l4,compidx10lt10l8,compidx11lt10,compidx12lt10,compidx12lt10l1,compidx12lt10l2,compidx12lt10l4,compidx12lt10l8,compidx13lt10,compidx14lt10,compidx14lt10l1,compidx14lt10l2,compidx14lt10l4,compidx14lt10l8,compidx15lt10,compidx0lt20,compidx0lt20l1,compidx0lt20l2,compidx0lt20l4,compidx0lt20l8,compidx1lt20,compidx2lt20,compidx3lt20,compidx4lt20,compidx4lt20l1,compidx4lt20l2,compidx4lt20l4,compidx4lt20l8,compidx5lt20,compidx6lt20,compidx6lt20l1,compidx6lt20l2,compidx6lt20l4,compidx6lt20l8,compidx7lt20,compidx8lt20,compidx8lt20l1,compidx8lt20l2,compidx8lt20l4,compidx8lt20l8,compidx9lt20,compidx10lt20,compidx10lt20l1,compidx10lt20l2,compidx10lt20l4,compidx10lt20l8,compidx11lt20,compidx12lt20,compidx12lt20l1,compidx12lt20l2,compidx12lt20l4,compidx12lt20l8,compidx13lt20,compidx14lt20,compidx14lt20l1,compidx14lt20l2,compidx14lt20l4,compidx14lt20l8,compidx15lt20,compidx0lt30,compidx0lt30l1,compidx0lt30l2,compidx0lt30l4,compidx0lt30l8,compidx1lt30,compidx2lt30,compidx3lt30,compidx4lt30,compidx4lt30l1,compidx4lt30l2,compidx4lt30l4,compidx4lt30l8,compidx5lt30,compidx6lt30,compidx6lt30l1,compidx6lt30l2,compidx6lt30l4,compidx6lt30l8,compidx7lt30,compidx8lt30,compidx8lt30l1,compidx8lt30l2,compidx8lt30l4,compidx8lt30l8,compidx9lt30,compidx10lt30,compidx10lt30l1,compidx10lt30l2,compidx10lt30l4,compidx10lt30l8,compidx11lt30,compidx12lt30,compidx12lt30l1,compidx12lt30l2,compidx12lt30l4,compidx12lt30l8,compidx13lt30,compidx14lt30,compidx14lt30l1,compidx14lt30l2,compidx14lt30l4,compidx14lt30l8,compidx15lt30,sku1,sku1l1,sku1l2,sku1l4,sku1l8,sku2,sku9,sku10,sku10l1,sku10l2,sku10l4,sku10l8,sku11,sku11l1,sku11l2,sku11l4,sku11l8,sku12,sku12l1,sku12l2,sku12l4,sku12l8,sku13,sku13l1,sku13l2,sku13l4,sku13l8,sku14,sku14l1,sku14l2,sku14l4,sku14l8,sku15,sku15l1,sku15l2,sku15l4,sku15l8,sku16,sku16l1,sku16l2,sku16l4,sku16l8,demandseg1,demandseg1l1,demandseg1l2,demandseg1l4,demandseg1l8,demandseg2,demandseg2l1,demandseg2l2,demandseg2l4,demandseg2l8,demandseg3,demandseg3l1,demandseg3l2,demandseg3l4,demandseg3l8,target_LBL,target_MTLp2,target_MTLp3,target_MTLp4,target_MTLp5,target_MTLp6,target_MTLp7,target_MTLp8,target_MTLp9,target_MTLp10,target_MTLp11,target_MTLp12,target_MTLp13,target_MTLp14,target_MTLp15,target_MTLp16
192,39,10,537.0,579.0,579.0,596.0,585.0,798.0,596.0,795.0,141.0,134.0,137.0,146.0,141.0,140.0,136.0,141.0,139.0,146.0,144.0,150.0,55.0,56.0,55.0,56.0,56.0,107.0,52.0,53.0,54.0,55.0,53.0,111.0,158.0,165.0,158.0,175.0,169.0,227.0,159.0,175.0,167.0,175.0,163.0,237.0,581.689,563.0,610.121,595.076,569.222,762.0,646.006,1032.0,134.0,128.06,130.356,135.954,130.105,128.0,135.558,128.908,133.866,135.412,129.556,130.0,51.649,51.106,51.736,52.499,51.0,102.0,51.275,51.242,51.0,55.424,51.672,103.0,152.0,163.357,158.984,162.825,156.961,209.597,152.0,165.171,158.211,162.279,160.404,208.0,644.115,637.007,663.086,663.471,614.281,762.07,660.995,1016.756,134.0,127.531,128.537,135.232,128.753,127.193,137.862,127.953,129.439,133.981,129.0,129.75,51.469,51.412,51.727,53.484,51.877,102.736,51.198,51.492,54.768,55.456,51.601,107.276,152.548,158.684,156.309,158.377,157.217,206.0,153.243,159.676,157.41,160.916,156.364,207.374,623.0,608.0,625.0,641.065,633.0,770.597,637.0,997.552,129.801,126.0,126.0,133.0,126.414,126.0,132.597,128.641,127.909,134.0,130.217,130.0,50.533,51.263,51.0,51.0,50.0,104.131,51.0,51.978,53.104,55.798,54.0,103.67,158.964,157.211,153.505,154.0,152.387,206.595,159.583,157.68,154.357,156.0,155.394,203.368,639.829,627.921,638.972,647.321,647.426,866.528,654.293,1026.095,140.706,136.924,137.518,142.282,139.241,142.153,143.23,138.877,139.008,142.42,138.591,142.246,56.833,55.625,55.63,55.562,54.948,114.089,55.929,55.173,56.791,58.615,57.738,113.629,172.986,169.206,166.075,167.953,167.136,227.807,172.869,169.35,166.639,168.043,166.982,225.865,965,945,945,945,962,965,894,972,972,972,972,970,1004,1004,1012,1012,976,1056,1056,1043,1043,1071,1434,1400,1411,1411,1450,1454,1454,1454,1468,1550,1428,1428,1465,1465,1465,1601,1601,1601,1601,1601,27,26,36,26,32,130,125,114,100,92,26,30,27,13,34,0.0083,0.00784,0.00821,0.00807,0.00709,0.00667,0.00639,0.00639,0.00762,0.00767,0.00781,0.0077,0.00877,0.0087,0.00868,0.00843
211,27,6,588.133,573.862,567.117,596.458,631.8,962.654,601.488,965.293,159.953,156.067,157.074,159.086,145.406,160.565,154.039,150.86,151.934,162.467,150.397,162.623,63.873,62.073,60.707,59.999,59.272,126.805,61.297,59.746,59.099,59.778,59.242,130.829,191.581,185.595,178.496,175.275,190.427,279.035,188.34,182.645,177.544,176.01,207.658,256.833,530.177,512.75,507.238,523.098,559.59,855.227,545.377,833.919,140.695,137.207,139.784,142.337,126.0,144.997,133.333,128.0,131.0,144.036,129.0,144.186,54.948,52.409,51.0,54.0,51.0,111.695,54.152,52.128,51.0,53.0,51.0,114.213,170.272,163.0,156.0,152.0,168.248,251.666,167.621,160.0,156.0,157.24,186.784,221.221,530.805,517.777,524.72,516.143,524.941,827.543,546.937,809.918,134.126,130.835,132.995,131.768,129.463,143.813,134.67,131.606,130.968,131.12,130.408,141.496,56.377,54.697,53.971,53.774,51.0,109.942,54.998,53.673,53.388,52.953,53.723,111.113,169.545,163.654,159.094,157.247,163.952,249.131,170.323,165.092,161.235,161.014,187.881,221.547,621.856,607.313,603.198,588.758,562.431,1018.727,640.815,965.282,161.125,156.783,153.575,150.096,139.185,168.559,158.364,154.26,151.171,150.581,137.259,166.603,68.719,66.724,65.16,61.0,56.247,133.304,63.904,62.292,61.395,59.835,55.594,141.704,201.382,195.667,185.225,177.694,167.639,287.129,204.348,199.051,189.212,183.361,184.145,263.888,761.731,746.613,743.066,735.831,696.203,1291.373,795.679,1225.36,204.891,200.671,191.961,190.514,177.927,213.686,198.556,194.446,188.254,190.534,178.646,212.426,89.466,87.572,85.72,76.331,71.947,173.035,79.019,77.348,76.519,75.586,68.951,186.602,259.998,254.54,232.442,224.778,213.982,369.357,264.615,259.34,238.012,231.147,228.613,338.404,846,942,942,932,934,982,787,984,868,988,991,1008,887,979,979,979,1012,1063,1063,1063,1063,1082,922,1297,1297,1297,1297,1128,1276,1276,1345,1345,1394,1336,1336,1427,1385,1429,1332,1332,1332,1392,73,73,56,58,61,28,30,38,28,29,56,47,67,49,34,0.00648,0.00626,0.00645,0.00652,0.00766,0.00772,0.00779,0.00769,0.00677,0.00701,0.00678,0.0067,0.00646,0.0081,0.00794,0.00826
68,37,8,536.232,544.278,527.426,528.963,529.3,836.968,732.807,883.007,155.93,177.662,149.031,144.884,139.698,135.408,159.454,189.052,150.223,146.189,139.023,134.317,54.357,53.835,54.885,54.297,54.327,118.651,57.138,54.675,56.392,54.729,56.111,110.874,177.394,218.121,254.165,209.17,179.469,228.709,175.726,200.607,170.444,183.884,176.277,220.158,522.384,519.0,505.0,509.365,512.011,837.099,676.729,967.198,161.408,166.377,155.0,148.729,145.0,129.846,156.059,162.317,147.0,156.248,138.0,131.451,54.438,53.641,54.021,52.559,52.39,129.367,56.0,53.51,52.04,51.0,53.592,123.676,221.596,248.438,255.0,245.786,214.0,220.318,188.264,204.256,190.035,195.461,182.228,209.0,504.0,523.677,511.656,503.0,526.0,914.365,674.412,1104.727,181.649,182.0,180.147,179.0,155.005,126.0,171.693,172.0,185.51,185.0,144.121,126.0,58.2,58.404,59.0,57.451,59.0,140.0,61.772,58.449,55.93,55.279,53.983,135.534,245.175,253.0,269.245,260.0,215.466,259.129,208.136,216.519,215.0,216.054,213.0,241.399,503.569,514.377,511.146,509.428,513.219,1043.14,658.201,1106.691,196.07,196.302,197.995,195.827,176.721,127.443,189.228,190.328,199.915,196.31,168.613,126.318,62.428,62.269,62.495,63.042,64.902,147.342,74.754,75.483,74.419,72.586,64.444,144.326,256.8,260.903,260.349,260.008,246.491,294.482,221.634,225.59,226.109,231.0,220.735,255.231,511.0,512.6,509.664,507.0,511.623,1013.427,655.252,1059.0,188.921,189.0,187.826,186.0,178.631,128.0,182.208,181.0,191.549,188.0,170.73,131.063,62.166,61.936,62.0,63.384,64.0,145.0,73.219,73.174,72.479,71.0,68.985,135.287,245.545,247.822,247.0,247.964,246.0,276.632,210.741,214.88,214.0,218.523,217.0,258.098,1121,1121,1121,1103,1202,1160,1446,1212,1212,1330,1330,1330,1344,1344,1344,1344,1344,1527,1527,1527,1527,1527,1655,1655,1655,1655,1655,1580,1580,1585,1858,1858,1686,1707,1707,1686,1712,1754,1765,1740,1743,1799,34,36,43,27,32,33,26,31,36,37,103,91,124,108,73,0.0086,0.00856,0.00875,0.00918,0.00923,0.00931,0.00961,0.00949,0.00904,0.00861,0.00888,0.00925,0.00912,0.00912,0.01005,0.00996
55,33,8,818.557,906.802,884.296,799.522,701.871,835.829,690.116,998.547,143.862,141.812,137.334,137.614,149.69,239.769,146.297,144.232,138.22,144.061,168.7,191.891,89.992,88.611,84.7,81.025,76.555,172.81,77.437,81.963,80.55,71.61,64.122,114.183,185.693,178.858,217.113,216.754,207.514,333.893,273.426,274.675,273.095,280.797,281.595,303.03,787.461,892.01,856.55,761.563,643.0,810.564,543.759,950.456,132.0,129.227,125.0,125.0,132.589,227.149,133.0,130.3,125.0,125.0,143.274,193.116,87.529,84.54,79.673,76.0,67.02,164.0,73.0,80.09,78.323,70.0,61.759,102.0,170.978,159.0,205.17,207.277,198.716,346.932,247.673,252.0,244.504,246.952,248.735,318.0,526.0,885.0,873.478,771.573,672.251,874.704,541.963,987.91,128.785,127.136,124.927,127.302,130.0,226.766,129.907,128.685,126.747,126.179,129.0,203.34,86.0,87.489,81.08,76.423,68.0,154.186,79.0,79.689,80.417,77.592,66.0,101.126,192.291,190.485,195.0,211.0,205.684,359.024,241.577,242.599,238.0,230.0,220.878,350.163,652.061,841.013,833.219,788.488,673.881,917.902,664.245,970.0,126.599,125.791,125.318,126.685,128.378,222.891,128.208,126.258,125.835,126.753,128.0,199.451,82.513,81.273,80.0,77.468,70.868,140.734,81.504,80.882,80.0,76.906,67.635,101.699,212.334,212.0,211.947,220.249,214.353,335.149,238.88,236.0,230.911,224.0,215.668,370.358,598.0,769.621,770.675,739.191,666.843,960.768,690.721,971.0,128.09,128.0,125.981,126.704,125.047,202.816,128.028,127.873,127.325,127.386,123.873,189.958,75.82,74.72,74.0,73.816,69.026,135.167,77.12,77.798,77.0,73.796,67.842,110.39,219.572,218.427,217.841,216.495,212.724,314.406,227.433,224.888,218.935,214.216,208.615,335.06,1242,1219,1197,1219,1172,1297,1337,1294,1506,1506,1486,1399,1183,1921,1921,1600,1410,1673,1673,1673,1500,1575,1545,1510,1510,1546,1525,1562,1562,1562,1618,1583,1549,1549,1549,1698,1698,1672,1672,1672,1672,1672,92,89,96,98,107,21,30,28,44,37,19,18,24,19,36,0.00869,0.00937,0.00856,0.00922,0.0082,0.00829,0.00804,0.00834,0.01022,0.01007,0.01038,0.00944,0.00942,0.00899,0.00894,0.00895
21,48,9,1024.632,1019.459,1012.535,983.369,1039.827,918.652,570.857,1079.919,166.713,226.753,221.667,205.958,192.091,199.415,153.719,167.215,166.626,188.276,195.882,143.451,87.302,86.323,88.12,85.795,89.56,162.25,55.973,55.215,61.725,57.845,53.795,153.745,309.375,275.28,264.12,310.553,335.97,362.81,279.891,280.14,270.475,224.382,303.349,246.933,884.267,877.031,874.367,786.991,834.712,974.491,532.484,1220.409,145.278,214.043,209.247,185.775,168.448,213.823,134.141,141.007,139.373,154.572,162.296,141.971,75.82,75.102,77.793,71.478,76.633,164.766,51.217,50.968,58.773,54.26,59.663,163.089,285.157,282.0,260.312,269.0,303.523,330.175,284.576,283.358,279.553,232.091,247.821,290.314,774.877,783.873,768.574,794.329,741.862,1099.615,596.287,1231.809,167.521,195.61,196.734,195.399,180.818,182.0,142.743,145.486,143.677,163.024,159.548,157.0,69.088,68.346,69.073,71.631,71.349,152.095,56.759,61.59,64.426,57.824,54.102,172.0,252.503,248.605,249.12,266.753,284.887,301.858,273.0,276.502,276.472,260.449,239.123,302.577,798.101,777.508,728.554,703.023,737.243,1129.267,605.364,1288.645,149.167,175.914,170.782,169.83,175.458,175.649,157.15,152.052,152.818,164.414,167.392,164.799,68.297,66.743,65.949,66.386,69.71,142.91,64.418,63.816,64.486,61.058,66.021,154.638,232.834,230.668,221.388,225.979,249.573,279.866,249.498,250.235,244.031,231.094,239.777,303.831,778.505,766.303,729.011,693.929,700.616,1093.466,629.611,1234.0,163.907,178.351,173.186,166.081,165.656,173.0,162.367,161.367,163.109,164.794,157.155,166.0,68.227,68.154,67.541,65.381,65.329,137.0,65.975,66.226,66.052,64.235,61.0,150.499,226.921,225.0,218.424,221.65,229.01,276.729,245.884,242.181,236.452,228.439,220.002,302.0,1470,1470,1470,1470,1434,1544,1345,1424,1424,1424,1424,1424,1509,1462,1542,1659,1627,1713,1713,1713,1796,1898,2166,2295,2218,2279,2094,2280,2405,2317,2317,2304,2336,2436,2299,2378,2415,2448,2564,2495,2577,2508,40,38,38,40,37,127,108,111,122,123,76,81,79,72,73,0.01107,0.01133,0.01229,0.01275,0.01224,0.01261,0.01319,0.01247,0.01108,0.01093,0.01159,0.0121,0.01222,0.01328,0.0141,0.01425
211,45,7,1069.587,1052.65,1054.21,1062.664,1129.512,921.273,856.149,886.913,154.05,149.658,147.38,140.776,146.746,159.158,155.9,151.312,148.769,142.837,151.187,165.31,61.541,59.893,59.854,58.413,56.054,116.026,63.515,61.595,60.092,57.435,55.248,115.449,190.954,185.961,185.273,178.468,179.149,245.601,217.44,212.237,210.333,208.396,252.932,248.543,890.337,857.507,846.0,908.976,1011.366,826.554,746.841,784.171,137.649,132.916,129.953,125.592,125.0,139.375,138.308,133.344,130.176,125.691,129.855,140.433,53.535,51.0,52.619,52.071,51.768,104.452,56.998,54.689,52.771,50.0,50.09,104.054,168.213,162.726,161.928,150.0,150.0,214.418,183.202,178.132,177.817,176.0,199.0,222.54,878.255,851.939,835.848,865.499,937.778,799.855,689.116,798.499,132.066,127.56,127.935,128.214,128.142,136.171,132.214,127.553,127.892,127.995,126.225,136.664,54.045,52.642,53.482,51.569,50.0,107.745,55.707,53.783,52.849,51.287,50.0,109.056,159.374,153.722,150.0,151.16,156.242,213.803,162.411,154.877,150.0,167.486,198.963,219.049,1046.33,1020.72,1006.28,968.455,931.626,952.531,840.163,928.129,157.54,153.448,152.055,143.376,139.169,165.51,157.685,153.38,151.577,146.073,137.284,169.948,65.859,63.946,60.005,57.556,54.213,126.497,64.304,62.502,61.09,56.84,54.402,127.228,188.561,183.613,181.039,175.408,166.963,259.917,201.911,196.987,194.465,194.16,197.656,260.076,1293.621,1266.155,1252.648,1163.735,1139.705,1215.826,1121.081,1140.916,197.806,193.764,192.899,174.292,169.667,215.37,199.644,195.375,193.946,188.286,168.234,234.972,87.206,85.479,74.673,72.135,68.911,156.445,80.326,78.579,77.205,68.539,65.395,157.408,238.907,233.918,231.873,225.716,208.956,338.78,268.859,263.617,260.935,260.799,261.886,333.714,1436,1332,1910,1910,1731,1359,1092,1160,1160,1160,1166,1229,1388,1107,1151,1224,1274,1183,1183,1183,1183,1183,1197,1197,1197,1197,1197,1290,1290,1290,1290,1290,1315,1315,1315,1315,1315,1329,1329,1329,1329,1329,55,57,63,62,93,33,30,32,27,36,21,28,35,22,28,0.01066,0.01088,0.01076,0.01032,0.00709,0.00672,0.00672,0.00664,0.00938,0.00897,0.00946,0.00838,0.00688,0.00678,0.00692,0.00688
105,38,11,551.343,523.786,527.305,573.421,537.593,797.766,672.566,842.859,147.726,140.846,140.343,145.418,138.075,132.335,142.098,141.895,140.548,142.324,139.302,131.94,153.11,135.505,148.495,169.259,131.836,115.269,156.978,120.038,127.611,137.194,122.344,114.532,312.085,310.496,312.755,331.12,328.361,240.447,264.072,258.817,259.491,273.747,308.549,250.754,572.215,522.999,511.442,507.0,500.0,790.0,716.631,805.078,134.711,129.0,131.997,131.0,130.302,127.879,130.954,132.455,128.608,126.0,132.204,131.0,121.0,118.215,126.942,129.348,111.68,107.461,117.489,105.0,110.236,110.0,110.332,105.798,279.386,272.0,287.956,304.0,310.307,235.444,256.936,252.111,256.245,268.047,280.0,260.96,547.0,546.303,525.109,555.311,513.489,763.985,744.169,783.73,149.0,142.737,143.786,147.938,135.827,127.065,134.0,139.0,128.0,145.877,145.254,126.859,108.378,105.902,107.0,119.835,105.0,108.0,115.0,105.24,107.096,110.442,103.731,114.0,290.235,280.135,288.159,293.03,304.078,299.0,254.122,256.0,254.0,261.706,272.229,285.759,632.418,610.041,612.644,638.614,577.139,760.845,708.785,801.778,165.233,162.536,165.785,172.936,166.357,131.408,132.27,132.413,133.983,157.523,167.539,126.245,103.345,103.159,104.627,109.174,101.454,104.566,105.797,101.053,102.331,103.477,97.728,104.256,260.521,264.296,268.138,265.233,278.231,308.835,241.344,241.813,241.593,246.823,246.981,279.743,649.0,643.049,643.594,644.0,607.941,758.228,686.0,872.271,158.0,160.527,162.61,167.411,167.76,140.822,147.218,146.902,146.0,155.585,165.932,128.51,94.549,94.559,95.0,100.419,92.0,103.0,94.0,93.169,93.994,92.7,87.973,104.086,237.233,238.31,239.395,244.638,251.814,283.0,230.711,232.28,231.0,230.0,228.637,274.665,1402,1402,1402,1402,1402,1419,1623,1619,1619,1619,1619,1619,1253,1253,1253,1268,1338,1305,1332,1318,1312,1343,1879,1879,1879,1859,1886,2090,2090,2090,2229,1775,1396,1396,1396,1396,1411,1389,1389,1389,1389,1438,23,29,17,28,26,111,107,130,116,113,26,22,30,25,33,0.00959,0.0092,0.00859,0.00827,0.01003,0.00877,0.00771,0.00745,0.01075,0.01058,0.0096,0.00958,0.01036,0.01146,0.00804,0.00771
135,37,8,1058.583,1071.705,1102.59,1098.416,1106.016,1270.497,572.402,1262.375,212.925,224.542,221.301,215.482,234.419,206.752,134.88,145.669,143.125,137.52,143.048,155.482,55.056,58.824,58.343,56.082,55.221,173.937,87.683,91.62,91.12,87.686,81.871,221.548,173.18,177.334,176.059,179.183,172.693,284.716,177.774,176.772,182.142,183.551,171.609,220.028,951.0,974.309,1016.881,1016.0,1035.877,1200.0,531.784,1157.971,202.397,214.259,211.0,200.152,206.032,181.0,127.705,136.583,135.0,127.265,129.766,144.0,50.366,54.347,53.937,51.663,51.575,155.68,84.24,89.365,88.936,85.202,73.272,207.137,154.595,161.041,160.915,163.77,154.0,273.625,153.257,150.0,160.867,158.448,154.0,202.943,900.665,918.962,962.763,1009.0,1024.8,1209.72,532.459,1203.089,211.315,209.0,211.626,200.513,199.0,212.771,126.29,127.0,130.718,127.643,125.0,163.808,50.096,50.0,51.0,50.0,50.082,145.672,83.607,84.0,87.224,87.0,78.256,200.902,149.774,150.0,155.0,152.155,152.134,298.544,153.223,150.0,155.0,155.082,152.75,202.448,878.417,888.554,938.896,970.623,976.996,1185.632,596.66,1282.057,202.21,201.877,203.188,200.945,209.171,214.767,127.205,128.713,127.884,125.561,125.814,214.687,50.841,50.0,51.423,50.33,50.37,146.777,79.199,79.0,81.583,80.761,78.0,177.808,150.072,150.085,154.262,154.841,152.557,304.63,166.281,165.941,169.895,166.744,167.696,202.336,916.926,935.316,940.983,923.839,905.233,1201.01,637.278,1224.39,198.865,196.0,197.0,191.751,199.195,216.032,142.323,142.0,133.931,130.711,127.45,219.63,52.836,52.335,52.073,51.0,50.352,151.269,77.533,77.323,77.184,77.0,75.097,166.783,152.0,153.194,153.604,153.0,152.092,303.003,200.0,198.93,198.044,191.0,189.584,206.047,1277,1313,1378,1272,1316,1425,1036,1034,1079,1012,1064,1026,1128,1128,1128,1099,1156,1242,1242,1242,1187,1266,1601,1601,1601,1601,1622,1849,1849,1849,1849,1724,1655,1655,1931,1931,1938,1865,1865,1990,1990,2149,62,86,83,80,78,34,38,49,23,31,53,32,43,52,57,0.01034,0.01044,0.01068,0.01039,0.01018,0.01011,0.01004,0.00996,0.0079,0.00814,0.00821,0.00848,0.00998,0.01022,0.01002,0.01027
114,49,9,1517.0,1651.0,1266.0,1540.0,1567.0,854.0,569.0,900.0,146.0,132.0,136.0,135.0,146.0,144.0,146.0,145.0,138.0,134.0,146.0,144.0,58.0,52.0,53.0,54.0,58.0,117.0,58.0,60.0,54.0,56.0,58.0,117.0,180.0,175.0,180.0,180.0,175.0,220.0,177.0,175.0,166.0,160.0,175.0,213.0,1103.0,1145.452,1053.0,1150.512,1205.331,876.186,539.335,1079.293,135.914,131.978,140.483,136.085,138.395,142.0,144.891,140.962,138.354,135.693,144.354,135.011,55.323,53.705,57.695,51.0,60.407,106.804,58.0,57.783,58.0,58.215,69.132,107.587,171.639,166.057,162.766,160.823,168.532,209.489,161.845,159.62,159.022,154.918,161.998,208.529,1068.076,1087.247,1048.959,1069.81,1094.061,1021.961,537.854,1124.934,151.531,153.432,159.189,160.306,137.903,141.926,147.972,136.0,133.468,126.0,139.0,136.709,65.316,64.576,66.511,65.968,67.164,104.544,69.635,69.045,66.623,68.274,75.173,105.061,168.694,164.952,161.422,157.349,164.69,221.027,159.339,160.841,159.146,152.0,160.31,209.685,1040.331,1029.159,1005.089,1039.518,1030.0,1090.818,585.267,1094.343,162.0,158.108,157.0,170.0,161.047,181.0,181.0,179.426,179.0,157.723,149.818,147.0,73.093,72.172,73.634,77.235,77.011,104.22,76.0,77.0,71.37,71.0,84.0,103.848,155.0,163.048,156.0,172.0,160.0,239.0,169.0,171.0,174.0,159.724,157.0,205.0,1093.858,1096.447,1050.133,1062.895,1052.971,1113.525,663.553,1117.14,177.929,177.851,178.496,186.317,175.834,194.987,196.272,195.923,196.152,189.423,178.808,161.489,79.16,79.278,78.979,81.027,80.977,112.958,78.332,78.178,75.484,77.791,84.582,115.356,172.944,184.533,172.379,183.369,184.425,265.687,187.135,188.327,186.42,187.411,190.656,224.769,1325,1325,1325,1366,1366,1403,948,984,1050,1050,1050,1140,986,1030,1030,1046,1137,1050,1139,1139,1139,1229,1565,1565,1565,1565,1613,1620,1620,1620,1620,1899,1613,1613,1613,1613,1657,1649,1649,1649,1675,1711,79,92,99,84,108,20,27,33,28,35,27,42,49,41,35,0.01056,0.01054,0.01002,0.00985,0.0086,0.00838,0.00829,0.00816,0.00773,0.00747,0.0075,0.00768,0.00902,0.0088,0.00906,0.00887
48,33,9,624.304,596.684,571.455,567.4,553.647,788.451,1147.307,962.925,212.56,213.41,209.701,153.394,243.507,134.477,242.899,257.294,257.236,220.538,265.937,132.228,113.091,115.257,114.72,107.478,136.128,117.945,109.469,111.145,114.073,105.49,105.325,120.498,165.198,172.379,162.976,167.099,160.915,221.132,167.279,173.161,167.758,164.818,159.197,216.871,656.269,635.912,620.217,557.029,644.342,767.859,1023.763,1107.014,214.47,221.028,217.914,185.097,243.285,127.798,241.997,254.565,256.0,234.099,257.845,127.911,105.297,106.566,105.351,102.52,116.45,115.945,102.0,104.453,104.916,104.527,102.657,113.0,162.086,164.0,156.016,164.078,152.0,211.291,161.642,164.218,166.0,155.0,151.0,203.0,731.708,728.791,738.41,695.293,729.546,766.473,1008.217,1254.543,215.836,218.0,221.928,214.0,241.385,129.745,230.449,230.0,244.075,241.0,235.897,126.076,102.161,102.0,101.217,99.0,100.901,133.734,97.545,97.393,98.0,103.308,101.0,132.725,153.0,159.126,156.872,159.0,157.882,234.0,153.0,161.852,160.459,157.884,161.143,221.914,738.866,740.932,756.212,714.876,728.063,799.333,974.586,1262.166,210.827,211.453,211.192,207.132,215.99,148.643,232.857,232.484,229.255,221.316,225.0,135.998,96.156,95.935,97.232,96.289,95.0,141.953,91.892,93.153,93.856,93.0,87.625,140.417,179.973,187.39,187.872,183.726,185.346,250.289,181.189,183.944,183.85,177.215,184.942,273.368,712.911,715.223,723.528,720.832,718.774,860.422,942.589,1202.214,199.067,200.0,203.628,197.0,195.903,152.991,215.554,216.0,219.686,212.0,200.316,145.735,90.395,90.0,90.472,89.0,87.056,139.351,86.0,91.158,91.67,90.515,86.933,138.914,194.0,201.747,200.848,196.082,197.172,251.0,186.0,189.492,188.57,185.26,190.073,286.0,1523,1523,1523,1595,1550,1676,1753,2065,2065,1991,1991,1866,1930,1930,1930,1930,1814,2146,2146,2146,2146,1980,2037,2160,2236,2231,2202,2340,2340,2340,2421,2317,2182,2385,2385,2352,2312,2429,2429,2429,2429,2476,75,83,80,76,84,83,103,93,96,108,84,67,58,59,64,0.01158,0.01104,0.0108,0.01172,0.01107,0.01062,0.01074,0.0114,0.0141,0.01336,0.01199,0.01386,0.01354,0.01279,0.01179,0.01149
