,0,1,2,3,4,5
0,0.03848,-0.04951,-0.01341,0.0139,0.03982,-0.01281
1,-0.02629,-0.04712,-0.04041,-0.07376,-0.0232,0.04958
2,0.0476,-0.02853,-0.0141,-0.05653,-0.01039,0.01815
3,-0.00435,-0.06599,-0.01803,0.00217,-0.03818,0.05855
4,-0.07616,-0.06949,-0.07029,-0.01758,0.00844,-0.01009
5,0.04657,-0.03687,0.03107,0.05969,-0.03344,0.02547
6,-0.00492,-0.00863,0.00623,-0.02953,0.05177,-0.04319
7,-0.06273,0.06969,0.0048,0.0735,0.05219,-0.01564
8,-0.04321,-0.04836,-0.058,0.004,0.05589,0.00677
9,0.01481,0.01253,-0.0414,-0.00136,-0.05213,0.02198
10,0.00931,0.03658,-0.05985,-0.06061,-0.0345,-0.05118
11,0.01443,-0.03205,0.05328,0.04304,-0.00314,0.00344
12,-0.02128,0.06025,-0.00745,0.06798,0.00373,0.0311
13,-0.00319,0.03743,-0.0636,-0.0013,-0.05995,0.09336
14,0.01372,0.00505,0.04232,-0.03475,-0.03481,-0.03134
15,-0.03673,0.00149,0.0314,-0.07246,-0.03204,0.03775
16,0.07574,-0.01518,-0.04786,0.0385,-0.0136,0.02485
17,0.03186,0.05381,0.05905,0.01247,-0.06455,0.01317
18,,,,,,
19,-0.01986,-0.06173,-0.03387,0.05872,-0.02051,-0.01715
20,-0.04979,-0.06721,0.00965,-0.03962,0.05427,0.00205
21,-0.07665,0.02764,-0.04775,-0.06228,-0.0422,-0.01406
22,0.04781,-0.07003,-0.04534,-0.02513,-0.06969,-0.10702
23,0.06597,-0.01516,0.02933,0.00554,-0.01788,0.00116
24,0.03016,-0.0284,0.03783,0.02694,-0.04203,-0.05959
25,0.02876,0.01948,0.0103,-0.00118,0.01201,-0.00844
26,0.02062,0.03041,0.04016,0.05134,0.0631,-0.00019
27,-0.00862,-0.02048,0.02173,0.0249,-0.0326,-0.00139
28,0.02276,0.04564,-0.06463,-0.04743,-0.07017,-0.07643
29,0.04436,-0.06838,0.03115,0.07877,0.06078,0.07794
30,-0.0469,-0.07647,0.01191,0.00306,0.03745,0.04596
31,0.0723,-0.0242,-0.01023,0.04251,0.0235,0.02074
32,0.04528,0.0313,-0.04061,-0.01802,0.04159,-0.00245
