,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.151676,-1.618389,1.379689,1.446991,-0.762044,-0.806953,-1.441818,1.071085,-0.294147,0.18486,-1.306424,0.764786,-0.005191,-0.264195,0.934883,0.546562,0.459282,-1.471007,1.436386,1.22734
1,-0.816082,-1.658387,-1.257095,1.674595,0.88953,1.662416,-0.859337,1.041165,0.053788,1.130684,-1.378299,1.517775,0.200821,-0.553545,-0.655932,-0.223489,1.077225,-1.416497,0.690916,1.52694
2,1.20042,1.154262,0.423184,-0.018887,0.57675,1.161188,1.588342,0.989147,-1.493864,-1.391749,-0.004287,1.5458,0.141658,1.773545,-1.411404,1.320876,-0.474271,-0.750944,-1.002825,-1.411967
3,-1.578613,0.992086,-0.251061,1.324612,-0.109133,-0.863592,1.405858,1.333435,-0.37313,-0.037437,0.504436,-1.48257,0.557131,-1.039846,0.298105,-1.004449,-1.414012,0.097723,0.041818,0.261047
4,-1.23332,0.122408,1.343857,1.7527,-1.699597,1.304002,-0.38557,0.228456,-1.147239,0.222768,-1.176881,-0.299182,-1.632283,-0.480577,1.606958,-0.778472,0.313288,-0.854424,1.069809,1.294825
5,-1.607048,0.99906,-0.496539,1.699066,-1.252485,-1.624256,-0.277621,1.636148,1.214486,-0.882179,0.306937,0.470584,1.540879,1.641538,-1.002801,-1.239285,0.302839,-0.519331,-0.173541,1.0067
6,1.071992,-1.686368,1.347944,0.64913,-0.478884,-0.560565,-0.721964,1.241337,1.101075,-1.48523,-1.554947,0.20051,1.542173,0.233319,1.001546,-0.212717,-0.60674,0.303652,-0.837421,1.122649
7,-0.861537,0.687281,-1.571092,1.447636,0.687154,-0.228427,-1.329809,1.641088,0.7964,-0.237869,-1.456997,0.411414,1.175545,-1.585536,0.836842,0.377866,1.311236,-1.750169,1.43767,1.304741
8,1.003734,0.556852,-1.113419,1.069817,-0.637288,0.464419,-1.555766,1.293215,-1.561784,0.448636,1.606136,-0.10075,-1.654081,-1.045895,0.454495,0.896009,1.275559,-0.103692,0.203364,-0.13996
9,1.362648,0.996841,-1.271362,-0.230717,-1.164056,-0.292684,0.724742,1.533915,-0.481932,0.716984,-0.051206,0.661782,1.414559,-1.579132,-0.274733,0.00305,-0.917391,-0.282088,1.277954,-1.029106
10,-1.17759,-0.990231,-0.42794,1.42921,1.605469,1.023294,-1.183432,1.31949,0.465286,-0.358098,0.857358,-1.206333,1.664963,0.031457,1.595457,0.809748,0.039538,0.392083,1.100889,1.683617
11,0.074083,1.281408,1.490004,0.443013,-1.457791,-1.110211,0.233396,1.070105,-0.182203,0.474974,-1.399519,-1.209749,0.392322,-0.153035,-0.696203,0.064638,-1.401455,0.259374,-0.853085,1.679741
12,0.091562,1.679622,1.503652,1.538182,-0.34543,0.502791,-1.38013,0.306219,-0.135517,1.386164,-1.346496,-1.171379,-1.545784,1.624225,1.092507,0.293767,0.044173,-1.512149,-0.109084,-0.183597
13,-1.510268,0.388384,0.97685,1.478966,-1.21252,1.375323,0.009851,0.562819,-0.915392,0.376103,-0.231494,1.282858,-0.837797,1.296147,1.682013,-1.115227,-0.479356,0.373335,-0.297948,-0.82892
14,0.16623,0.215149,-1.121587,0.097879,-1.03892,0.816139,-0.890937,-1.411709,-0.323609,0.924005,-1.541832,-1.40985,-0.178434,-0.485034,-1.412576,1.64297,-0.897945,-0.485818,-0.734698,-0.304069
15,-0.797957,-0.267886,-0.889953,1.238838,-1.661664,-0.690318,-0.609237,0.957006,-0.76302,-0.779752,-1.392124,-0.316592,-1.056876,-0.577697,-1.746123,1.394252,-0.594416,0.854173,0.844948,0.151974
16,0.590396,-1.396102,-0.138124,0.159082,-0.086334,-0.649988,1.494664,0.968005,-0.703899,0.375294,-1.583057,1.563886,0.452813,-1.682663,1.434465,1.547922,-0.364019,-0.233613,-1.552865,1.043112
17,1.665898,1.701742,0.535989,1.372752,-0.775494,-1.239033,-1.374883,-1.026664,-0.293754,0.225509,0.181984,-0.567678,-0.496588,-0.232981,-1.619344,-0.763885,-1.380394,0.767229,-0.973715,0.206592
18,,,,,,,,,,,,,,,,,,,,
19,0.743801,1.2102,-1.728452,1.41078,1.278645,1.600924,-1.761485,-1.205089,-0.785984,-0.434735,-0.805454,-1.523028,-1.490116,-0.625282,0.378431,-0.529645,0.754057,1.093241,-1.19003,0.285866
20,1.132501,0.506498,-0.594246,1.374833,-0.306535,0.962505,0.33328,-1.446019,-0.965698,-0.039979,1.59973,1.352058,1.536402,0.758315,1.434905,0.361008,0.729012,0.844131,-0.791588,-0.699655
21,1.665089,0.941592,1.209386,1.317552,1.104764,0.5984,-1.622571,0.918027,-1.289643,0.742653,0.555299,-1.088077,-1.70449,0.479945,-1.198519,1.15012,0.210302,0.35842,-0.795772,0.555359
22,1.191575,-0.27508,0.961541,0.013588,0.068622,1.386344,-1.550274,-1.37959,0.808879,1.487285,1.777431,-0.631743,1.445624,1.446961,1.492098,0.9556,-1.100899,-1.040342,-1.376534,1.202997
23,1.024625,-0.866387,1.468523,-0.858341,0.999623,0.183565,-0.183612,0.521916,-0.075332,1.257177,0.79432,0.922263,1.486313,-0.381193,-0.716221,0.181872,-1.45016,-0.091533,1.448048,1.504222
24,1.41128,-1.379908,0.210469,0.38771,0.109925,1.011968,0.327478,1.328792,-0.931628,1.554407,0.808744,1.528709,-1.208657,-1.597125,0.979025,0.931609,-0.735568,1.363408,-1.390846,1.095741
25,-1.614708,0.128227,1.516906,1.361811,1.324595,0.780246,0.13648,1.445262,-0.466924,-0.790798,1.101282,-0.588147,0.123849,0.408197,-0.653319,1.551427,-0.721268,0.854256,0.930593,-0.279075
26,1.07596,0.960498,1.010482,-1.063894,-1.265326,1.334839,1.568938,1.338425,-0.523424,1.556932,-0.940836,0.377175,-0.346013,-1.172581,-0.442878,-0.172537,-1.524655,0.32253,-0.212851,1.661876
27,-1.431731,1.736869,1.535222,1.24943,0.731394,-1.64019,-0.614919,0.411451,0.046283,0.297469,-0.822218,-0.220053,-0.129823,-0.597574,-0.460457,0.193175,1.373455,0.497748,1.063609,1.682965
28,0.975482,-0.905189,1.406747,1.53624,1.255917,0.30285,-0.362493,0.737803,-0.654859,1.207037,0.135676,-1.329996,-0.138385,-1.059841,-0.262411,-0.313321,-1.452297,0.800788,-0.252029,-0.378292
29,1.296675,-0.654921,-0.909703,0.38707,-1.438641,-0.495728,-0.605135,-0.246225,1.257563,-1.061331,-1.475286,-1.175397,0.497793,0.504747,0.873475,1.350427,-0.088915,0.693916,-0.893868,-0.566774
30,-1.479272,0.704216,0.351765,1.505185,1.208314,1.151044,1.095834,-1.452902,0.169388,1.665467,-1.216428,1.244375,0.360047,1.665637,1.375504,1.640851,-0.122272,-0.745571,0.093092,-0.373109
31,0.269848,0.280825,1.446553,0.80736,-1.369344,-0.485613,0.257887,-0.751771,-1.42725,-1.536192,1.485798,-1.822978,-0.195686,-0.019354,1.704121,-0.686357,1.609103,-1.312617,-1.126163,-0.15195
32,-0.503083,1.596719,1.551949,1.400409,0.217592,0.909419,-0.131226,-1.219854,1.270074,1.648314,0.339531,-0.79263,1.05884,-1.056687,-0.690316,0.354176,-0.604053,-0.854449,0.652093,-0.569673
33,0.427248,-0.436717,1.578325,-0.186471,-1.628838,-0.632278,-1.452767,-0.189168,-0.918222,-0.515529,-1.045498,1.543537,-1.414803,1.469038,1.161647,-0.211206,-1.060682,0.913232,-0.066492,-1.291345
34,-0.019055,1.03342,1.02527,-0.989512,-1.286674,-0.607938,-1.396649,0.385106,0.031619,-0.179395,-0.695541,-1.412484,-0.314953,-0.073546,0.618301,-0.324693,1.504442,-0.787697,0.522159,1.625024
35,0.231658,-1.695285,1.607195,1.513421,1.147152,0.777108,1.375898,1.06617,-1.079939,1.218633,1.042075,0.607533,1.55994,-0.879716,0.276441,1.557396,0.607106,-1.733459,-1.147855,0.100961
36,0.110446,-0.052306,1.516815,1.104951,-0.367614,-0.029574,-0.746923,-1.038821,-0.594266,-0.5232,-0.378613,0.342887,0.685179,1.348935,-0.719287,0.963792,-1.260357,-0.084673,-0.283846,1.527505
37,,,,,,,,,,,,,,,,,,,,
38,1.436605,-0.766202,1.018605,1.713266,-1.117557,0.332763,0.238695,-1.662594,0.374165,1.123157,-1.517229,-0.401043,-0.327793,0.088068,-0.652694,-1.613154,-0.960523,-0.718858,-0.514164,0.362792
39,-1.586741,1.585687,-0.163523,0.774114,-0.664314,-1.133611,1.592086,-0.959054,-1.092229,-1.527932,-1.021338,-0.344528,0.495437,-1.465535,-1.373485,-0.255579,1.026129,-0.134982,1.484617,1.322846
40,0.171238,0.071197,1.580164,0.733185,0.534962,-0.978682,-0.462832,0.817975,-0.534889,0.768924,-1.497372,-0.046371,-1.586495,0.181478,-1.066067,0.683334,0.563394,1.742323,1.109564,1.774868
41,-1.375372,0.331474,0.172024,-0.407913,0.997185,0.714005,0.899196,1.588272,-0.482522,1.493392,-1.399243,-1.187681,0.282568,1.078344,-1.04578,0.187391,-0.350122,-1.075603,-1.431333,-0.518042
