,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-0.932594,1.326699,1.321936,0.1353,-0.331403,-0.571631,-0.214201,-1.584341,1.600835,1.444679,-1.595333,0.881705,1.026661,-1.596199,1.30139,-0.656868,-0.99053,0.651082,-0.902826,-0.170098
1,-1.091494,-1.690658,1.434083,0.674212,0.858551,1.512228,0.574537,0.170756,-0.713802,-0.090717,1.40706,0.958164,-1.524623,-1.565327,-1.549399,-1.362443,0.934398,0.016468,-0.716233,-0.487004
2,-0.504938,0.066785,1.371541,-1.096596,-0.802868,0.363286,-0.704673,-1.383283,-0.103947,0.62332,-1.447718,1.202647,-0.225302,-1.075375,0.377154,-0.267,-0.455847,-1.515098,-0.880759,-0.95718
3,0.015081,0.877683,1.191577,0.340347,0.855453,0.272671,-0.007385,0.258749,1.454199,1.281628,1.092866,-0.234291,-0.806518,-0.843356,-1.424392,1.485067,0.777223,-0.465073,-0.652044,1.163472
4,1.48259,-1.392682,0.639474,0.109003,1.554561,-1.093312,0.17597,0.315098,1.547224,-1.192941,-0.359662,-1.627311,0.196138,1.268439,-0.474224,1.104359,-1.449121,1.323087,-1.203071,0.576374
5,1.649249,0.254245,-1.70904,0.165869,-0.866985,-0.114512,0.434432,0.633914,1.127656,1.355134,-1.207269,0.19936,0.185889,-1.584539,1.551164,0.132969,-0.08971,1.187505,-0.940347,1.605111
6,-0.116408,0.407694,0.20311,0.297253,0.490386,1.455055,-0.216326,-1.498249,0.65245,-0.161357,1.059153,-0.602519,-0.106192,0.471468,1.739373,0.650483,-1.408078,-0.999515,1.226467,-0.908246
7,-0.365917,-0.855191,0.313035,1.056091,-1.195161,0.807267,0.246443,-0.260351,-0.776542,-1.036313,1.62835,-0.490141,-0.940332,0.201628,0.118176,-0.121282,-1.263514,-0.809917,0.202433,1.588984
8,0.997398,-1.374658,1.07017,-0.600755,-0.511517,-0.425986,0.600564,0.035035,-1.141721,0.87377,1.36497,1.721641,0.408096,-0.480436,-0.630874,-1.607224,-1.678397,-0.760622,1.453884,1.201518
9,-1.463381,1.388449,1.569175,0.662929,0.700666,-1.042796,-0.463205,0.139722,-1.248646,0.872203,0.06526,0.579726,0.706838,0.697728,-0.931514,-1.691907,0.936967,0.85346,-1.472194,-0.723281
10,-1.426901,0.526279,-0.873049,0.678685,1.050859,-0.503816,0.087876,-0.697597,-1.335745,1.607782,-0.365664,1.068134,1.209286,0.498985,-0.646334,-1.037449,0.772088,-1.041551,0.996591,1.135568
11,-0.782734,1.064091,0.57274,-0.77104,-0.374492,-0.085567,0.363656,-1.088375,-0.153514,-1.267722,1.64246,-0.125269,-1.73925,0.346148,-1.235624,1.620666,-0.214977,1.676141,1.100401,1.746976
12,0.427248,-0.436717,1.578325,-0.186471,-1.628838,-0.632278,-1.452767,-0.189168,-0.918222,-0.515529,-1.045498,1.543537,-1.414803,1.469038,1.161647,-0.211206,-1.060682,0.913232,-0.066492,-1.291345
13,-0.746605,-0.012076,-0.127951,1.26325,-1.108075,-0.272381,1.468086,-1.38439,1.143025,0.779659,1.632411,0.91105,-0.602018,0.972459,-0.488372,1.487479,-0.582779,-0.725005,0.102957,1.472578
14,-0.370218,0.909903,-1.300179,0.626413,-1.516727,0.722616,0.909188,-0.419792,0.827076,-0.602221,1.683376,0.541976,-0.774217,-1.487679,-1.413659,-1.108248,0.255303,-1.583554,0.302855,1.407111
15,1.515756,-0.956107,-0.87093,0.013781,1.375518,1.683338,-0.683715,-1.218972,0.22553,1.303923,0.985815,0.158785,-0.395294,-0.1388,-1.557827,-1.472402,-1.288522,-0.963765,1.424404,1.350618
16,-0.273879,1.090182,-1.594383,1.284015,-0.983316,-0.230909,-1.249521,-1.293718,1.347986,-0.802762,0.81352,0.892707,-1.331636,-1.153626,-0.837086,1.664411,0.090071,0.528003,1.685389,1.515271
17,0.996476,-0.840079,1.171717,0.134567,-0.648401,-0.246973,0.18292,-0.09209,0.358532,-0.868907,-0.65435,-1.78714,-0.698233,-0.83448,-0.448402,-0.977846,1.167047,0.187588,-1.451833,-1.39246
18,,,,,,,,,,,,,,,,,,,,
19,-1.510268,0.388384,0.97685,1.478966,-1.21252,1.375323,0.009851,0.562819,-0.915392,0.376103,-0.231494,1.282858,-0.837797,1.296147,1.682013,-1.115227,-0.479356,0.373335,-0.297948,-0.82892
20,-1.23332,0.122408,1.343857,1.7527,-1.699597,1.304002,-0.38557,0.228456,-1.147239,0.222768,-1.176881,-0.299182,-1.632283,-0.480577,1.606958,-0.778472,0.313288,-0.854424,1.069809,1.294825
21,-0.498439,1.435568,1.159084,-0.828772,-0.062525,-0.394514,0.773017,-0.629896,-0.740602,-0.076621,-1.194109,-0.093872,-1.58665,-1.299039,-1.542943,0.392869,-0.85127,-1.134647,1.622423,-1.294826
22,-0.986522,1.62395,1.437492,-0.169236,1.399535,1.47498,1.372851,1.182619,-1.327162,-0.673011,-1.022227,-0.956532,0.027978,-0.397934,-1.06845,-1.209583,-1.019103,-0.603236,-1.451724,1.188592
23,-1.7468,0.968009,1.10156,1.358667,-0.717863,-1.270333,0.304543,-0.85803,-0.356079,1.164692,0.813401,-1.610224,1.370615,1.034677,0.407893,-1.379671,0.215339,-1.688152,1.181089,-0.207443
24,-0.867877,1.768829,-1.040196,-1.101845,-1.400056,1.353996,-0.78103,-0.766936,0.901573,1.507952,1.038275,0.305545,-0.28279,0.22685,0.218267,-0.767325,-0.228055,-0.539585,0.305514,-1.215014
25,1.516645,1.453716,-0.342931,0.088818,1.304059,0.799198,-1.443323,-1.535376,-1.557755,-0.19515,-0.62843,0.987444,-0.362378,0.053486,0.502561,-0.651693,-0.703478,-1.523254,1.728564,-0.853161
26,1.54392,-1.588833,-0.341445,1.744878,1.232175,-0.138935,0.738159,0.865767,0.030514,1.011925,1.038447,-1.052191,1.22231,1.335374,1.091086,-1.447326,1.646776,-0.430193,0.310096,-1.160043
27,-0.793627,0.484931,0.166646,1.587403,1.345713,0.971588,-1.329621,1.154038,0.308508,-0.493945,0.258196,-0.600104,-0.584888,1.60654,0.262115,0.196181,-0.79901,-0.54502,-1.112982,-0.73955
28,-0.860381,0.427594,-0.562069,-1.039192,-0.018154,-1.263535,-1.448477,-1.295284,1.113907,1.062035,-1.453672,0.196436,1.404057,-0.151572,0.418217,0.071722,-1.359124,0.141963,1.145903,-0.685216
29,-0.103739,0.480515,1.209015,-0.030832,-0.799628,-0.323076,0.297892,0.320144,-0.76,1.014073,-1.416627,-1.773633,-0.302102,1.481989,-0.423658,-1.591718,-1.214668,-1.79128,1.068439,-1.665163
30,0.00467,-1.115334,-1.320386,0.742418,-0.050887,1.499137,-1.681611,1.002711,1.060288,0.105448,-1.4669,0.221347,0.657962,1.696567,0.097979,-1.229365,1.291712,-1.740896,-1.265993,-1.112863
