,0,1,2,3,4,5
0,0.03709,-0.05659,-0.0085,0.0425,-0.07005,0.03273
1,-0.00627,-0.01946,0.06777,-0.0353,0.05866,-0.03029
2,0.05254,-0.01533,-0.00278,-0.02931,-0.044,-0.04998
3,0.03279,-0.02015,0.03517,-0.04318,0.00612,0.07156
4,-0.02483,-0.01152,0.00525,0.00973,0.00939,-0.02216
5,0.03344,0.05118,-0.04321,-0.04393,0.02936,0.02052
6,-0.00435,-0.06599,-0.01803,0.00217,-0.03818,0.05855
7,0.06596,0.04295,0.06082,-0.02437,0.02807,0.04745
8,0.04657,-0.03687,0.03107,0.05969,-0.03344,0.02547
9,-0.04877,-0.06868,-0.07653,0.03346,0.00895,0.11639
10,-0.07608,-0.06035,0.07521,0.02379,0.03376,0.05171
11,-0.0031,0.07366,0.01679,-0.0561,-0.02294,-0.0073
12,0.03376,-0.00131,-0.0702,0.0488,-0.03168,-0.02588
13,-0.04096,-0.07417,-0.00735,-0.01809,0.04252,-0.07822
14,-0.07564,-0.06963,-0.02179,-0.03795,0.02633,-0.06515
15,0.00278,0.02513,0.0758,0.00887,0.07849,0.0396
16,-0.0508,-0.04886,0.03644,0.01436,0.05801,-0.00421
17,0.06782,0.05602,-0.03082,-0.03025,0.02921,-0.05733
18,,,,,,
19,0.02698,0.06706,-0.03079,0.0308,0.05551,-0.02613
20,0.00451,-0.00276,0.06053,0.01044,0.00313,0.00696
21,-0.02288,-0.04718,0.05127,-0.06645,0.00243,0.05792
22,-0.02214,-0.05995,-0.06722,0.02028,0.06561,-0.01604
23,-0.06273,0.06969,0.0048,0.0735,0.05219,-0.01564
24,0.00947,0.06443,-0.00117,0.06346,0.06468,-0.09232
25,-0.00838,-0.06851,0.06638,-0.04248,-0.03796,0.04948
26,-0.05445,0.06766,-0.04104,0.06258,-0.0595,0.03732
27,0.03181,-0.02627,0.07512,0.00156,0.06189,-0.0066
28,0.00632,0.02823,0.07103,-0.00679,0.04597,-0.03897
29,0.04175,-0.02972,-0.04901,0.06115,-0.03928,0.03976
30,-0.06041,-0.06709,-0.01475,0.03894,0.04123,0.00068
31,0.07494,0.00405,-0.05277,-0.04932,0.0127,0.03587
32,-0.01311,0.01757,-0.00184,-0.01351,0.03229,-0.02544
33,0.00986,0.03658,0.0735,0.03715,0.05651,0.00562
34,-0.07375,-0.01931,0.0121,-0.01548,-0.01861,0.02312
35,-0.01811,0.01105,0.04484,0.01012,-0.07419,-0.0031
36,-0.04013,-0.04685,-0.01829,-0.07412,0.05215,0.00617
37,,,,,,
38,-0.07982,0.00339,0.05513,-0.00419,-0.00126,-0.02726
39,-0.04799,-0.00063,0.01019,-0.02976,0.07735,-0.04338
40,0.00481,-0.00138,0.00668,-0.03847,-0.04744,-0.01301
41,-0.04979,-0.06721,0.00965,-0.03962,0.05427,0.00205
42,0.05804,-0.01288,0.00225,0.06118,0.04377,0.04758
43,0.05364,-0.04588,-0.07014,0.00643,-0.01743,0.03745
44,-0.02337,0.06986,-0.06874,0.04732,0.04708,0.00175
45,-0.01947,0.01878,-0.00046,-0.02241,0.03522,0.01607
46,-0.00698,0.01443,0.00308,0.00901,0.01219,0.03598
47,-0.04321,-0.04836,-0.058,0.004,0.05589,0.00677
48,-0.00239,0.07738,-0.03028,0.05146,0.04289,0.06364
49,-0.07111,-0.06652,0.0436,-0.0519,0.03391,-0.08294
50,0.02042,-0.01014,-0.07037,-0.00211,-0.06515,0.05204
51,-0.00319,0.03743,-0.0636,-0.0013,-0.05995,0.09336
52,-0.03539,-0.01669,-0.02322,-0.04369,0.02894,-0.05919
53,0.0457,-0.04092,0.01565,-0.04845,-0.06167,0.016
54,-0.07366,0.00592,0.00109,-0.00159,-0.02771,-0.00544
55,-0.02067,0.0318,-0.00909,-0.06582,0.05364,0.04815
56,,,,,,
57,0.03014,-0.02826,0.03266,-0.01941,-0.00228,-0.02146
58,0.0476,-0.02853,-0.0141,-0.05653,-0.01039,0.01815
59,0.07405,-0.04997,0.02538,-0.05509,-0.04997,0.01525
60,0.03367,0.01419,0.0071,0.02442,0.06342,-0.04707
61,0.01575,-0.0436,-0.01389,0.05952,0.07837,0.11198
62,-0.06253,-0.0023,0.02807,-0.05405,-0.05585,0.05086
63,0.06917,-0.0721,0.02278,-0.07568,-0.02047,0.02193
64,-0.07373,-0.01855,-0.04092,-0.0049,-0.05118,-0.07394
65,-0.05802,0.00378,0.01084,0.00233,0.05845,0.03996
66,-0.01417,0.0674,0.03081,0.03622,-0.05935,-0.0492
67,-0.07863,-0.03943,0.07576,-0.0357,-0.03924,-0.06
68,0.01443,-0.03205,0.05328,0.04304,-0.00314,0.00344
69,-0.01903,0.05344,0.04768,0.01041,-0.02619,-0.06314
70,0.00049,-0.07136,-0.01472,0.00949,0.07634,0.0503
71,-0.0149,0.0387,-0.03106,0.0509,0.0487,-0.01299
72,0.02651,-0.0482,0.00472,-0.03678,-0.03174,-0.02634
73,0.00317,-0.07322,-0.06399,0.0333,-0.00883,0.01912
74,-0.01155,-0.02952,0.00804,-0.03386,0.05004,0.08813
75,,,,,,
76,0.01655,0.06086,-0.00188,-0.07499,-0.06582,0.07778
77,0.03395,-0.00381,0.05561,0.03547,0.0425,0.01392
78,-0.053,0.03314,-0.06595,-0.07872,-0.04181,-0.06119
79,0.00351,-0.05638,-0.03434,0.01334,-0.00043,-0.0531
80,-0.00348,0.06548,-0.02694,0.02856,-0.01868,0.0322
81,0.03923,0.05452,-0.00519,0.06657,0.06003,-0.05071
82,0.07434,0.03688,0.01592,-0.01868,0.07711,0.06742
83,0.03533,0.05192,0.03382,0.02644,0.07004,0.05126
84,-0.05133,0.06936,-0.00162,0.00595,-0.04669,0.01276
85,0.01758,-0.03301,0.0011,-0.04287,0.07093,0.03258
86,-0.06897,0.07119,-0.05617,-0.03471,-0.06281,-0.08116
87,0.02434,0.00516,-0.02694,0.04099,0.02821,0.03972
88,0.00608,0.07603,-0.01001,-0.03478,-0.04974,0.12006
89,0.01841,-0.0615,0.0669,-0.06002,0.07398,-0.01714
90,-0.03763,0.00103,-0.03615,-0.00856,-0.05092,0.03411
91,-0.00504,-0.05092,-0.04632,-0.00459,0.07247,-0.00022
92,-0.04932,0.05406,0.06682,-0.00267,-0.04458,-0.00663
93,-0.06591,0.04307,0.04754,-0.00596,0.06873,-0.02119
94,,,,,,
95,-0.03427,0.01108,0.04961,-0.02789,-0.0013,-0.05551
96,0.00559,0.0278,-0.05613,0.04548,-0.04871,-0.04798
97,0.07641,-0.00537,-0.05043,-0.00313,0.04096,0.02804
98,0.06125,-0.00154,0.05945,0.00592,-0.05876,0.01461
99,0.04781,-0.07003,-0.04534,-0.02513,-0.06969,-0.10702
100,0.03038,0.00384,-0.00639,0.02809,-0.06496,0.00606
101,-0.01404,-0.07662,0.05316,-0.04654,-0.04015,-0.09195
102,0.0367,0.05187,-0.0036,0.01201,0.01973,0.02512
103,0.06709,0.00785,-0.01025,-0.06482,-0.04862,-0.03009
104,0.02039,0.0583,-0.07553,-0.04323,0.00144,-0.02683
105,0.04923,0.02982,0.01565,0.06498,0.02217,0.07363
106,0.03618,-0.05991,-0.06978,0.02457,0.07269,0.01037
107,-0.05343,-0.02016,0.01712,0.04352,0.00901,-0.04022
108,-0.0525,-0.03983,0.03317,0.0342,0.04833,0.04965
109,-0.01261,-0.05141,0.07718,0.0641,0.009,-0.04104
110,0.01015,0.07095,-0.06473,-0.01368,0.06962,-0.03462
111,0.03748,0.00845,-0.02479,-0.01072,-0.02346,-0.04776
