-0.0124404,-0.0141888,-0.0133733,-0.016487,-0.0084945,-0.0080392,-0.0060157,-0.0061071,-0.0111354,-0.013503,-0.0002518,-0.0031553,-0.0133947,-0.0130346,-0.0008672,-0.0013006,-0.0072872,-0.0069932,-0.00864,-0.0066768,-0.009014,-0.0080294,-0.0067074,-0.0068481,-0.0018191,-0.0117418,0.0008565,-0.0034861,-0.0037983,-0.0206024,-0.0220555,-0.017719,-0.0137156,-0.0128169,-0.0096408,-0.0189356,-0.0187353,-0.0164051,-0.0167672,-0.021543,-0.0184943,-0.0182494,-0.0202746,-0.0117807,-0.0125398,0.007183,0.00305,-0.0099893,-0.0114637,-0.0147461,-0.0080348,-0.007034,-0.0085663,-0.0180433,-0.0177736,-0.0170044,-0.0128411,-0.0108433,-0.0134641,-0.0093935,-0.011369,-0.0064648,-0.0089266,-0.015988,-0.0141225,-0.0180586,-0.0139177,-0.0128534,-0.013614,-0.0115709,-0.0067864,-0.0106979,-0.0066873,-0.0078801,0.0102019,-0.0050331,0.0155582,-0.0071361,0.0051164,-0.0037009,target_O1,target_O2,target_O3,target_O4
0.53431,0.53981,0.51603,0.510934,0.582073,0.597525,0.583012,0.594016,0.546002,0.538221,0.643526,0.637247,0.541306,0.550147,0.636526,0.656403,0.573724,0.593559,0.57927,0.604551,0.588172,0.60828,0.612658,0.588277,0.587974,0.565227,0.657883,0.635954,0.623267,0.509074,0.508659,0.529238,0.56398,0.597296,0.593291,0.504414,0.500272,0.506922,0.514058,0.488051,0.490544,0.488735,0.48645,0.530027,0.516499,0.573491,0.578293,0.539,0.532444,0.529029,0.556621,0.557289,0.570417,0.483115,0.481695,0.523907,0.578367,0.568577,0.568268,0.567213,0.526185,0.564584,0.568371,0.536007,0.544564,0.507635,0.548382,0.530732,0.543058,0.526181,0.584648,0.557911,0.506266,0.496927,0.65264,0.549056,0.663062,0.551904,0.55378,0.568475,0.0008,-0.00283,-0.00101,-0.00182
0.477239,0.481909,0.462483,0.456468,0.521238,0.534302,0.52036,0.530618,0.485648,0.480933,0.576913,0.569122,0.482255,0.491081,0.568025,0.585612,0.513709,0.531522,0.519788,0.542002,0.524507,0.542352,0.547954,0.525625,0.529034,0.505932,0.584587,0.565804,0.555969,0.456517,0.455172,0.471098,0.505924,0.534907,0.531229,0.452945,0.447944,0.45375,0.46008,0.43555,0.439561,0.438201,0.43761,0.475638,0.462394,0.515911,0.520979,0.483149,0.475629,0.473436,0.50013,0.501069,0.512076,0.430565,0.429026,0.467646,0.512266,0.509072,0.508288,0.507586,0.468274,0.505217,0.508729,0.476515,0.486409,0.453011,0.493427,0.474373,0.487948,0.470145,0.522428,0.498242,0.455939,0.444896,0.591716,0.49325,0.601115,0.498084,0.500554,0.51207,0.01316,0.01133,0.01182,0.01182
0.086789,0.085312,0.08175,0.075927,0.101685,0.103381,0.10187,0.103466,0.088024,0.084641,0.122982,0.116523,0.086107,0.092019,0.118384,0.121309,0.100913,0.104736,0.103387,0.107232,0.100471,0.104046,0.106014,0.101674,0.108919,0.096066,0.119997,0.113073,0.112269,0.075545,0.074308,0.080426,0.096091,0.099818,0.105409,0.076271,0.07468,0.078175,0.078323,0.067081,0.070685,0.073043,0.070341,0.083773,0.080011,0.103114,0.101928,0.090648,0.086059,0.084033,0.095608,0.096884,0.098039,0.069529,0.069438,0.0791,0.090021,0.095332,0.092905,0.095663,0.083188,0.09822,0.096362,0.080999,0.087063,0.074868,0.085644,0.082271,0.086992,0.084978,0.092792,0.083659,0.082114,0.078482,0.136643,0.098582,0.141572,0.099986,0.107033,0.105343,0.03068,0.03059,0.02949,0.03019
0.474859,0.47991,0.461686,0.455669,0.519977,0.532803,0.519406,0.529894,0.485616,0.480229,0.575044,0.567799,0.480185,0.489135,0.566085,0.584501,0.513231,0.531733,0.518697,0.54039,0.523511,0.542011,0.54738,0.52424,0.528519,0.505113,0.583993,0.564331,0.55482,0.455362,0.454366,0.469057,0.504822,0.533188,0.529427,0.451519,0.446557,0.452638,0.458891,0.435276,0.439359,0.437606,0.436818,0.475648,0.462648,0.515263,0.520727,0.482832,0.475403,0.473288,0.50007,0.500578,0.511915,0.431965,0.430495,0.46595,0.5117,0.507624,0.506894,0.506332,0.467546,0.504187,0.507635,0.475816,0.484857,0.451986,0.494441,0.475404,0.485454,0.468095,0.523105,0.498098,0.454708,0.444428,0.590493,0.491658,0.599743,0.496209,0.499706,0.510602,-0.00911,-0.01298,-0.01127,-0.01197
0.055161,0.053523,0.051376,0.046611,0.066727,0.067876,0.06785,0.068547,0.056652,0.053534,0.083983,0.078738,0.055091,0.059432,0.080777,0.082501,0.066654,0.069572,0.067925,0.071295,0.065898,0.068374,0.07068,0.067722,0.074015,0.062047,0.082204,0.076493,0.075478,0.045376,0.043612,0.049347,0.061307,0.063562,0.068827,0.045965,0.044923,0.048408,0.048305,0.038679,0.041984,0.043896,0.041468,0.052997,0.050383,0.070677,0.068798,0.05889,0.055365,0.052831,0.062804,0.063863,0.064324,0.04214,0.042208,0.048722,0.05733,0.061804,0.059618,0.062954,0.053556,0.065133,0.062969,0.050687,0.055107,0.045409,0.053631,0.051721,0.054954,0.05447,0.060613,0.053127,0.053052,0.050449,0.096658,0.065593,0.100899,0.066624,0.074309,0.07135,0.13244,0.13509,0.13493,0.13472
0.050978,0.049307,0.047248,0.042445,0.061761,0.062794,0.062817,0.063574,0.051865,0.049003,0.078079,0.073178,0.050375,0.054515,0.075452,0.077097,0.061736,0.064331,0.063005,0.066317,0.060943,0.063254,0.065171,0.062447,0.068938,0.057377,0.076515,0.070857,0.070299,0.041185,0.039898,0.04495,0.05685,0.059159,0.063934,0.042062,0.041143,0.044214,0.044034,0.034913,0.038017,0.039923,0.037592,0.048084,0.045545,0.064825,0.062887,0.053897,0.050559,0.048108,0.057831,0.058857,0.059014,0.037408,0.037715,0.043994,0.052019,0.056752,0.054197,0.057327,0.048676,0.060052,0.05773,0.045659,0.050265,0.041218,0.048775,0.046768,0.050059,0.049597,0.055533,0.048344,0.049014,0.046139,0.089806,0.060007,0.094194,0.060952,0.068854,0.065222,0.05671,0.05789,0.05652,0.05728
0.250229,0.251442,0.239719,0.232291,0.283179,0.289394,0.279431,0.287459,0.256936,0.250037,0.324844,0.312999,0.250059,0.260508,0.314295,0.323715,0.278241,0.288726,0.28345,0.293736,0.281073,0.292369,0.296111,0.282321,0.289746,0.270326,0.322791,0.308474,0.304965,0.232456,0.232625,0.245404,0.271589,0.288282,0.289894,0.232144,0.230105,0.23313,0.236428,0.217518,0.221828,0.225233,0.221287,0.248245,0.239883,0.280178,0.280351,0.257208,0.249724,0.248466,0.265961,0.26836,0.275959,0.218074,0.216043,0.238495,0.266626,0.271419,0.267616,0.26803,0.241942,0.271892,0.271847,0.244144,0.254105,0.229866,0.257107,0.249059,0.254126,0.245821,0.272231,0.254906,0.236195,0.23102,0.346601,0.271557,0.35332,0.2724,0.278234,0.28467,0.02584,0.02307,0.0248,0.02403
0.337349,0.339502,0.325092,0.316807,0.373976,0.382679,0.370582,0.378239,0.341503,0.338009,0.419911,0.408938,0.339853,0.349344,0.408793,0.420654,0.367103,0.380048,0.372762,0.386961,0.37075,0.384883,0.390168,0.373905,0.3816,0.359266,0.418337,0.404553,0.39669,0.319376,0.317616,0.330147,0.362341,0.381753,0.382145,0.318504,0.31399,0.317596,0.321774,0.30046,0.305327,0.306414,0.305288,0.335906,0.323841,0.37051,0.373406,0.342126,0.333763,0.334332,0.356342,0.35781,0.365771,0.29846,0.296842,0.32772,0.35953,0.362173,0.360544,0.359995,0.327425,0.35996,0.361956,0.333135,0.343804,0.315181,0.345622,0.33046,0.346374,0.332609,0.365687,0.345538,0.322769,0.312189,0.436455,0.355992,0.446976,0.359466,0.363942,0.370963,0.03567,0.03375,0.03498,0.03446
0.434551,0.438853,0.420032,0.413498,0.477675,0.489458,0.475752,0.486431,0.443072,0.43745,0.531591,0.52216,0.437321,0.446632,0.522355,0.538738,0.470236,0.487196,0.476487,0.496595,0.479678,0.496913,0.501405,0.480191,0.484614,0.462118,0.537943,0.519143,0.511032,0.413374,0.413178,0.428426,0.462555,0.490969,0.487039,0.410543,0.406528,0.410991,0.417108,0.393227,0.396976,0.396726,0.395261,0.431781,0.419125,0.471485,0.475371,0.440074,0.432268,0.430427,0.455441,0.456722,0.467435,0.387981,0.38654,0.42272,0.465346,0.464059,0.46199,0.460798,0.424376,0.461651,0.464353,0.431468,0.442159,0.410369,0.448029,0.430893,0.443176,0.426831,0.474643,0.451307,0.413251,0.403064,0.547495,0.451195,0.556813,0.454746,0.457999,0.468914,0.02028,0.01912,0.01917,0.01941
