,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.14375,0.06451,0.13782,0.28013,0.06351,0.04946,0.13466,0.1955,0.26328,0.05744,0.13672,0.08455,0.2321,0.05728,0.2563,0.17294
1,0.18916,0.15104,0.19457,0.24936,0.15594,0.15985,0.07898,0.17365,0.19448,0.15635,0.1163,0.1967,0.17358,0.15987,0.10078,0.0452
2,0.09498,0.12535,0.10215,0.14696,0.09558,0.0733,0.20329,0.13282,0.10839,0.09892,0.10121,0.09165,0.07827,0.05322,0.10326,0.05044
3,0.09864,0.06713,0.16863,0.09125,0.05093,0.10156,0.17998,0.09257,0.10879,0.04376,0.07191,0.06498,0.0558,0.0436,0.17667,0.16704
4,0.32945,0.15576,0.38266,0.02949,0.23077,0.14219,0.03338,0.33637,0.43131,0.10302,0.30763,0.18354,0.17655,0.1838,0.42675,0.39348
5,0.11387,0.15104,0.15566,0.20479,0.06917,0.12541,0.17351,0.14892,0.18176,0.08843,0.08079,0.12694,0.08963,0.07138,0.16547,0.13036
6,0.4837,0.37708,0.30808,0.24883,0.32258,0.34973,0.29133,0.38697,0.31793,0.31042,0.33337,0.41087,0.34939,0.52234,0.34463,0.48126
7,0.09903,0.06084,0.05999,0.11035,0.04276,0.04416,0.09452,0.07072,0.09902,0.06518,0.04794,0.10598,0.03432,0.06882,0.05723,0.12577
8,0.0838,0.04458,0.05027,0.0695,0.03207,0.04239,0.05309,0.08797,0.11856,0.03054,0.02787,0.04891,0.04914,0.0218,0.07465,0.06048
9,0.07658,0.08496,0.03081,0.09444,0.05722,0.03268,0.09841,0.09315,0.07623,0.04832,0.09943,0.07593,0.12716,0.04317,0.09829,0.09149
10,0.11872,0.15681,0.21079,0.17084,0.07294,0.0998,0.13596,0.10062,0.10228,0.08205,0.11053,0.12449,0.16593,0.09147,0.10949,0.12053
11,0.08152,0.07814,0.13782,0.15545,0.0698,0.06094,0.0997,0.09602,0.09587,0.09071,0.07324,0.08315,0.0363,0.04958,0.09207,0.06376
12,,,,,,,,,,,,,,,,
13,0.03384,0.01731,0.05513,0.0955,0.04716,0.03003,0.01554,0.03277,0.02626,0.01823,0.02787,0.03261,0.03012,0.01517,0.01866,0.03166
14,0.07578,0.08339,0.02919,0.07268,0.11633,0.12011,0.09582,0.06497,0.06391,0.09162,0.11808,0.12904,0.07679,0.0306,0.07216,0.07162
15,0.07855,0.13059,0.08918,0.13104,0.12639,0.068,0.08416,0.0667,0.05669,0.17595,0.05105,0.06545,0.05679,0.08335,0.0535,0.06245
16,0.10339,0.05717,0.16701,0.0817,0.03773,0.03542,0.03108,0.1012,0.08712,0.04285,0.03818,0.07849,0.04148,0.02629,0.03342,0.01594
17,0.08677,0.08129,0.03896,0.02918,0.07043,0.17045,0.13078,0.04312,0.07918,0.05197,0.07946,0.0743,0.02593,0.06454,0.15801,0.09455
18,0.04521,0.09702,0.03896,0.04616,0.08929,0.03542,0.03338,0.0552,0.03633,0.08387,0.04883,0.02788,0.03556,0.11135,0.03342,0.02336
19,0.0557,0.05297,0.0454,0.07428,0.06099,0.04857,0.03884,0.05002,0.05801,0.05516,0.06525,0.05089,0.04494,0.06775,0.0311,0.03909
20,0.07737,0.07447,0.03896,0.16394,0.04653,0.05917,0.11006,0.06267,0.1151,0.0588,0.03995,0.07162,0.14815,0.03484,0.08709,0.09892
21,0.09814,0.08916,0.06324,0.09762,0.06288,0.1104,0.04402,0.10465,0.07419,0.07293,0.15403,0.0849,0.10272,0.0306,0.11073,0.06223
22,0.07351,0.06346,0.03896,0.07587,0.07734,0.06624,0.0751,0.069,0.03603,0.07293,0.16025,0.09573,0.12889,0.03911,0.07963,0.08385
23,0.10744,0.13688,0.10215,0.09072,0.07043,0.15632,0.09841,0.10292,0.0922,0.13949,0.08523,0.10365,0.16939,0.18573,0.08709,0.08079
24,0.0278,0.03461,0.03896,0.04669,0.03207,0.13336,0.03338,0.0391,0.08274,0.04148,0.05016,0.05555,0.07185,0.07395,0.02115,0.02904
25,,,,,,,,,,,,,,,,
26,0.05867,0.0278,0.0908,0.10505,0.02327,0.03542,0.11006,0.0506,0.04651,0.03328,0.02787,0.06417,0.09161,0.0306,0.04479,0.06944
27,0.07549,0.05507,0.03896,0.0817,0.11004,0.06535,0.08028,0.06267,0.06992,0.09026,0.05948,0.05567,0.10173,0.0306,0.10326,0.05088
28,0.05847,0.03881,0.05351,0.05624,0.08426,0.10421,0.03496,0.04312,0.04966,0.0506,0.0293,0.0552,0.02642,0.04125,0.02862,0.03232
29,0.06273,0.05454,0.06648,0.06579,0.04024,0.04504,0.08934,0.04657,0.04966,0.05607,0.11852,0.05357,0.1084,0.0374,0.02239,0.06311
30,0.0368,0.05874,0.03896,0.04457,0.03858,0.0627,0.07122,0.0437,0.04234,0.08387,0.04528,0.04006,0.06642,0.03954,0.03732,0.06398
31,0.03433,0.06241,0.01784,0.04032,0.05533,0.07595,0.06086,0.03392,0.03165,0.03282,0.03285,0.06929,0.02938,0.028,0.0535,0.0428
32,0.05323,0.06136,0.08107,0.10664,0.05533,0.03542,0.04791,0.05175,0.06218,0.05607,0.04395,0.08886,0.07778,0.04061,0.07465,0.03184
33,0.08014,0.08286,0.03405,0.12096,0.14777,0.09362,0.0492,0.07475,0.05109,0.08479,0.06792,0.11797,0.10395,0.1013,0.04852,0.02882
34,0.06263,0.07238,0.03896,0.03873,0.05471,0.11658,0.03496,0.02932,0.05089,0.05835,0.06481,0.13323,0.03361,0.04296,0.04728,0.04258
35,0.03265,0.06556,0.08756,0.04404,0.03858,0.04151,0.06992,0.05405,0.06483,0.0506,0.03862,0.0389,0.0321,0.04317,0.07714,0.01878
36,0.03433,0.03094,0.04216,0.1146,0.02012,0.0627,0.06086,0.04025,0.03918,0.04194,0.05549,0.04973,0.10692,0.03697,0.06096,0.05415
37,0.0373,0.07972,0.02594,0.03767,0.04905,0.03542,0.03338,0.04025,0.03073,0.06291,0.04173,0.02958,0.06173,0.02843,0.05723,0.08385
38,,,,,,,,,,,,,,,,
39,0.01761,0.03986,0.00811,0.02441,0.02704,0.01943,0.0246,0.01782,0.01313,0.03145,0.01598,0.01724,0.0242,0.0094,0.01493,0.00524
40,0.02988,0.01836,0.05189,0.03395,0.04905,0.04328,0.03755,0.0253,0.03338,0.02553,0.04261,0.01479,0.02593,0.05557,0.03608,0.07249
41,0.02018,0.03776,0.01784,0.0191,0.01824,0.03542,0.01942,0.02702,0.01506,0.0506,0.02787,0.02387,0.02642,0.04574,0.01617,0.01834
42,0.02543,0.01993,0.04054,0.03236,0.05722,0.02561,0.03496,0.02185,0.03623,0.05151,0.02131,0.03715,0.02049,0.0306,0.01991,0.02467
43,0.03126,0.02413,0.03896,0.03661,0.02075,0.01148,0.02331,0.02645,0.03023,0.04285,0.01598,0.03086,0.01951,0.01517,0.01493,0.03184
44,0.01177,0.01468,0.01946,0.02441,0.03858,0.02649,0.01424,0.01207,0.00804,0.01732,0.01642,0.02015,0.02494,0.01346,0.03342,0.02315
