,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0.056217,0.054576,0.052365,0.047592,0.067927,0.069112,0.069037,0.069777,0.057769,0.05461,0.085401,0.08005,0.056161,0.060567,0.082085,0.083826,0.067836,0.070793,0.069146,0.072515,0.067118,0.069617,0.071925,0.068909,0.075192,0.063215,0.083574,0.077833,0.076776,0.046355,0.044569,0.050482,0.062435,0.064775,0.070054,0.046921,0.045888,0.049385,0.049302,0.039578,0.042885,0.044817,0.04236,0.054031,0.051422,0.071856,0.069951,0.059982,0.056432,0.053887,0.063884,0.06497,0.065472,0.043087,0.043139,0.049744,0.058511,0.062931,0.060768,0.064118,0.054625,0.066279,0.064125,0.051779,0.05621,0.046421,0.054697,0.052812,0.056038,0.05554,0.061696,0.054157,0.053972,0.051415,0.098182,0.066793,0.102378,0.067831,0.075449,0.072666
1,0.063163,0.061558,0.059046,0.054304,0.076462,0.077684,0.07758,0.07886,0.065895,0.062229,0.095541,0.089238,0.063039,0.067814,0.091533,0.093296,0.076262,0.079504,0.078177,0.081112,0.076132,0.07884,0.080517,0.077346,0.083619,0.071804,0.093976,0.087927,0.086625,0.052461,0.050691,0.058575,0.070183,0.073735,0.078811,0.052973,0.051923,0.055617,0.055657,0.04524,0.048332,0.050443,0.047845,0.061024,0.058706,0.080478,0.078269,0.067777,0.06395,0.061276,0.071136,0.072529,0.073338,0.049228,0.049202,0.056007,0.066531,0.070621,0.068511,0.07182,0.062157,0.074395,0.072244,0.05921,0.063819,0.053559,0.062384,0.06094,0.063088,0.0625,0.069106,0.061371,0.060049,0.058043,0.109645,0.074788,0.113058,0.076053,0.083041,0.081819
2,0.063146,0.06153,0.058919,0.054101,0.075807,0.077088,0.076814,0.077819,0.065085,0.061691,0.094503,0.088744,0.063262,0.06803,0.090597,0.092516,0.075546,0.078784,0.077088,0.080505,0.075005,0.077701,0.080106,0.076823,0.083086,0.070821,0.092565,0.086604,0.085231,0.052832,0.051024,0.057824,0.069958,0.072747,0.078179,0.053384,0.052273,0.055901,0.055928,0.045646,0.048958,0.051078,0.048443,0.060954,0.058326,0.079488,0.07757,0.067251,0.063466,0.060963,0.071093,0.072348,0.073138,0.049473,0.049426,0.056492,0.06621,0.070516,0.068415,0.071774,0.061629,0.07384,0.071747,0.05899,0.063528,0.053037,0.061747,0.059894,0.063251,0.062577,0.068985,0.061122,0.060229,0.057903,0.10786,0.074523,0.111975,0.075752,0.082975,0.081067
3,0.05209,0.050427,0.0483,0.043472,0.062992,0.064043,0.064016,0.064801,0.052966,0.050093,0.07947,0.074516,0.05147,0.055674,0.076784,0.078469,0.062941,0.065564,0.064252,0.067583,0.062162,0.064505,0.066417,0.063653,0.070168,0.058571,0.077861,0.07216,0.0716,0.042246,0.040972,0.046044,0.05809,0.060442,0.065227,0.043122,0.042184,0.045262,0.045084,0.035905,0.039013,0.040926,0.03859,0.049158,0.04657,0.06596,0.064052,0.055002,0.051622,0.049192,0.05897,0.060003,0.06019,0.038353,0.038652,0.045054,0.053161,0.057924,0.055367,0.058468,0.049706,0.061206,0.058888,0.046722,0.051381,0.042234,0.049878,0.047815,0.051175,0.050671,0.056632,0.049387,0.050003,0.047103,0.091203,0.061162,0.095612,0.062123,0.06998,0.066413
4,0.052834,0.051169,0.049231,0.044469,0.064054,0.06516,0.065235,0.065864,0.054208,0.051184,0.080822,0.075794,0.05265,0.056851,0.077857,0.079563,0.064078,0.066914,0.065281,0.068635,0.063282,0.065668,0.067914,0.065053,0.071434,0.059553,0.079169,0.073516,0.072666,0.0432,0.041506,0.046887,0.058782,0.06091,0.066098,0.043835,0.042799,0.046252,0.046074,0.03669,0.03997,0.041819,0.039445,0.05065,0.048053,0.067967,0.066109,0.056451,0.052985,0.050472,0.06039,0.061378,0.06173,0.040036,0.040149,0.046383,0.054685,0.059215,0.057003,0.060339,0.051211,0.062581,0.060376,0.048221,0.052613,0.04323,0.051304,0.049346,0.052491,0.051996,0.058194,0.050857,0.050981,0.0483,0.09333,0.062885,0.097592,0.063882,0.071725,0.0684
5,0.054758,0.053109,0.050833,0.04593,0.065947,0.067039,0.066907,0.067745,0.055626,0.052713,0.082793,0.077742,0.054119,0.058469,0.079982,0.081765,0.065818,0.068542,0.067248,0.07062,0.065074,0.067504,0.069417,0.066546,0.073133,0.061431,0.081089,0.075292,0.074731,0.04479,0.043544,0.04868,0.061047,0.063511,0.068328,0.045677,0.044693,0.047764,0.047617,0.038271,0.041426,0.043379,0.041015,0.051767,0.049072,0.068739,0.066909,0.057688,0.054213,0.051822,0.061749,0.062799,0.063052,0.040669,0.040937,0.047645,0.055945,0.060781,0.058208,0.061262,0.052225,0.064014,0.061728,0.049303,0.054103,0.044715,0.05256,0.050376,0.053925,0.053283,0.059314,0.051927,0.052425,0.049433,0.094608,0.063967,0.099062,0.064977,0.072748,0.069319
6,0.056368,0.05473,0.05237,0.047416,0.067734,0.068857,0.068645,0.069519,0.057229,0.054293,0.084799,0.079683,0.05572,0.060161,0.08191,0.083754,0.06756,0.070338,0.069055,0.072449,0.06683,0.069312,0.071233,0.068288,0.074917,0.063157,0.08304,0.077177,0.076607,0.046335,0.045097,0.05027,0.062831,0.065352,0.070201,0.04722,0.046205,0.049285,0.049147,0.039709,0.042882,0.044847,0.042473,0.053345,0.050583,0.070425,0.06863,0.059309,0.055771,0.05341,0.063426,0.06448,0.064774,0.042075,0.042328,0.049208,0.057623,0.062499,0.059918,0.062948,0.053745,0.065704,0.063431,0.050867,0.055736,0.046209,0.054182,0.051924,0.055572,0.054852,0.060928,0.05346,0.053879,0.050845,0.09666,0.065663,0.101144,0.066701,0.074417,0.071086
7,0.055645,0.054005,0.051832,0.047062,0.067278,0.06844,0.068393,0.06911,0.057165,0.054027,0.084636,0.07934,0.055582,0.059954,0.081374,0.08311,0.067197,0.070129,0.068486,0.071857,0.066459,0.068938,0.071249,0.068265,0.074557,0.062579,0.08283,0.07711,0.076071,0.045826,0.044047,0.049869,0.061824,0.064119,0.069389,0.046403,0.045362,0.048855,0.048761,0.039092,0.042395,0.044311,0.041868,0.053469,0.050851,0.071216,0.069322,0.059386,0.05585,0.053313,0.063289,0.064363,0.064845,0.04257,0.04263,0.049185,0.05787,0.062315,0.060147,0.063485,0.054042,0.06565,0.063491,0.051184,0.055608,0.045865,0.054111,0.052212,0.055445,0.054959,0.061102,0.05359,0.053468,0.050881,0.097356,0.066137,0.101567,0.067176,0.074827,0.071951
8,0.058486,0.056842,0.054416,0.049821,0.071189,0.072372,0.072359,0.07356,0.061054,0.057477,0.089702,0.083487,0.058318,0.062874,0.085909,0.08745,0.071062,0.074081,0.072794,0.075658,0.070845,0.073402,0.075036,0.07212,0.078268,0.066617,0.088232,0.082315,0.081087,0.047908,0.046139,0.054003,0.065,0.068429,0.073387,0.048467,0.047537,0.051077,0.051105,0.040993,0.044005,0.046097,0.043509,0.056311,0.054146,0.075546,0.073179,0.062846,0.059206,0.05647,0.066066,0.067456,0.068102,0.044846,0.044908,0.051412,0.061542,0.065524,0.063334,0.066662,0.057526,0.069317,0.067131,0.05451,0.058938,0.049102,0.057417,0.056195,0.058254,0.057873,0.064012,0.056586,0.055676,0.053765,0.103395,0.069774,0.106837,0.070865,0.07793,0.076573
9,0.053321,0.051663,0.049472,0.044603,0.064357,0.065422,0.065349,0.066161,0.054185,0.051301,0.08101,0.076002,0.052689,0.05696,0.07826,0.079988,0.06427,0.066937,0.065635,0.068982,0.063507,0.065889,0.067801,0.064988,0.071534,0.05989,0.079353,0.073601,0.073045,0.043423,0.042156,0.047263,0.059455,0.061858,0.066659,0.044298,0.043341,0.046416,0.046252,0.036995,0.04013,0.04206,0.039712,0.050364,0.04773,0.067247,0.065369,0.056243,0.052816,0.050409,0.060254,0.061295,0.061516,0.039416,0.039707,0.046251,0.054444,0.059242,0.056679,0.059757,0.050868,0.062504,0.060202,0.047913,0.052641,0.043378,0.051115,0.048996,0.052444,0.051879,0.057873,0.050562,0.051122,0.048181,0.092777,0.062455,0.097211,0.063435,0.071255,0.067756
