,0,1,2,3
0,0.05944,0.06066,0.05929,0.06005
1,0.05743,0.05867,0.05718,0.05801
2,0.04182,0.04065,0.04127,0.04101
3,0.16517,0.16856,0.16867,0.16815
4,-0.00493,-0.00885,-0.00695,-0.00782
5,0.03925,0.03788,0.03856,0.03828
6,0.063,0.06225,0.06339,0.06295
7,0.13244,0.13509,0.13493,0.13472
8,0.16228,0.1661,0.16537,0.16528
9,0.06379,0.06302,0.06422,0.06375
10,0.05674,0.0558,0.05685,0.05647
11,0.05344,0.05204,0.05357,0.05293
12,0.03925,0.03744,0.03882,0.03829
13,0.16862,0.17251,0.17195,0.17174
14,0.01126,0.00885,0.00968,0.00943
15,0.02955,0.02822,0.02823,0.0282
16,0.05896,0.06015,0.05884,0.05956
17,0.02389,0.02189,0.02276,0.02243
18,0.07188,0.07331,0.07204,0.07263
19,0.05927,0.05812,0.05959,0.05898
20,0.03032,0.02898,0.02902,0.02898
21,0.06274,0.06182,0.06316,0.06262
22,0.0462,0.04457,0.04606,0.04546
23,0.12686,0.12962,0.12874,0.12889
24,,,,
25,0.00522,0.0027,0.00358,0.00337
26,0.15477,0.15837,0.15761,0.15757
27,0.0116,0.00952,0.0102,0.01009
28,0.00618,0.00379,0.0046,0.00442
29,0.01276,0.01077,0.0114,0.01131
30,0.17242,0.17621,0.17594,0.17556
31,0.08856,0.09012,0.08941,0.08966
32,0.04999,0.05105,0.04948,0.05038
33,-0.0044,-0.00829,-0.0064,-0.00726
34,0.14647,0.14975,0.14902,0.149
35,0.0103,0.00814,0.00885,0.00873
36,0.00759,0.00526,0.00605,0.00588
37,0.03302,0.03175,0.03184,0.03178
38,0.09164,0.09318,0.09262,0.09278
39,0.00652,0.00422,0.00497,0.00481
40,0.08695,0.08851,0.08773,0.08803
41,0.05214,0.0533,0.05169,0.0526
42,0.0146,0.01276,0.01331,0.01326
43,0.01378,0.01188,0.01246,0.0124
44,0.00397,0.00134,0.00228,0.00203
45,0.00543,0.0031,0.00382,0.00368
46,0.00478,0.00233,0.00314,0.00294
47,0.00897,0.00672,0.00748,0.00733
48,0.00636,0.00394,0.00476,0.00457
49,,,,
50,0.00558,0.00293,0.00362,0.00342
51,0.10791,0.10972,0.10953,0.10942
52,0.01513,0.01333,0.01386,0.01382
53,0.04824,0.04916,0.04767,0.04853
54,0.08393,0.08521,0.08462,0.08484
55,0.1017,0.10335,0.10308,0.10305
56,-0.0046,-0.00848,-0.0066,-0.00746
57,0.01533,0.01356,0.01407,0.01405
58,-0.00024,-0.0033,-0.00208,-0.00249
59,0.0854,0.0868,0.08613,0.08639
60,0.02234,0.02166,0.02082,0.02141
61,0.00924,0.00711,0.0076,0.00758
62,0.00261,-0.00015,0.00087,0.00058
63,0.01712,0.01614,0.01552,0.01601
64,0.00177,-0.00175,1e-05,-0.00077
65,0.00043,-0.00318,-0.00137,-0.00218
66,0.02096,0.01941,0.01979,0.0198
67,0.01171,0.00992,0.01018,0.01029
68,0.02621,0.02577,0.02484,0.02546
69,0.01115,0.00953,0.00933,0.00962
70,0.00121,-0.00236,-0.00058,-0.00137
71,0.01518,0.01343,0.01391,0.01391
72,0.04511,0.04425,0.04442,0.04431
73,0.05084,0.04979,0.05071,0.05041
74,,,,
75,0.03034,0.02941,0.02934,0.02956
76,0.03804,0.03644,0.03732,0.03695
77,0.05508,0.05515,0.05505,0.05528
78,0.04453,0.04517,0.04384,0.04461
79,0.05714,0.0572,0.05721,0.05737
80,0.02709,0.0264,0.02624,0.02662
81,0.05228,0.05226,0.05211,0.05237
82,0.05545,0.05476,0.05516,0.05491
83,0.02145,0.02017,0.0204,0.02055
84,0.05651,0.0566,0.05655,0.05675
85,0.04197,0.04149,0.04133,0.04159
86,0.02189,0.01927,0.02075,0.02015
87,0.08603,0.08752,0.08677,0.08707
88,0.02962,0.02858,0.02859,0.02875
89,0.03176,0.03078,0.03072,0.03091
90,-0.00653,-0.01045,-0.00861,-0.00944
91,0.02841,0.02736,0.02733,0.02751
92,0.08167,0.08281,0.08229,0.08248
93,0.05768,0.05773,0.05776,0.05791
94,0.01308,0.00976,0.01167,0.01071
95,0.03948,0.03987,0.0386,0.03936
96,0.02777,0.0266,0.02663,0.02677
97,0.02679,0.02609,0.02594,0.0263
98,0.00418,0.00127,0.00235,0.00202
99,,,,
100,0.03068,0.03059,0.02949,0.03019
101,0.02369,0.02089,0.0226,0.02183
102,0.03558,0.0337,0.03479,0.03432
103,0.02958,0.02829,0.02823,0.02823
104,-0.00777,-0.01173,-0.00988,-0.01071
105,0.03531,0.03363,0.03457,0.03419
106,0.06777,0.06723,0.06792,0.06746
107,-0.00859,-0.01261,-0.01077,-0.01159
108,-0.00898,-0.013,-0.01115,-0.01197
109,0.03694,0.03722,0.03597,0.03673
110,0.0465,0.04728,0.04588,0.04669
111,0.01903,0.01638,0.01777,0.01722
112,-0.00873,-0.01275,-0.01091,-0.01172
113,-0.00764,-0.01159,-0.00975,-0.01056
114,0.03704,0.03539,0.03633,0.03594
115,0.02587,0.02317,0.02484,0.0241
116,0.03837,0.0364,0.0377,0.0371
117,0.01094,0.00809,0.00934,0.00886
118,0.04528,0.0432,0.04492,0.04406
119,0.04986,0.0491,0.04936,0.04919
120,0.07496,0.07572,0.07533,0.07545
121,0.01955,0.01818,0.01843,0.01857
122,0.01843,0.01702,0.01725,0.01741
123,0.05324,0.05266,0.05322,0.05302
124,,,,
125,0.03249,0.03253,0.03136,0.03208
126,0.07329,0.07347,0.07351,0.07336
127,-0.00976,-0.01379,-0.01195,-0.01275
128,-0.00847,-0.01247,-0.01063,-0.01146
129,0.09684,0.0991,0.09776,0.09829
130,-0.00836,-0.01234,-0.01051,-0.01133
131,0.02283,0.02159,0.02178,0.02193
132,0.02028,0.01912,0.01917,0.01941
133,-0.008,-0.01196,-0.01011,-0.01094
134,-0.00812,-0.01208,-0.01025,-0.01106
135,0.07093,0.0712,0.0711,0.07104
136,-0.00683,-0.01076,-0.00892,-0.00974
137,0.02163,0.02055,0.02057,0.02083
138,-0.00788,-0.01184,-0.01,-0.01083
139,0.0767,0.07669,0.07705,0.07671
140,-0.00824,-0.01221,-0.01038,-0.0112
141,0.07134,0.0717,0.07157,0.07154
142,0.07079,0.07112,0.07099,0.07096
143,-0.00973,-0.01376,-0.01191,-0.01272
144,0.02446,0.02326,0.02347,0.02362
145,0.07183,0.07206,0.07201,0.07191
146,0.00501,0.00211,0.00323,0.00287
147,-0.00969,-0.01372,-0.01187,-0.01267
148,0.0288,0.0275,0.02743,0.02743
149,,,,
150,0.00565,0.00333,0.00365,0.00366
151,0.01613,0.01329,0.01473,0.01414
152,-0.00668,-0.01061,-0.00877,-0.00959
153,0.04281,0.04087,0.04231,0.04164
154,0.02901,0.02768,0.02766,0.02764
155,-0.00697,-0.01091,-0.00906,-0.00988
156,0.08983,0.0919,0.09055,0.09112
157,-0.00977,-0.0138,-0.01196,-0.01276
158,0.05053,0.05149,0.05005,0.05083
159,0.03942,0.03738,0.03883,0.03812
160,-0.00965,-0.01368,-0.01183,-0.01263
161,0.01807,0.01517,0.01674,0.01606
162,0.03803,0.03603,0.0374,0.03674
163,0.0311,0.03071,0.03038,0.03084
164,0.02656,0.02546,0.02564,0.0258
165,0.02981,0.02937,0.02904,0.02951
166,0.02011,0.01726,0.01887,0.01817
167,0.05082,0.05186,0.05037,0.05118
168,0.05208,0.05318,0.05169,0.05251
169,0.03318,0.03278,0.03256,0.03296
170,0.00988,0.00713,0.0082,0.00783
171,0.0803,0.08199,0.08075,0.08129
172,0.01435,0.01146,0.01288,0.01229
173,0.0331,0.0326,0.03247,0.03282
174,,,,
