,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0.384871,0.388689,0.369064,0.361744,0.425046,0.436459,0.420622,0.430457,0.390304,0.38492,0.475632,0.463948,0.38543,0.395336,0.46597,0.480012,0.416566,0.431495,0.42295,0.439547,0.423746,0.439921,0.442919,0.423597,0.429532,0.408272,0.478452,0.46061,0.454245,0.364242,0.364551,0.379006,0.412518,0.439326,0.43474,0.362459,0.35973,0.359955,0.365604,0.344179,0.347878,0.349233,0.347352,0.379962,0.366775,0.417652,0.420054,0.386517,0.378874,0.379239,0.401591,0.403244,0.413056,0.335968,0.334309,0.372415,0.409709,0.410375,0.406649,0.404357,0.370331,0.408554,0.410233,0.377721,0.389291,0.360016,0.392079,0.37636,0.391065,0.376751,0.413617,0.390828,0.363909,0.353279,0.488805,0.400918,0.499516,0.401463,0.405606,0.416006
1,0.605889,0.612911,0.586093,0.581608,0.651743,0.668962,0.653299,0.663125,0.614104,0.608597,0.71289,0.711472,0.614253,0.622498,0.70655,0.729362,0.642441,0.662404,0.646889,0.676267,0.657944,0.678355,0.684742,0.658829,0.657881,0.634681,0.7286,0.707663,0.692916,0.581925,0.581113,0.59832,0.636426,0.670663,0.665617,0.577023,0.571223,0.578234,0.586479,0.559812,0.562587,0.558116,0.558764,0.601691,0.586374,0.644271,0.651838,0.606057,0.599975,0.598282,0.628343,0.629009,0.641564,0.550283,0.548791,0.597195,0.652416,0.640038,0.641055,0.639734,0.594034,0.632204,0.637212,0.607557,0.614289,0.577492,0.620785,0.598984,0.617896,0.59871,0.658998,0.629989,0.576634,0.565443,0.718762,0.615075,0.729118,0.620477,0.621412,0.634667
2,0.123313,0.122209,0.117206,0.110626,0.142628,0.145105,0.141923,0.144815,0.12572,0.12165,0.168847,0.160923,0.12281,0.130232,0.162181,0.166416,0.14112,0.146292,0.144677,0.149101,0.14114,0.146265,0.148367,0.142111,0.150056,0.135772,0.165148,0.156865,0.155429,0.110427,0.109428,0.117488,0.135837,0.141617,0.147379,0.111104,0.109047,0.112928,0.113584,0.100173,0.104137,0.106898,0.103843,0.120546,0.11588,0.142556,0.141878,0.128365,0.122751,0.121104,0.134185,0.135723,0.138089,0.102979,0.102443,0.114731,0.129414,0.134827,0.132551,0.13493,0.119058,0.137293,0.135896,0.117617,0.124724,0.109612,0.123554,0.119165,0.124578,0.121066,0.13199,0.120931,0.116324,0.112488,0.184909,0.138006,0.190129,0.139862,0.146228,0.146735
3,0.597656,0.604794,0.57821,0.573582,0.643892,0.660821,0.645321,0.655269,0.606254,0.600462,0.704895,0.703234,0.606002,0.614437,0.698452,0.721252,0.634671,0.654765,0.639157,0.668194,0.650062,0.670164,0.67663,0.651101,0.65012,0.62652,0.720805,0.699627,0.684877,0.573614,0.572896,0.590361,0.628308,0.662472,0.657456,0.568793,0.563182,0.570213,0.578269,0.551679,0.554459,0.550183,0.550592,0.59355,0.578156,0.636153,0.643582,0.598287,0.591992,0.590379,0.620163,0.620725,0.63334,0.542398,0.540959,0.588697,0.643867,0.631975,0.632776,0.631383,0.586231,0.624478,0.629372,0.599247,0.606216,0.569505,0.612481,0.59084,0.609314,0.590467,0.65046,0.621719,0.568468,0.557393,0.710704,0.607134,0.721032,0.612504,0.613478,0.626651
4,0.125693,0.124636,0.119469,0.112843,0.145286,0.147818,0.1445,0.147502,0.128167,0.124039,0.171814,0.163813,0.125175,0.132679,0.165029,0.169354,0.143691,0.148956,0.147323,0.151794,0.143742,0.148985,0.151091,0.144691,0.152663,0.138302,0.168096,0.15972,0.158227,0.112623,0.111668,0.119894,0.138419,0.14437,0.150075,0.113336,0.111247,0.11512,0.115823,0.102271,0.106267,0.109053,0.106001,0.122895,0.118162,0.145083,0.144431,0.130764,0.125088,0.123487,0.136624,0.138204,0.140649,0.105063,0.104502,0.117003,0.131945,0.137373,0.135078,0.137401,0.121342,0.139797,0.138412,0.119953,0.127142,0.111843,0.125935,0.121464,0.126984,0.123381,0.134489,0.123302,0.118502,0.114648,0.187933,0.140481,0.193199,0.142357,0.148664,0.149342
5,0.200205,0.200225,0.190746,0.182846,0.227062,0.231762,0.224097,0.229424,0.203142,0.198432,0.26217,0.25167,0.199464,0.208634,0.252584,0.259692,0.22304,0.231049,0.228222,0.235343,0.224323,0.232973,0.235239,0.225138,0.233756,0.216806,0.258105,0.247032,0.244035,0.184378,0.183974,0.194147,0.218719,0.2302,0.234093,0.184925,0.182111,0.184891,0.186993,0.170084,0.174596,0.17745,0.174514,0.19671,0.188791,0.224117,0.224511,0.204748,0.197459,0.197207,0.213518,0.215272,0.219951,0.170371,0.169114,0.190027,0.211436,0.216686,0.214022,0.214909,0.192379,0.217684,0.217384,0.193444,0.202924,0.182487,0.20183,0.193721,0.203488,0.196408,0.213463,0.198458,0.18859,0.182301,0.278736,0.217443,0.286746,0.219102,0.224748,0.228379
6,0.370113,0.37374,0.354864,0.347422,0.409787,0.420611,0.405283,0.415036,0.37578,0.370155,0.459524,0.447726,0.370499,0.380545,0.449696,0.46333,0.401652,0.416179,0.407987,0.423835,0.408332,0.424089,0.427078,0.40819,0.414495,0.393454,0.4619,0.444337,0.438278,0.349827,0.350234,0.364437,0.397402,0.423343,0.419236,0.348252,0.34559,0.345958,0.351404,0.330219,0.333906,0.335534,0.333393,0.365482,0.352686,0.402651,0.404739,0.372396,0.364662,0.36489,0.386803,0.388523,0.398151,0.322799,0.321056,0.357571,0.394066,0.395312,0.391464,0.389381,0.356141,0.393736,0.395219,0.362943,0.374519,0.345737,0.377298,0.3623,0.376053,0.362289,0.39813,0.375755,0.349808,0.339707,0.47368,0.386856,0.484132,0.387351,0.391746,0.401698
7,0.028403,0.02665,0.025287,0.021371,0.037341,0.038181,0.038979,0.039502,0.030131,0.027167,0.051609,0.046488,0.027845,0.030708,0.049294,0.049811,0.037795,0.039559,0.038303,0.040814,0.036963,0.038754,0.040051,0.038504,0.044105,0.033474,0.051079,0.04593,0.045223,0.018984,0.017242,0.023764,0.031822,0.034159,0.038352,0.019827,0.019404,0.022266,0.022097,0.014117,0.017029,0.01853,0.016287,0.02668,0.025187,0.04477,0.041676,0.031626,0.029053,0.026001,0.034304,0.03547,0.035094,0.017571,0.018009,0.022198,0.029606,0.033004,0.030503,0.034066,0.028087,0.037066,0.034673,0.024462,0.027815,0.020678,0.026584,0.02633,0.027448,0.0282,0.032773,0.026955,0.028403,0.02669,0.063284,0.037538,0.067103,0.037516,0.045989,0.042302
8,0.669028,0.676616,0.647991,0.64458,0.713286,0.732866,0.716395,0.725361,0.675634,0.671335,0.775968,0.775905,0.678695,0.686548,0.770538,0.793784,0.704122,0.723883,0.708192,0.739974,0.720974,0.741584,0.74843,0.722299,0.719321,0.695762,0.791179,0.771794,0.756503,0.646104,0.644118,0.661283,0.699564,0.733704,0.729648,0.640077,0.633395,0.641398,0.650381,0.623323,0.625502,0.619261,0.621511,0.664864,0.648835,0.707558,0.71644,0.665927,0.660813,0.66039,0.691521,0.691427,0.704801,0.611224,0.609122,0.66261,0.71839,0.702513,0.705546,0.704176,0.655432,0.69232,0.698927,0.671988,0.676484,0.640069,0.685073,0.662135,0.683069,0.662493,0.724591,0.695175,0.639149,0.626809,0.779945,0.676734,0.789097,0.682422,0.682028,0.69623
9,0.15715,0.156498,0.149326,0.142141,0.180024,0.183421,0.178232,0.182397,0.159895,0.155359,0.210578,0.201304,0.156326,0.164767,0.202347,0.207852,0.177368,0.183774,0.181865,0.187245,0.178042,0.184628,0.186659,0.178722,0.187031,0.171637,0.206621,0.197014,0.194961,0.142568,0.142011,0.151478,0.172548,0.18099,0.185933,0.143328,0.140961,0.144317,0.145626,0.130499,0.134672,0.137619,0.134479,0.15375,0.147729,0.178289,0.178046,0.161929,0.155455,0.154525,0.168873,0.170634,0.174092,0.132202,0.131282,0.14745,0.165367,0.170817,0.168287,0.169941,0.151144,0.172717,0.171729,0.150757,0.159032,0.141473,0.157585,0.151742,0.159066,0.154112,0.167348,0.154539,0.147629,0.142958,0.226921,0.173141,0.233244,0.174908,0.180755,0.183016
