,0,1,2,3
0,0.02853,0.02721,0.02715,0.02715
1,0.01896,0.01812,0.01736,0.01792
2,0.11596,0.11854,0.11746,0.11778
3,0.00879,0.00685,0.00688,0.00705
4,-0.00979,-0.0138,-0.01198,-0.01276
5,0.00127,-0.00163,-0.00052,-0.00086
6,0.0509,0.05181,0.05043,0.05117
7,0.02487,0.02434,0.02345,0.02405
8,0.05208,0.05318,0.05169,0.05251
9,0.08468,0.08655,0.08526,0.08582
10,0.05301,0.0539,0.05258,0.05328
11,0.01206,0.01011,0.0107,0.01064
12,0.05082,0.05186,0.05037,0.05118
13,0.00618,0.00379,0.0046,0.00442
14,-0.00357,-0.00693,-0.00555,-0.00605
15,0.0213,0.02003,0.02019,0.02037
16,0.02234,0.02166,0.02082,0.02141
17,0.02797,0.0274,0.02714,0.02757
18,0.06743,0.06877,0.06743,0.06808
19,0.02901,0.02768,0.02766,0.02764
20,0.05179,0.05267,0.05133,0.05205
21,0.01045,0.00873,0.00861,0.00886
22,0.02543,0.02408,0.02412,0.02422
23,0.08695,0.08851,0.08773,0.08803
24,,,,
25,0.07093,0.0712,0.0711,0.07104
26,0.07283,0.07239,0.07314,0.07262
27,0.07511,0.07521,0.07539,0.07515
28,0.0767,0.07669,0.07705,0.07671
29,0.07617,0.07585,0.07655,0.07604
30,0.03068,0.03059,0.02949,0.03019
31,-0.00638,-0.01031,-0.00846,-0.00928
32,0.07392,0.07456,0.07424,0.07432
33,0.07329,0.07347,0.07351,0.07336
34,0.07731,0.07715,0.0777,0.07726
35,0.03804,0.03644,0.03732,0.03695
36,0.03925,0.03788,0.03856,0.03828
37,0.01226,0.00892,0.01081,0.00989
38,0.03453,0.0347,0.03348,0.03422
39,0.0465,0.04728,0.04588,0.04669
40,0.07272,0.07316,0.073,0.07299
41,0.05545,0.05476,0.05516,0.05491
42,0.02962,0.02858,0.02859,0.02875
43,0.03458,0.03376,0.03399,0.03413
44,0.04511,0.04425,0.04442,0.04431
45,0.07134,0.0717,0.07157,0.07154
46,0.07183,0.07206,0.07201,0.07191
47,0.03249,0.03253,0.03136,0.03208
48,0.04453,0.04517,0.04384,0.04461
49,,,,
50,0.00628,0.0036,0.00436,0.00413
51,0.02584,0.02307,0.0248,0.02403
52,0.05671,0.05789,0.05652,0.05728
53,0.01696,0.01549,0.01572,0.01586
54,0.03253,0.03168,0.03184,0.03201
55,0.08603,0.08752,0.08677,0.08707
56,0.00706,0.00418,0.00537,0.00498
57,0.04652,0.0456,0.04619,0.04596
58,0.09684,0.0991,0.09776,0.09829
59,0.05417,0.05532,0.05388,0.05467
60,0.03694,0.03722,0.03597,0.03673
61,0.04373,0.04253,0.04333,0.04312
62,0.13722,0.14021,0.13944,0.13949
63,0.02189,0.01927,0.02075,0.02015
64,-0.00972,-0.01372,-0.01193,-0.01269
65,-0.0098,-0.0138,-0.01198,-0.01277
66,0.00526,0.00261,0.00341,0.0032
67,0.05324,0.05266,0.05322,0.05302
68,0.0328,0.0309,0.03194,0.03149
69,0.01606,0.01451,0.01481,0.01491
70,0.05896,0.06015,0.05884,0.05956
71,0.02524,0.02341,0.02404,0.02388
72,-0.00978,-0.01378,-0.01197,-0.01276
73,-0.0096,-0.01362,-0.01178,-0.01259
74,,,,
75,0.17117,0.17477,0.17475,0.17426
76,0.07496,0.07572,0.07533,0.07545
77,-0.00711,-0.01104,-0.0092,-0.01002
78,0.14341,0.14634,0.14628,0.14597
79,-0.00509,-0.009,-0.00712,-0.00797
80,0.04768,0.04747,0.0473,0.04758
81,0.0673,0.06771,0.06775,0.06791
82,0.06135,0.06119,0.06172,0.06156
83,0.06958,0.06984,0.07033,0.07023
84,0.00501,0.00211,0.00323,0.00287
85,0.17242,0.17621,0.17594,0.17556
86,0.01356,0.01169,0.01224,0.0122
87,-0.00503,-0.0085,-0.00706,-0.00761
88,0.01422,0.0124,0.01292,0.01289
89,0.06001,0.06121,0.05991,0.06063
90,0.0059,0.00323,0.00396,0.00374
91,0.03146,0.03015,0.03022,0.03016
92,0.13244,0.13509,0.13493,0.13472
93,0.03191,0.03127,0.03126,0.03154
94,0.05743,0.05867,0.05718,0.05801
95,0.01922,0.01799,0.01807,0.01829
96,0.02309,0.02212,0.02209,0.02238
97,0.03032,0.02898,0.02902,0.02898
98,0.05944,0.06066,0.05929,0.06005
99,,,,
100,0.11502,0.11706,0.11688,0.11674
101,0.02958,0.02804,0.02867,0.02858
102,0.05714,0.0572,0.05721,0.05737
103,0.15477,0.15837,0.15761,0.15757
104,0.02283,0.02159,0.02178,0.02193
105,0.03302,0.03175,0.03184,0.03178
106,0.06165,0.06103,0.06159,0.06123
107,0.03629,0.03492,0.03562,0.03548
108,0.03948,0.03987,0.0386,0.03936
109,0.05465,0.05561,0.05427,0.05497
110,0.05084,0.04979,0.05071,0.05041
111,-0.00668,-0.01061,-0.00877,-0.00959
112,0.07904,0.08006,0.07957,0.07975
113,0.02669,0.02529,0.02587,0.02582
114,0.0338,0.03185,0.03311,0.03266
115,0.06233,0.06254,0.06257,0.06272
116,0.08856,0.09012,0.08941,0.08966
117,-0.00976,-0.01379,-0.01195,-0.01275
118,0.05508,0.05515,0.05505,0.05528
119,0.09609,0.09765,0.09726,0.09731
120,0.05214,0.0533,0.05169,0.0526
121,0.05651,0.0566,0.05655,0.05675
122,0.0792,0.07998,0.08032,0.08037
123,0.05481,0.05603,0.05445,0.05534
124,,,,
125,0.0803,0.08199,0.08075,0.08129
126,0.00415,0.0015,0.00227,0.00208
127,0.00465,0.002,0.00278,0.00258
128,-0.00955,-0.01349,-0.01173,-0.01248
129,0.02045,0.01853,0.01911,0.01899
130,0.03631,0.03401,0.03558,0.03481
131,0.02741,0.02476,0.02642,0.0257
132,-0.00971,-0.0137,-0.01191,-0.01267
133,0.07667,0.07756,0.07711,0.07727
134,-0.00965,-0.01362,-0.01185,-0.0126
135,0.04999,0.05105,0.04948,0.05038
136,-0.00947,-0.01338,-0.01164,-0.01237
137,0.01453,0.01284,0.01323,0.01328
138,0.01412,0.01238,0.0128,0.01284
139,0.01476,0.01299,0.01349,0.01347
140,0.01284,0.01092,0.01149,0.01144
141,0.02364,0.02104,0.02258,0.02193
142,-0.00961,-0.01357,-0.0118,-0.01254
143,0.00375,0.0011,0.00188,0.00168
144,0.0219,0.02025,0.02088,0.0208
145,0.01036,0.00829,0.00876,0.00875
146,-0.00973,-0.01376,-0.01191,-0.01272
147,0.00481,0.0023,0.0028,0.00272
148,-0.00189,-0.00511,-0.0038,-0.00427
149,,,,
