,0,1,2,3
0,0.00838,0.00504,0.0068,0.00595
1,0.00727,0.00392,0.00564,0.00483
2,0.00879,0.00542,0.0072,0.00634
3,0.008,0.00465,0.00641,0.00557
4,0.00879,0.00685,0.00688,0.00705
5,0.00964,0.00628,0.00811,0.00722
6,0.01481,0.01355,0.01309,0.01352
7,0.01712,0.01614,0.01552,0.01601
8,0.00922,0.00584,0.00765,0.00677
9,0.00955,0.00771,0.00767,0.00788
10,0.01569,0.0145,0.01401,0.01445
11,0.01896,0.01812,0.01736,0.01792
12,0.01997,0.01917,0.01838,0.01896
13,0.01766,0.01675,0.01605,0.01658
14,0.01684,0.0158,0.01523,0.0157
15,0.01734,0.0164,0.01573,0.01625
16,0.00659,0.00323,0.00493,0.00411
17,0.01298,0.01156,0.0112,0.01157
18,0.01009,0.00672,0.0086,0.0077
19,0.00628,0.00293,0.00462,0.00381
20,0.02113,0.02039,0.01958,0.02016
21,0.00692,0.00357,0.00527,0.00446
22,0.00764,0.00429,0.00601,0.00519
23,0.01819,0.01731,0.01657,0.01713
24,,,,
25,0.03207,0.03081,0.03084,0.03081
26,-0.00606,-0.00999,-0.00813,-0.00897
27,0.0234,0.02099,0.02233,0.02184
28,-0.00846,-0.01224,-0.01059,-0.01126
29,0.00399,0.00061,0.00229,0.0015
30,0.03347,0.03225,0.03227,0.03224
31,0.0219,0.02025,0.02088,0.0208
32,0.01115,0.00953,0.00933,0.00962
33,0.00552,0.00217,0.00385,0.00303
34,0.03501,0.03383,0.03388,0.03383
35,0.03339,0.03214,0.03221,0.03215
36,0.00411,0.00074,0.00241,0.00163
37,0.02043,0.01865,0.01925,0.01919
38,0.00378,0.00037,0.00207,0.00129
39,0.00423,0.00087,0.00254,0.00176
40,0.02669,0.02529,0.02587,0.02582
41,0.01183,0.00849,0.0104,0.00947
42,0.00992,0.00713,0.00833,0.00792
43,-0.0044,-0.00829,-0.0064,-0.00726
44,-0.00541,-0.00932,-0.00744,-0.00828
45,0.03258,0.03132,0.03137,0.03133
46,0.01087,0.00889,0.00944,0.00941
47,0.0338,0.03256,0.03262,0.03256
48,0.01453,0.01284,0.01323,0.01328
49,,,,
50,0.0213,0.02003,0.02019,0.02037
51,0.03369,0.03197,0.03304,0.03264
52,0.03779,0.0367,0.03681,0.03674
53,0.0863,0.08785,0.08705,0.08736
54,0.00765,0.00558,0.00571,0.00583
55,0.01014,0.00838,0.00829,0.00853
56,0.02167,0.01942,0.02038,0.01999
57,0.033,0.03128,0.03229,0.03192
58,0.00826,0.00626,0.00634,0.00649
59,0.08603,0.08752,0.08677,0.08707
60,-0.00525,-0.00915,-0.00728,-0.00812
61,0.00808,0.00539,0.00624,0.00595
62,0.02958,0.02804,0.02867,0.02858
63,0.009,0.00631,0.00719,0.00689
64,0.02425,0.02169,0.02322,0.02257
65,0.02621,0.02577,0.02484,0.02546
66,0.03417,0.03245,0.03361,0.03317
67,0.02118,0.01894,0.01986,0.01949
68,-0.0059,-0.00984,-0.00796,-0.0088
69,0.04113,0.04017,0.04029,0.0402
70,0.02487,0.02434,0.02345,0.02405
71,0.05927,0.05812,0.05959,0.05898
72,0.03244,0.03071,0.03167,0.03131
73,0.03415,0.03241,0.03354,0.03311
74,,,,
75,0.00626,0.00402,0.00428,0.00433
76,0.0338,0.03185,0.03311,0.03266
77,0.01095,0.00761,0.00951,0.00859
78,0.07283,0.07239,0.07314,0.07262
79,0.07328,0.07382,0.07358,0.07361
80,-0.00878,-0.01261,-0.01092,-0.01161
81,-0.00493,-0.00885,-0.00695,-0.00782
82,0.02727,0.02662,0.02643,0.02682
83,0.00353,8e-05,0.00181,0.00104
84,0.02828,0.02652,0.02722,0.02699
85,0.01078,0.00911,0.00895,0.00922
86,0.01533,0.01356,0.01407,0.01405
87,0.01184,0.00992,0.01043,0.01042
88,0.05084,0.04979,0.05071,0.05041
89,-0.00622,-0.01015,-0.0083,-0.00912
90,0.03733,0.03528,0.03661,0.03598
