,0,1,2,3
0,0.006,0.00266,0.00436,0.00356
1,0.01223,0.01073,0.01043,0.01077
2,0.02621,0.02577,0.02484,0.02546
3,0.03068,0.03059,0.02949,0.03019
4,0.00423,0.00087,0.00254,0.00176
5,0.00399,0.00061,0.00229,0.0015
6,0.00411,0.00074,0.00241,0.00163
7,0.0051,0.00174,0.00342,0.00261
8,0.00659,0.00323,0.00493,0.00411
9,0.03258,0.03132,0.03137,0.03133
10,0.02763,0.0273,0.02631,0.02696
11,0.00879,0.00685,0.00688,0.00705
12,0.00628,0.00293,0.00462,0.00381
13,0.00574,0.0024,0.00409,0.00329
14,0.0053,0.00196,0.00362,0.00282
15,0.02361,0.023,0.02213,0.02273
16,0.00921,0.00732,0.00732,0.00751
17,0.02487,0.02434,0.02345,0.02405
18,0.00826,0.00626,0.00634,0.00649
19,0.00389,0.00049,0.00218,0.0014
20,0.02234,0.02166,0.02082,0.02141
21,0.00955,0.00771,0.00767,0.00788
22,0.00552,0.00217,0.00385,0.00303
23,0.00477,0.0014,0.00306,0.00227
24,,,,
25,0.0234,0.02099,0.02233,0.02184
26,0.01896,0.01812,0.01736,0.01792
27,-0.0082,-0.01195,-0.01033,-0.01098
28,-0.00864,-0.01245,-0.01077,-0.01146
29,0.02426,0.02258,0.02319,0.02312
30,0.01766,0.01675,0.01605,0.01658
31,0.01094,0.00895,0.00952,0.00948
32,0.00603,0.00316,0.00427,0.00392
33,0.01184,0.00992,0.01043,0.01042
34,0.00501,0.00211,0.00323,0.00287
35,0.01268,0.00936,0.01127,0.0103
36,0.01226,0.00892,0.01081,0.00989
37,-0.0089,-0.01274,-0.01104,-0.01173
38,-0.008,-0.01196,-0.01011,-0.01094
39,0.01819,0.01731,0.01657,0.01713
40,-0.00846,-0.01224,-0.01059,-0.01126
41,0.01014,0.00838,0.00829,0.00853
42,-0.00541,-0.00932,-0.00744,-0.00828
43,-0.00878,-0.01261,-0.01092,-0.01161
44,0.01087,0.00889,0.00944,0.00941
45,-0.00788,-0.01184,-0.01,-0.01083
46,0.00765,0.00558,0.00571,0.00583
47,0.02043,0.01865,0.01925,0.01919
48,0.01793,0.01607,0.0167,0.01663
49,,,,
50,0.02584,0.02307,0.0248,0.02403
51,0.07283,0.07239,0.07314,0.07262
52,0.00419,0.00127,0.00235,0.00202
53,0.00465,0.002,0.00278,0.00258
54,0.01481,0.01355,0.01309,0.01352
55,0.07617,0.07585,0.07655,0.07604
56,0.01009,0.00672,0.0086,0.0077
57,-0.0046,-0.00848,-0.0066,-0.00746
58,0.0338,0.03256,0.03262,0.03256
59,0.07392,0.07456,0.07424,0.07432
60,0.01115,0.00953,0.00933,0.00962
61,0.03694,0.03722,0.03597,0.03673
62,0.00526,0.00261,0.00341,0.0032
63,0.03453,0.0347,0.03348,0.03422
64,0.06274,0.06182,0.06316,0.06262
65,0.0328,0.0309,0.03194,0.03149
66,0.00598,0.00333,0.00416,0.00393
67,0.02524,0.02341,0.02404,0.02388
68,0.01982,0.01851,0.01865,0.01884
69,0.00367,0.00022,0.00194,0.00118
70,0.00353,8e-05,0.00181,0.00104
71,0.03235,0.03111,0.03112,0.0311
72,0.00727,0.00392,0.00564,0.00483
73,0.01045,0.00873,0.00861,0.00886
74,,,,
75,0.00628,0.0036,0.00436,0.00413
76,0.02958,0.02804,0.02867,0.02858
77,0.01264,0.00991,0.01115,0.0107
78,0.01162,0.01006,0.00981,0.01013
79,0.05674,0.0558,0.05685,0.05647
80,-0.00509,-0.009,-0.00712,-0.00797
81,0.00505,0.00246,0.00307,0.00292
82,-0.00979,-0.0138,-0.01198,-0.01276
83,0.02167,0.01942,0.02038,0.01999
84,0.05084,0.04979,0.05071,0.05041
85,0.03925,0.03788,0.03856,0.03828
86,0.0338,0.03185,0.03311,0.03266
87,-0.00503,-0.0085,-0.00706,-0.00761
88,-0.00422,-0.0081,-0.00622,-0.00707
89,0.01284,0.01092,0.01149,0.01144
90,0.01675,0.01483,0.01546,0.01539
91,0.00695,0.0048,0.00499,0.00507
92,0.01206,0.01011,0.0107,0.01064
93,0.01298,0.01156,0.0112,0.01157
94,-0.00973,-0.01376,-0.01191,-0.01272
95,-0.00572,-0.00965,-0.00779,-0.00863
96,0.01575,0.01307,0.01437,0.01388
97,0.08695,0.08851,0.08773,0.08803
98,0.01712,0.01614,0.01552,0.01601
99,,,,
100,0.03089,0.02962,0.02958,0.02956
101,0.03244,0.03071,0.03167,0.03131
102,0.01382,0.01154,0.0123,0.01208
103,0.03339,0.03214,0.03221,0.03215
104,-0.00243,-0.00629,-0.00441,-0.00525
105,0.03253,0.03168,0.03184,0.03201
106,0.00247,-0.00105,0.00071,-9e-05
107,0.0049,0.00245,0.00289,0.00283
108,0.00706,0.00418,0.00537,0.00498
109,0.01518,0.01343,0.01391,0.01391
110,-0.00024,-0.0033,-0.00208,-0.00249
111,-0.00947,-0.01338,-0.01164,-0.01237
112,0.02669,0.02529,0.02587,0.02582
113,0.00764,0.00429,0.00601,0.00519
114,-0.00923,-0.01311,-0.01139,-0.01211
115,0.02727,0.02662,0.02643,0.02682
116,-0.0059,-0.00984,-0.00796,-0.0088
117,0.0135,0.01018,0.0121,0.01115
118,0.01476,0.01299,0.01349,0.01347
119,0.00692,0.00357,0.00527,0.00446
120,-0.00936,-0.01326,-0.01153,-0.01225
121,0.0219,0.02025,0.02088,0.0208
122,0.02397,0.02283,0.02303,0.02319
123,-0.00189,-0.00511,-0.0038,-0.00427
124,,,,
125,0.02853,0.02721,0.02715,0.02715
126,-0.00738,-0.01132,-0.00948,-0.0103
127,0.02283,0.02159,0.02178,0.02193
128,-0.0091,-0.01312,-0.01127,-0.01209
129,0.0311,0.03071,0.03038,0.03084
130,-0.00638,-0.01031,-0.00846,-0.00928
131,0.02741,0.02476,0.02642,0.0257
132,-0.00971,-0.0137,-0.01191,-0.01267
133,0.02102,0.01881,0.01968,0.01934
134,-0.00972,-0.01372,-0.01193,-0.01269
135,-0.00086,-0.00451,-0.00271,-0.00353
136,-0.00068,-0.00432,-0.00253,-0.00333
137,0.01868,0.01733,0.01747,0.01767
138,0.00964,0.00628,0.00811,0.00722
139,-0.00931,-0.01333,-0.01149,-0.01231
140,0.0213,0.02003,0.02019,0.02037
141,-0.00207,-0.00587,-0.00401,-0.00483
142,0.03383,0.03265,0.03276,0.03274
143,0.01052,0.00717,0.00905,0.00812
144,0.03235,0.03199,0.03169,0.03213
145,-0.00478,-0.00869,-0.00678,-0.00765
146,0.0462,0.04457,0.04606,0.04546
147,0.00879,0.00542,0.0072,0.00634
148,0.03207,0.03081,0.03084,0.03081
149,,,,
150,0.03347,0.03166,0.03287,0.03241
151,0.00952,0.00722,0.00788,0.00774
152,0.03133,0.03021,0.03068,0.03069
153,-0.00711,-0.01104,-0.0092,-0.01002
154,0.0767,0.07669,0.07705,0.07671
155,0.00805,0.00534,0.00629,0.006
156,0.01843,0.01702,0.01725,0.01741
157,0.07667,0.07756,0.07711,0.07727
158,-0.00965,-0.01362,-0.01185,-0.0126
159,0.03629,0.03492,0.03562,0.03548
160,0.03948,0.03987,0.0386,0.03936
161,0.00927,0.00699,0.00762,0.0075
162,0.01955,0.01818,0.01843,0.01857
163,0.01412,0.01238,0.0128,0.01284
164,0.00945,0.00723,0.0078,0.00772
165,0.0146,0.01276,0.01331,0.01326
166,0.02364,0.02104,0.02258,0.02193
167,0.01513,0.01333,0.01386,0.01382
168,0.01569,0.0145,0.01401,0.01445
169,0.07134,0.0717,0.07157,0.07154
170,0.01018,0.00751,0.00842,0.0081
171,0.00341,-5e-05,0.00168,0.00089
172,0.02309,0.02212,0.02209,0.02238
173,0.00918,0.0069,0.00752,0.00741
174,,,,
175,0.02727,0.02579,0.02604,0.02601
176,0.02145,0.02017,0.0204,0.02055
177,0.01734,0.0164,0.01573,0.01625
178,0.01773,0.01634,0.01652,0.01669
179,-0.00901,-0.01285,-0.01115,-0.01184
180,-0.00764,-0.01159,-0.00975,-0.01056
181,0.03804,0.03644,0.03732,0.03695
182,0.01903,0.01638,0.01777,0.01722
183,0.02189,0.01927,0.02075,0.02015
184,-0.0098,-0.0138,-0.01198,-0.01277
185,0.02497,0.0227,0.0238,0.02332
186,0.02917,0.02762,0.028,0.02788
187,0.03642,0.03447,0.03566,0.03511
188,0.01684,0.0158,0.01523,0.0157
189,0.02653,0.02509,0.02528,0.02529
190,-0.00976,-0.01379,-0.01195,-0.01275
191,0.08468,0.08655,0.08526,0.08582
192,0.03628,0.03512,0.03522,0.03515
193,0.02356,0.02131,0.02234,0.02191
194,-0.00978,-0.01378,-0.01197,-0.01276
195,0.02591,0.02452,0.02463,0.02468
196,0.02814,0.02662,0.02694,0.02687
197,0.00481,0.0023,0.0028,0.00272
198,0.01183,0.00849,0.0104,0.00947
199,,,,
200,0.03259,0.0307,0.0317,0.03128
201,0.17117,0.17477,0.17475,0.17426
202,0.00011,-0.00352,-0.00171,-0.00251
203,0.01696,0.01549,0.01572,0.01586
204,-0.00697,-0.01091,-0.00906,-0.00988
205,0.01424,0.01095,0.01284,0.01191
206,0.02446,0.02326,0.02347,0.02362
207,0.02308,0.02127,0.02188,0.0217
208,0.01189,0.00947,0.01032,0.01005
209,0.02958,0.02766,0.02879,0.02837
210,0.17242,0.17621,0.17594,0.17556
211,-0.00969,-0.01372,-0.01187,-0.01267
212,0.01176,0.00912,0.01008,0.00973
213,0.02449,0.02359,0.02353,0.02385
214,-0.00292,-0.00677,-0.0049,-0.00574
215,0.00487,0.00232,0.00287,0.00276
216,0.03615,0.03407,0.03553,0.03483
217,0.03458,0.03376,0.03399,0.03413
218,0.05214,0.0533,0.05169,0.0526
219,-0.00355,-0.00742,-0.00554,-0.00638
220,0.03169,0.02931,0.0308,0.03007
221,0.01922,0.01799,0.01807,0.01829
222,0.00808,0.00539,0.00624,0.00595
223,-0.00622,-0.01015,-0.0083,-0.00912
224,,,,
225,0.02687,0.02589,0.02605,0.02625
226,0.01807,0.01517,0.01674,0.01606
227,0.02163,0.02055,0.02057,0.02083
228,0.01308,0.00976,0.01167,0.01071
229,-0.00157,-0.0053,-0.00345,-0.00429
230,0.02556,0.02475,0.02465,0.02498
231,0.03625,0.03429,0.03554,0.03496
232,0.06072,0.0599,0.06101,0.06059
233,0.03308,0.03121,0.03221,0.03177
234,0.02912,0.02677,0.02812,0.02748
235,-0.00031,-0.00394,-0.00217,-0.00295
236,0.03573,0.03457,0.03471,0.03465
237,0.01316,0.01133,0.01182,0.01182
238,0.05324,0.05266,0.05322,0.05302
239,0.03733,0.03528,0.03661,0.03598
240,0.01422,0.0124,0.01292,0.01289
241,0.02435,0.02284,0.02331,0.02327
242,0.00373,0.00118,0.00184,0.00172
243,0.02459,0.02213,0.02354,0.02295
244,0.04511,0.04425,0.04442,0.04431
245,-0.00961,-0.01357,-0.0118,-0.01254
246,-0.00357,-0.00693,-0.00555,-0.00605
247,-0.00967,-0.01365,-0.01188,-0.01263
248,0.01036,0.00829,0.00876,0.00875
249,,,,
250,0.01198,0.01003,0.01045,0.01047
251,0.04215,0.04074,0.04166,0.0413
252,0.00333,0.0007,0.00146,0.00126
253,0.07496,0.07572,0.07533,0.07545
254,0.01921,0.01663,0.01799,0.01748
255,0.03558,0.0337,0.03479,0.03432
256,0.03349,0.03158,0.03266,0.03219
257,0.03837,0.0364,0.0377,0.0371
258,0.02045,0.01853,0.01911,0.01899
259,0.03925,0.03744,0.03882,0.03829
260,0.04386,0.04254,0.04345,0.0431
261,-0.00198,-0.00577,-0.00391,-0.00473
262,0.02631,0.02557,0.02544,0.02579
263,0.00127,-0.00163,-0.00052,-0.00086
264,-0.00668,-0.01061,-0.00877,-0.00959
265,0.02132,0.0192,0.01997,0.0197
266,0.0287,0.0282,0.0279,0.02835
267,0.01606,0.01451,0.01481,0.01491
268,0.02962,0.02858,0.02859,0.02875
269,0.04109,0.03962,0.04055,0.04018
270,-0.00921,-0.01323,-0.01139,-0.01221
271,0.00812,0.00592,0.00642,0.0064
272,0.00527,0.00286,0.00344,0.00338
273,0.01717,0.01461,0.01575,0.01534
274,,,,
275,0.00684,0.00418,0.00504,0.0048
276,0.00232,-0.00119,0.00056,-0.00023
277,0.01259,0.00979,0.01103,0.01056
278,0.04033,0.03904,0.03969,0.03951
279,0.02683,0.02453,0.02574,0.02519
280,0.07093,0.0712,0.0711,0.07104
281,0.08603,0.08752,0.08677,0.08707
282,0.03353,0.03181,0.03274,0.03238
283,0.03631,0.03401,0.03558,0.03481
284,0.00675,0.00406,0.00485,0.00459
285,0.03963,0.03761,0.03904,0.03834
286,0.02679,0.02609,0.02594,0.0263
287,0.01387,0.01209,0.01255,0.01257
288,0.04373,0.04253,0.04333,0.04312
289,0.00565,0.00333,0.00365,0.00366
290,-0.00777,-0.01173,-0.00988,-0.01071
291,0.03247,0.03075,0.03167,0.03133
292,0.03417,0.03245,0.03361,0.03317
293,0.08856,0.09012,0.08941,0.08966
294,0.00558,0.00293,0.00362,0.00342
295,0.01613,0.01329,0.01473,0.01414
296,0.07183,0.07206,0.07201,0.07191
297,-0.00873,-0.01275,-0.01091,-0.01172
298,0.0863,0.08785,0.08705,0.08736
299,,,,
300,0.01386,0.01056,0.01247,0.01152
301,0.02567,0.0232,0.02463,0.02404
302,0.01084,0.00848,0.00924,0.00904
303,0.00022,-0.00339,-0.00159,-0.0024
304,0.00924,0.00711,0.0076,0.00758
305,0.03836,0.03686,0.03764,0.03731
306,0.07731,0.07715,0.0777,0.07726
307,-0.00223,-0.00605,-0.0042,-0.00503
308,-1e-05,-0.00364,-0.00184,-0.00263
309,0.02736,0.02544,0.02645,0.02609
310,0.0059,0.00323,0.00396,0.00374
311,0.03146,0.03015,0.03022,0.03016
312,0.01762,0.01509,0.0162,0.01575
313,0.05082,0.05186,0.05037,0.05118
