,0,1,2,3
0,0.03458,0.03376,0.03399,0.03413
1,0.03302,0.03175,0.03184,0.03178
2,0.03133,0.03021,0.03068,0.03069
3,0.09164,0.09318,0.09262,0.09278
4,-0.00976,-0.01376,-0.01196,-0.01273
5,0.09609,0.09765,0.09726,0.09731
6,-0.00969,-0.01368,-0.0119,-0.01265
7,0.08603,0.08752,0.08677,0.08707
8,0.05214,0.0533,0.05169,0.0526
9,0.13244,0.13509,0.13493,0.13472
10,0.0136,0.0118,0.01228,0.01228
11,0.01696,0.01549,0.01572,0.01586
12,-0.00638,-0.01031,-0.00846,-0.00928
13,0.14341,0.14634,0.14628,0.14597
14,0.03146,0.03015,0.03022,0.03016
15,0.16517,0.16856,0.16867,0.16815
16,0.1017,0.10335,0.10308,0.10305
17,0.03735,0.03517,0.03665,0.03592
18,0.02669,0.02529,0.02587,0.02582
19,0.16862,0.17251,0.17195,0.17174
20,0.03195,0.03015,0.03102,0.03068
21,0.02425,0.02169,0.02322,0.02257
22,0.03089,0.02962,0.02958,0.02956
23,0.02397,0.02283,0.02303,0.02319
24,,,,
25,0.13722,0.14021,0.13944,0.13949
26,0.04033,0.03904,0.03969,0.03951
27,0.0288,0.0275,0.02743,0.02743
28,0.05671,0.05789,0.05652,0.05728
29,0.12303,0.12537,0.12519,0.12503
30,0.10578,0.10821,0.10695,0.10741
31,0.02901,0.02768,0.02766,0.02764
32,0.02958,0.02829,0.02823,0.02823
33,0.02955,0.02822,0.02823,0.0282
34,0.05944,0.06066,0.05929,0.06005
35,0.05465,0.05561,0.05427,0.05497
36,0.03189,0.03002,0.03123,0.03076
37,-0.00789,-0.01161,-0.01001,-0.01064
38,0.02529,0.02331,0.02422,0.02386
39,0.03011,0.0292,0.0291,0.02933
40,0.04652,0.0456,0.04619,0.04596
41,0.01191,0.00903,0.01034,0.00982
42,-0.00355,-0.00742,-0.00554,-0.00638
43,0.05301,0.0539,0.05258,0.05328
44,0.05053,0.05149,0.05005,0.05083
45,0.02423,0.02172,0.0232,0.02257
46,0.02937,0.02815,0.02818,0.02823
47,0.07392,0.07456,0.07424,0.07432
48,0.01009,0.00672,0.0086,0.0077
49,,,,
50,0.0863,0.08785,0.08705,0.08736
