,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0.618322,0.625424,0.598286,0.593999,0.663839,0.681547,0.66566,0.675343,0.626355,0.621026,0.725268,0.724193,0.627008,0.635012,0.719212,0.741852,0.654395,0.674477,0.658841,0.688911,0.670298,0.691324,0.697503,0.671228,0.66975,0.646594,0.740952,0.720543,0.705283,0.594697,0.593671,0.610742,0.648938,0.683293,0.678334,0.589642,0.58343,0.590859,0.599045,0.572417,0.575073,0.570247,0.571296,0.614175,0.598929,0.656591,0.664569,0.617883,0.611982,0.610688,0.640859,0.641343,0.653877,0.562421,0.560873,0.61002,0.66533,0.652234,0.653835,0.652331,0.606114,0.643921,0.64928,0.620355,0.626765,0.589961,0.633745,0.611509,0.630675,0.611546,0.67234,0.642644,0.58923,0.577642,0.730986,0.627137,0.740711,0.632755,0.633764,0.646679
1,0.142278,0.14142,0.135141,0.128243,0.163645,0.166621,0.162329,0.166015,0.144971,0.140563,0.192405,0.183685,0.141564,0.149631,0.184788,0.189712,0.161477,0.167329,0.165634,0.170503,0.161907,0.16784,0.169885,0.162677,0.170825,0.155932,0.18859,0.179543,0.177748,0.12823,0.127534,0.136699,0.15641,0.163719,0.169014,0.129037,0.126829,0.130427,0.13147,0.11702,0.121116,0.124042,0.120899,0.139132,0.133777,0.162571,0.162109,0.14724,0.141146,0.139899,0.153593,0.155316,0.158298,0.119358,0.118611,0.132949,0.149606,0.155038,0.152595,0.154556,0.137108,0.157202,0.156002,0.136241,0.14399,0.127465,0.142537,0.137451,0.143873,0.139623,0.151757,0.139751,0.133765,0.129608,0.208789,0.157774,0.214535,0.159653,0.165605,0.167298
2,0.09586,0.094431,0.09059,0.084542,0.111837,0.113715,0.111814,0.113692,0.097337,0.093795,0.134326,0.127488,0.095171,0.101465,0.129207,0.132431,0.110878,0.11502,0.113587,0.117592,0.110553,0.114479,0.116432,0.111675,0.119118,0.105803,0.13101,0.123757,0.122861,0.084141,0.0829,0.089391,0.105805,0.109942,0.115736,0.084808,0.083078,0.086737,0.086978,0.075181,0.079051,0.081524,0.07872,0.092976,0.088972,0.112981,0.111939,0.100094,0.095229,0.093305,0.105266,0.106585,0.108041,0.077913,0.077696,0.088022,0.099807,0.105128,0.102787,0.105508,0.09212,0.107965,0.106236,0.090085,0.096418,0.08348,0.095123,0.091493,0.09636,0.093943,0.102475,0.092899,0.090602,0.086896,0.148708,0.108449,0.153689,0.109963,0.116863,0.115693
3,0.086789,0.085312,0.08175,0.075927,0.101685,0.103381,0.10187,0.103466,0.088024,0.084641,0.122982,0.116523,0.086107,0.092019,0.118384,0.121309,0.100913,0.104736,0.103387,0.107232,0.100471,0.104046,0.106014,0.101674,0.108919,0.096066,0.119997,0.113073,0.112269,0.075545,0.074308,0.080426,0.096091,0.099818,0.105409,0.076271,0.07468,0.078175,0.078323,0.067081,0.070685,0.073043,0.070341,0.083773,0.080011,0.103114,0.101928,0.090648,0.086059,0.084033,0.095608,0.096884,0.098039,0.069529,0.069438,0.0791,0.090021,0.095332,0.092905,0.095663,0.083188,0.09822,0.096362,0.080999,0.087063,0.074868,0.085644,0.082271,0.086992,0.084978,0.092792,0.083659,0.082114,0.078482,0.136643,0.098582,0.141572,0.099986,0.107033,0.105343
4,0.57858,0.585581,0.559444,0.554755,0.625366,0.641573,0.626366,0.63691,0.588131,0.581557,0.686095,0.683442,0.586506,0.595228,0.679696,0.701913,0.616199,0.636282,0.620926,0.649069,0.631243,0.651543,0.657725,0.632194,0.631351,0.608183,0.701771,0.680378,0.66583,0.554021,0.553903,0.57187,0.608923,0.643472,0.638112,0.54966,0.544278,0.550857,0.5591,0.532669,0.535374,0.531711,0.531556,0.574486,0.559696,0.617141,0.6241,0.580344,0.574089,0.572127,0.601143,0.601779,0.614486,0.524258,0.522886,0.569104,0.62411,0.613308,0.61359,0.612098,0.567908,0.606319,0.610746,0.580082,0.587721,0.55074,0.593074,0.572185,0.589305,0.57104,0.631009,0.60215,0.549769,0.538954,0.692629,0.589105,0.703022,0.593953,0.595459,0.608336
5,0.57123,0.578083,0.552375,0.547386,0.618112,0.634387,0.619077,0.629876,0.581108,0.574287,0.679135,0.675939,0.578911,0.587906,0.67251,0.694519,0.609107,0.629317,0.613986,0.6418,0.624073,0.64404,0.650354,0.624808,0.624347,0.601045,0.694524,0.673109,0.65869,0.546563,0.546574,0.564648,0.601615,0.636201,0.630724,0.542243,0.53701,0.543608,0.551692,0.525325,0.527966,0.524659,0.524196,0.567073,0.552391,0.609977,0.616554,0.57338,0.567054,0.564877,0.593766,0.594444,0.60717,0.517217,0.515994,0.561572,0.616448,0.605938,0.605946,0.604539,0.560742,0.599384,0.603577,0.572662,0.580472,0.543648,0.58554,0.565063,0.581828,0.563482,0.623186,0.594599,0.542346,0.531717,0.685813,0.581988,0.696293,0.586732,0.588282,0.601448
6,0.574832,0.581735,0.555918,0.551093,0.621656,0.63803,0.622746,0.633238,0.584567,0.577843,0.682608,0.679656,0.582646,0.591495,0.675992,0.698237,0.612634,0.632726,0.617435,0.645412,0.627679,0.647759,0.653948,0.628504,0.627766,0.604605,0.698017,0.676667,0.662103,0.550267,0.550226,0.56825,0.605237,0.639781,0.634449,0.545915,0.540613,0.54721,0.555372,0.528944,0.531677,0.528136,0.527931,0.570807,0.556089,0.613591,0.620275,0.576825,0.570537,0.568462,0.597369,0.598142,0.610755,0.520793,0.519438,0.565277,0.620297,0.609595,0.609725,0.608255,0.564294,0.60287,0.607175,0.576369,0.584131,0.547229,0.589347,0.568641,0.585541,0.567212,0.627087,0.598319,0.54602,0.535288,0.68917,0.585517,0.699571,0.590337,0.591911,0.604851
7,0.601732,0.60879,0.582178,0.577599,0.64777,0.664765,0.649267,0.659165,0.610162,0.604534,0.708793,0.707357,0.61007,0.618432,0.702482,0.725161,0.638526,0.658582,0.642978,0.672173,0.654005,0.674216,0.680675,0.654961,0.65401,0.630485,0.724674,0.703778,0.68893,0.577788,0.576954,0.594285,0.632388,0.666594,0.661434,0.572882,0.567217,0.574137,0.582397,0.555737,0.55848,0.554082,0.554673,0.597684,0.582238,0.640099,0.647704,0.602175,0.596012,0.594323,0.624184,0.624782,0.637412,0.546259,0.54488,0.592949,0.648147,0.636037,0.636884,0.635495,0.590051,0.628308,0.633286,0.603401,0.610278,0.573459,0.616635,0.59492,0.613627,0.594475,0.654588,0.625891,0.57257,0.56146,0.714665,0.61105,0.725184,0.616461,0.617444,0.630657
8,0.626483,0.633596,0.606439,0.602229,0.671788,0.68969,0.673845,0.683504,0.634348,0.629242,0.733388,0.732449,0.635166,0.643118,0.727433,0.750077,0.662369,0.682495,0.666718,0.697114,0.678498,0.699517,0.705748,0.679611,0.678088,0.654531,0.74908,0.728703,0.713951,0.602791,0.601746,0.618843,0.65701,0.691419,0.686769,0.597906,0.591396,0.599084,0.607192,0.580712,0.583284,0.578068,0.579421,0.622385,0.607074,0.664707,0.672932,0.625446,0.619688,0.618944,0.649153,0.649354,0.661966,0.57036,0.568723,0.618455,0.67395,0.660304,0.662177,0.660647,0.614096,0.651653,0.657374,0.628513,0.634748,0.598057,0.642111,0.619578,0.639184,0.61991,0.680757,0.65133,0.59727,0.585585,0.738842,0.635048,0.74849,0.640692,0.641455,0.654423
9,0.014059,0.012262,0.011683,0.008055,0.02127,0.021957,0.023239,0.023492,0.015652,0.012915,0.033416,0.028909,0.013237,0.015228,0.031804,0.031921,0.022135,0.023297,0.021998,0.024295,0.021011,0.022492,0.02354,0.022525,0.027985,0.017841,0.033418,0.028598,0.028231,0.005242,0.003522,0.009249,0.015859,0.017749,0.021556,0.006184,0.006038,0.008674,0.008431,0.001513,0.004401,0.005529,0.003432,0.012838,0.011673,0.030648,0.027172,0.016959,0.014865,0.011675,0.019373,0.020435,0.019639,0.004904,0.005411,0.008289,0.014507,0.017456,0.014957,0.01869,0.014223,0.021868,0.019427,0.0102,0.013027,0.007237,0.012354,0.012586,0.012861,0.014092,0.018555,0.01347,0.015816,0.014263,0.044654,0.022431,0.048709,0.021733,0.03129,0.026102
