,0,1,2,3
0,0.00603,0.00316,0.00427,0.00392
1,0.0053,0.00196,0.00362,0.00282
2,0.01684,0.0158,0.01523,0.0157
3,0.00492,0.00158,0.00323,0.00244
4,0.01639,0.01528,0.01474,0.0152
5,0.00879,0.00685,0.00688,0.00705
6,0.00775,0.00492,0.00607,0.00569
7,0.03233,0.03108,0.03107,0.03103
8,0.01138,0.00805,0.00993,0.00901
9,0.01078,0.00911,0.00895,0.00922
10,0.01734,0.0164,0.01573,0.01625
11,0.00659,0.00323,0.00493,0.00411
12,0.01052,0.00717,0.00905,0.00812
13,0.02958,0.02829,0.02823,0.02823
14,0.00992,0.00713,0.00833,0.00792
15,0.00692,0.00357,0.00527,0.00446
16,0.00574,0.0024,0.00409,0.00329
17,0.006,0.00266,0.00436,0.00356
18,0.01569,0.0145,0.01401,0.01445
19,0.00921,0.00732,0.00732,0.00751
20,0.01009,0.00672,0.0086,0.0077
21,0.01095,0.00761,0.00951,0.00859
22,0.01712,0.01614,0.01552,0.01601
23,0.03089,0.02962,0.02958,0.02956
24,,,,
25,0.03836,0.03686,0.03764,0.03731
26,0.03531,0.03363,0.03457,0.03419
27,0.04182,0.04065,0.04127,0.04101
28,0.02132,0.0192,0.01997,0.0197
29,0.00367,0.00022,0.00194,0.00118
30,0.03925,0.03788,0.03856,0.03828
31,-0.00979,-0.01378,-0.01197,-0.01276
32,0.00411,0.00074,0.00241,0.00163
33,0.03704,0.03539,0.03633,0.03594
34,0.00955,0.00771,0.00767,0.00788
35,-0.00653,-0.01045,-0.00861,-0.00944
36,0.03804,0.03644,0.03732,0.03695
37,-0.00978,-0.01378,-0.01197,-0.01276
38,0.03253,0.03168,0.03184,0.03201
39,0.00628,0.0036,0.00436,0.00413
40,0.00826,0.00626,0.00634,0.00649
41,0.06274,0.06182,0.06316,0.06262
42,0.00675,0.00406,0.00485,0.00459
43,0.05927,0.05812,0.05959,0.05898
44,0.00423,0.00087,0.00254,0.00176
45,0.0338,0.03185,0.03311,0.03266
46,0.01264,0.00991,0.01115,0.0107
47,0.0053,0.00267,0.00332,0.00315
48,0.01014,0.00838,0.00829,0.00853
49,,,,
50,0.02145,0.02017,0.0204,0.02055
51,0.01568,0.01252,0.01432,0.01344
52,0.01817,0.01677,0.01696,0.01713
53,0.03501,0.03383,0.03388,0.03383
54,-0.00846,-0.01224,-0.01059,-0.01126
55,-0.00422,-0.0081,-0.00622,-0.00707
56,0.01162,0.01006,0.00981,0.01013
57,0.04986,0.0491,0.04936,0.04919
58,0.01087,0.00889,0.00944,0.00941
59,0.01389,0.01254,0.01214,0.01253
60,0.00482,0.00192,0.00301,0.00267
61,0.0234,0.02099,0.02233,0.02184
62,0.0767,0.07669,0.07705,0.07671
63,0.02709,0.0264,0.02624,0.02662
64,0.07079,0.07112,0.07099,0.07096
65,0.00695,0.0048,0.00499,0.00507
66,0.02043,0.01865,0.01925,0.01919
67,0.03453,0.0347,0.03348,0.03422
68,0.02955,0.02822,0.02823,0.0282
69,0.03249,0.03253,0.03136,0.03208
70,0.07272,0.07316,0.073,0.07299
71,0.02669,0.02529,0.02587,0.02582
72,0.07511,0.07521,0.07539,0.07515
73,0.02397,0.02283,0.02303,0.02319
74,,,,
75,-0.00711,-0.01104,-0.0092,-0.01002
76,0.03458,0.03376,0.03399,0.03413
77,0.03259,0.0307,0.0317,0.03128
78,0.01793,0.01607,0.0167,0.01663
79,0.06072,0.0599,0.06101,0.06059
80,0.00419,0.00127,0.00235,0.00202
81,0.04578,0.04456,0.04545,0.04512
82,0.02309,0.02212,0.02209,0.02238
83,0.03925,0.03744,0.03882,0.03829
84,0.03988,0.03824,0.0393,0.03886
85,0.01675,0.01483,0.01546,0.01539
86,-0.00936,-0.01326,-0.01153,-0.01225
87,0.03629,0.03492,0.03562,0.03548
88,-0.0096,-0.01362,-0.01178,-0.01259
89,0.04051,0.03896,0.03994,0.03955
90,0.01696,0.01549,0.01572,0.01586
91,-0.00638,-0.01031,-0.00846,-0.00928
92,-0.0059,-0.00984,-0.00796,-0.0088
93,0.0124,0.00999,0.01084,0.01057
94,0.04373,0.04253,0.04333,0.04312
95,0.00349,0.00085,0.00162,0.00142
96,-0.00974,-0.01374,-0.01194,-0.0127
