,0,1,2,3,4,5
0,0.0478,0.04939,0.06226,0.10189,0.04458,0.10312
1,0.07994,0.07049,0.09539,0.08182,0.0759,0.0818
2,0.07994,0.07049,0.09539,0.08182,0.0759,0.0818
3,0.0649,0.1079,0.09376,0.08182,0.06053,0.0818
4,0.06717,0.1079,0.09302,0.07596,0.06264,0.07594
5,0.0649,0.18894,0.10698,0.10035,0.06053,0.10033
6,0.09478,0.09607,0.06835,0.10314,0.08839,0.10312
7,0.09086,0.07049,0.10995,0.10314,0.10376,0.10312
8,0.06882,0.07033,0.06835,0.06453,0.06418,0.06452
9,0.0478,0.04939,0.06226,0.10189,0.04458,0.10312
10,,,,,,
11,0.05316,0.06698,0.06226,0.10314,0.04958,0.10312
12,0.05522,0.0478,0.04591,0.04307,0.0515,0.04306
13,0.05563,0.11509,0.10698,0.10035,0.05188,0.10033
14,0.05213,0.05099,0.0474,0.04446,0.04862,0.04445
15,0.06572,0.05099,0.0474,0.04446,0.06207,0.04445
16,0.05213,0.06698,0.06226,0.10314,0.04862,0.10312
17,0.10446,0.11749,0.07637,0.08893,0.1299,0.10033
18,0.1092,0.1517,0.12466,0.10314,0.10665,0.10312
19,0.05831,0.05099,0.0474,0.04446,0.05438,0.04445
20,0.05213,0.05099,0.0474,0.04446,0.04862,0.04445
21,,,,,,
22,0.0478,0.04939,0.06226,0.10189,0.04458,0.10312
23,0.05522,0.06714,0.06835,0.06035,0.06111,0.06034
24,0.0616,0.0478,0.05097,0.05924,0.05822,0.05922
25,0.05501,0.05099,0.0474,0.04446,0.05131,0.04445
26,0.06449,0.07433,0.06107,0.05882,0.06341,0.05783
27,0.09086,0.07049,0.10995,0.10314,0.10376,0.10312
28,0.05975,0.0478,0.04309,0.05882,0.05803,0.05783
29,0.05522,0.0478,0.04591,0.04307,0.0515,0.04306
30,0.0616,0.0478,0.05527,0.06049,0.0638,0.0595
31,0.05893,0.0478,0.05097,0.05882,0.05726,0.05783
32,,,,,,
33,0.05007,0.0462,0.06047,0.06802,0.04669,0.068
34,0.05027,0.05946,0.06612,0.0623,0.04689,0.0634
35,0.05007,0.05227,0.0737,0.0715,0.04669,0.07148
36,0.05831,0.05099,0.0474,0.04446,0.05438,0.04445
37,0.05831,0.05099,0.0474,0.04446,0.05438,0.04445
38,0.05501,0.05099,0.0474,0.04446,0.05131,0.04445
39,0.05831,0.04939,0.06196,0.04307,0.05438,0.04306
40,0.05563,0.04939,0.05186,0.04864,0.05188,0.04863
41,0.05213,0.05099,0.0474,0.04446,0.04862,0.04445
42,0.07994,0.07049,0.09539,0.08182,0.0759,0.0818
43,,,,,,
44,0.05728,0.05259,0.05201,0.0538,0.05342,0.04585
45,0.0649,0.05259,0.07637,0.0538,0.06476,0.04585
46,0.04945,0.0446,0.04591,0.04307,0.05034,0.04306
47,0.05501,0.05099,0.0474,0.04446,0.05131,0.04445
48,0.05501,0.05099,0.0474,0.04446,0.05131,0.04445
49,0.05748,0.0446,0.04443,0.04167,0.05438,0.04166
50,0.0649,0.11749,0.07637,0.08893,0.1299,0.10033
51,0.05522,0.0478,0.03982,0.04307,0.0515,0.04306
52,0.04945,0.0446,0.04591,0.04307,0.05034,0.04306
53,0.05604,0.0446,0.0474,0.04446,0.05227,0.04445
54,,,,,,
55,0.041,0.03181,0.02957,0.06802,0.04669,0.068
56,0.05027,0.04939,0.03626,0.0545,0.04689,0.05448
57,0.05027,0.04939,0.03626,0.0545,0.04689,0.05448
58,0.05522,0.04939,0.0474,0.04446,0.0515,0.04445
59,0.05831,0.05099,0.0474,0.04446,0.05438,0.04445
60,0.05748,0.0446,0.06122,0.05143,0.06014,0.05518
61,0.06655,0.07033,0.06835,0.06453,0.06418,0.06452
62,0.05604,0.0446,0.0474,0.04446,0.05227,0.04445
63,0.05563,0.0446,0.0474,0.04446,0.05188,0.04445
64,0.05934,0.05259,0.07979,0.0538,0.05534,0.04585
65,,,,,,
66,0.08447,0.07193,0.1159,0.10314,0.07878,0.10312
67,0.0614,0.04939,0.04428,0.0506,0.06264,0.05142
68,0.05975,0.05707,0.05572,0.05129,0.05726,0.05128
69,0.05522,0.06346,0.0737,0.06871,0.0515,0.0687
70,0.05522,0.05099,0.0474,0.04446,0.0515,0.04445
71,0.05501,0.05099,0.0474,0.04446,0.05131,0.04445
72,0.0614,0.04939,0.04428,0.0506,0.06553,0.05142
73,0.05522,0.05099,0.0474,0.04446,0.0515,0.04445
74,0.05501,0.05099,0.0474,0.04446,0.05131,0.04445
75,0.06037,0.04939,0.05483,0.0506,0.0563,0.05142
76,,,,,,
77,0.05213,0.05099,0.0474,0.04446,0.04862,0.04445
78,0.05707,0.0446,0.0474,0.04446,0.05323,0.04013
79,0.06428,0.05387,0.05735,0.06802,0.06649,0.068
80,0.041,0.03181,0.03626,0.0545,0.04689,0.05448
81,0.05522,0.0446,0.03982,0.04307,0.0515,0.04306
82,0.05027,0.05946,0.06612,0.06439,0.04689,0.0634
83,0.05522,0.0446,0.03982,0.04307,0.0515,0.04306
84,0.05728,0.05259,0.05201,0.0538,0.05342,0.04585
85,0.05831,0.04939,0.04591,0.04307,0.05438,0.04306
86,0.05831,0.04939,0.04591,0.04307,0.05438,0.04306
87,,,,,,
88,0.05522,0.05099,0.0474,0.04446,0.0515,0.04445
89,0.05707,0.04939,0.05483,0.05143,0.05323,0.05142
90,0.05748,0.0446,0.04443,0.04167,0.06207,0.04166
91,0.05831,0.0478,0.0474,0.04446,0.05438,0.04445
92,0.05728,0.0478,0.0474,0.04446,0.05438,0.04445
93,0.05748,0.0446,0.0474,0.04446,0.05438,0.04445
94,0.05563,0.04939,0.05186,0.04864,0.05188,0.04863
95,0.05522,0.04939,0.05483,0.05143,0.05323,0.05142
96,0.05522,0.0446,0.04591,0.04307,0.0515,0.04306
97,0.05728,0.05419,0.05201,0.05659,0.05342,0.04724
98,,,,,,
99,0.05604,0.0446,0.0474,0.04446,0.05227,0.04445
100,0.05831,0.04939,0.04591,0.04307,0.05438,0.04306
101,0.05563,0.04939,0.05186,0.04864,0.05188,0.04863
102,0.04079,0.0446,0.02942,0.04307,0.05034,0.04306
103,0.05625,0.05579,0.05869,0.0545,0.05246,0.05518
104,0.05522,0.04939,0.0474,0.04446,0.0515,0.04445
