,0,1,2,3,4,5,6,7
0,0.017509999999999998,0.00942,0.01685,0.01199,0.02028,0.02444,0.00974,0.019969999999999998
1,0.020880000000000003,0.011340000000000001,0.01995,0.022690000000000002,0.01642,0.01097,0.01095,0.015969999999999998
2,0.02106,0.01113,0.019880000000000002,0.02282,0.01757,0.01126,0.010209999999999999,0.015059999999999999
3,0.01137,0.00971,0.01059,0.011479999999999999,0.00884,0.00662,0.00899,0.007859999999999999
4,0.017509999999999998,0.01038,0.01945,0.02306,0.01571,0.01133,0.01095,0.01669
5,0.01685,0.011340000000000001,0.01629,0.014759999999999999,0.02299,0.02009,0.00911,0.012
6,0.01799,0.01105,0.01617,0.01637,0.01402,0.012440000000000001,0.01258,0.011729999999999999
7,0.016,0.00945,0.0158,0.022690000000000002,0.00903,0.00581,0.02541,0.01157
8,0.01841,0.01253,0.01672,0.018969999999999997,0.013019999999999999,0.01023,0.01694,0.0071200000000000005
9,0.02052,0.012440000000000001,0.01957,0.01674,0.02285,0.02238,0.01181,0.0161
10,0.01853,0.010409999999999999,0.01964,0.023190000000000002,0.01599,0.01126,0.01095,0.016669999999999997
11,0.01155,0.00971,0.01078,0.01152,0.00847,0.0068,0.00899,0.00788
12,0.02094,0.01067,0.0197,0.0217,0.01757,0.01185,0.010209999999999999,0.0147
13,0.01679,0.01137,0.01635,0.014759999999999999,0.02299,0.01987,0.00911,0.012
14,0.0086,0.00954,0.00979,0.00916,0.0109,0.00743,0.0102,0.01293
15,0.015040000000000001,0.00962,0.01505,0.01761,0.013000000000000001,0.01067,0.01153,0.011940000000000001
16,0.013059999999999999,0.01023,0.01617,0.02046,0.01599,0.011479999999999999,0.01065,0.01662
17,0.01612,0.01035,0.01889,0.022690000000000002,0.01571,0.011559999999999999,0.01095,0.016669999999999997
18,0.01227,0.00948,0.01195,0.00996,0.013569999999999999,0.0078,0.00981,0.0133
19,0.016,0.00951,0.01592,0.022940000000000002,0.00877,0.00618,0.025580000000000002,0.01169
20,0.00878,0.00948,0.010029999999999999,0.00921,0.01075,0.0072900000000000005,0.0102,0.01285
21,0.02106,0.01102,0.019880000000000002,0.022690000000000002,0.01757,0.01126,0.010209999999999999,0.015080000000000001
22,0.0154,0.00971,0.01505,0.01699,0.01314,0.01001,0.01153,0.00954
23,0.0154,0.00974,0.014740000000000001,0.01488,0.014280000000000001,0.011040000000000001,0.00984,0.01256
24,0.007640000000000001,0.01052,0.007559999999999999,0.00698,0.00528,0.01192,0.007529999999999999,0.00609
25,0.01654,0.01038,0.01908,0.02282,0.01571,0.01141,0.01095,0.016669999999999997
26,0.01805,0.01218,0.016909999999999998,0.01736,0.015280000000000002,0.01288,0.01694,0.007490000000000001
27,0.02028,0.01108,0.019880000000000002,0.022690000000000002,0.01714,0.01097,0.01095,0.01656
28,0.01823,0.01166,0.01772,0.02083,0.015280000000000002,0.013030000000000002,0.01258,0.00855
29,0.0154,0.01012,0.014369999999999999,0.013640000000000001,0.014280000000000001,0.01288,0.01258,0.012629999999999999
30,0.020880000000000003,0.01055,0.01964,0.0212,0.01757,0.01185,0.01007,0.014430000000000002
31,0.007940000000000001,0.00971,0.00793,0.007379999999999999,0.007809999999999999,0.009640000000000001,0.007529999999999999,0.00617
32,0.01703,0.01145,0.016040000000000002,0.01438,0.02085,0.01686,0.00911,0.01192
33,0.02058,0.01128,0.01995,0.02257,0.01642,0.011040000000000001,0.01095,0.0165
34,0.00951,0.009559999999999999,0.010159999999999999,0.00839,0.0124,0.00587,0.0102,0.01431
35,0.00872,0.00948,0.010029999999999999,0.00921,0.01077,0.007209999999999999,0.0102,0.01285
36,0.02106,0.01125,0.01995,0.02282,0.017419999999999998,0.01126,0.010209999999999999,0.015430000000000001
37,0.00872,0.00948,0.00892,0.01064,0.00504,0.0046,0.01184,0.005679999999999999
38,0.0077599999999999995,0.010409999999999999,0.007679999999999999,0.0070599999999999994,0.00677,0.01222,0.007529999999999999,0.00605
39,0.01787,0.01119,0.01852,0.015,0.02456,0.0223,0.00911,0.01299
40,0.01149,0.009559999999999999,0.011090000000000001,0.01612,0.00418,0.0037799999999999995,0.01987,0.0057399999999999994
41,0.01823,0.01241,0.01635,0.017480000000000002,0.015569999999999999,0.011559999999999999,0.01694,0.00715
42,0.00951,0.00942,0.010029999999999999,0.00827,0.01218,0.00581,0.0102,0.014369999999999999
43,0.02106,0.01119,0.019880000000000002,0.022690000000000002,0.01757,0.01119,0.010209999999999999,0.0151
44,0.01354,0.0102,0.01685,0.02096,0.01599,0.011479999999999999,0.01065,0.01669
45,0.01757,0.01096,0.01555,0.01575,0.01401,0.01251,0.01258,0.01222
46,0.0154,0.00968,0.014740000000000001,0.01488,0.014280000000000001,0.01097,0.00984,0.01261
47,0.01739,0.01087,0.015359999999999999,0.0155,0.01401,0.01259,0.01258,0.01228
48,0.012329999999999999,0.01026,0.01208,0.012329999999999999,0.014709999999999999,0.01141,0.01065,0.01646
49,0.01853,0.011479999999999999,0.01679,0.017480000000000002,0.01405,0.01214,0.01258,0.011000000000000001
50,0.01799,0.01137,0.01697,0.015130000000000001,0.01685,0.013909999999999999,0.0093,0.011179999999999999
51,0.01023,0.009559999999999999,0.01022,0.0076,0.01138,0.01053,0.00842,0.00643
52,0.01227,0.01026,0.0122,0.0129,0.014709999999999999,0.01141,0.01065,0.01654
53,0.01281,0.01023,0.01567,0.02009,0.01599,0.011479999999999999,0.01065,0.01669
54,0.0077,0.01067,0.007679999999999999,0.0070599999999999994,0.00635,0.01214,0.007529999999999999,0.00605
55,0.01847,0.01259,0.016659999999999998,0.0191,0.012209999999999999,0.01001,0.01694,0.0071200000000000005
56,0.01438,0.01023,0.01759,0.0217,0.01599,0.01141,0.01095,0.01669
57,0.01269,0.01023,0.01542,0.01984,0.01614,0.011479999999999999,0.01065,0.016669999999999997
58,0.011309999999999999,0.01154,0.01127,0.010490000000000001,0.01017,0.02061,0.00943,0.00808
59,0.0154,0.00971,0.01505,0.01699,0.01317,0.01001,0.01153,0.00954
60,0.01149,0.00965,0.01072,0.011479999999999999,0.00861,0.00671,0.00899,0.00788
61,0.007640000000000001,0.01061,0.00762,0.00702,0.00606,0.01192,0.007529999999999999,0.00605
62,0.0142,0.0114,0.015359999999999999,0.01488,0.015280000000000002,0.01192,0.0093,0.01145
63,0.01709,0.01029,0.01926,0.02306,0.01571,0.011479999999999999,0.01095,0.016640000000000002
64,0.021,0.01081,0.0197,0.02195,0.017419999999999998,0.0117,0.010209999999999999,0.01514
65,0.00854,0.009590000000000001,0.00972,0.0091,0.01094,0.00758,0.0102,0.01281
66,0.021,0.0114,0.01995,0.02282,0.017419999999999998,0.01111,0.01095,0.01571
67,0.007640000000000001,0.010579999999999999,0.007559999999999999,0.00701,0.0059299999999999995,0.01192,0.007529999999999999,0.00609
68,0.015340000000000001,0.00971,0.01511,0.01711,0.01318,0.01008,0.01153,0.009890000000000001
69,0.0139,0.01047,0.01208,0.0093,0.0131,0.01237,0.00872,0.0151
70,0.00939,0.00954,0.010159999999999999,0.00861,0.01245,0.00595,0.0102,0.014130000000000002
71,0.00945,0.00951,0.01022,0.008440000000000001,0.01235,0.0061200000000000004,0.0102,0.014369999999999999
