,0,1,2,3,4,5,6,7
0,0.01612,0.00965,0.01592,0.02306,0.00875,0.00599,0.02541,0.0112
1,0.01757,0.01137,0.01772,0.01637,0.01714,0.01347,0.0093,0.01133
2,0.020880000000000003,0.011340000000000001,0.01995,0.022690000000000002,0.01642,0.01097,0.01095,0.015969999999999998
3,0.01654,0.01157,0.017159999999999998,0.01711,0.01757,0.01288,0.0093,0.01149
4,0.01408,0.0102,0.01208,0.00951,0.01305,0.012440000000000001,0.00872,0.015080000000000001
5,0.017509999999999998,0.01038,0.01945,0.02306,0.01571,0.01133,0.01095,0.01669
6,0.01396,0.01163,0.013630000000000001,0.01414,0.00995,0.02215,0.0094,0.0071
7,0.01685,0.011340000000000001,0.01629,0.014759999999999999,0.02299,0.02009,0.00911,0.012
8,0.016,0.00945,0.0158,0.022690000000000002,0.00903,0.00581,0.02541,0.01157
9,0.016669999999999997,0.01241,0.01728,0.02046,0.00907,0.008459999999999999,0.008440000000000001,0.0070599999999999994
10,0.01378,0.0116,0.013630000000000001,0.01414,0.00988,0.0223,0.0094,0.0070799999999999995
11,0.01721,0.0098,0.01499,0.01525,0.014190000000000001,0.01111,0.00984,0.012629999999999999
12,0.01721,0.01253,0.01728,0.02034,0.01028,0.00824,0.008440000000000001,0.0070599999999999994
13,0.015819999999999997,0.01151,0.0166,0.01686,0.01671,0.012440000000000001,0.0093,0.011590000000000001
14,0.01245,0.010320000000000001,0.011770000000000001,0.0099,0.014709999999999999,0.011479999999999999,0.010459999999999999,0.01626
15,0.01841,0.01253,0.01672,0.018969999999999997,0.013019999999999999,0.01023,0.01694,0.0071200000000000005
16,0.0136,0.01154,0.01369,0.013890000000000001,0.010029999999999999,0.0223,0.0094,0.0070799999999999995
17,0.01853,0.010409999999999999,0.01964,0.023190000000000002,0.01599,0.01126,0.01095,0.016669999999999997
18,0.02094,0.01067,0.0197,0.0217,0.01757,0.01185,0.010209999999999999,0.0147
19,0.01679,0.01137,0.01635,0.014759999999999999,0.02299,0.01987,0.00911,0.012
20,0.01612,0.01035,0.01889,0.022690000000000002,0.01571,0.011559999999999999,0.01095,0.016669999999999997
21,0.01763,0.009559999999999999,0.015609999999999999,0.015380000000000001,0.01485,0.01097,0.00984,0.01261
22,0.016,0.00951,0.01592,0.022940000000000002,0.00877,0.00618,0.025580000000000002,0.01169
23,0.01294,0.0105,0.01623,0.021330000000000002,0.00838,0.00942,0.008440000000000001,0.00731
24,0.01877,0.009909999999999999,0.016659999999999998,0.016,0.015569999999999999,0.01082,0.00982,0.013090000000000001
25,0.01215,0.009559999999999999,0.011890000000000001,0.00822,0.01094,0.00839,0.0102,0.00958
26,0.01823,0.0127,0.01697,0.02009,0.00965,0.00883,0.008440000000000001,0.00719
27,0.01516,0.01012,0.014180000000000002,0.013269999999999999,0.014280000000000001,0.01288,0.01258,0.012629999999999999
28,0.01654,0.01038,0.01908,0.02282,0.01571,0.01141,0.01095,0.016669999999999997
29,0.01257,0.011890000000000001,0.01319,0.00987,0.01614,0.01111,0.0093,0.01153
30,0.01805,0.01218,0.016909999999999998,0.01736,0.015280000000000002,0.01288,0.01694,0.007490000000000001
31,0.02028,0.01108,0.019880000000000002,0.022690000000000002,0.01714,0.01097,0.01095,0.01656
32,0.015280000000000002,0.011479999999999999,0.01617,0.01649,0.01514,0.01192,0.0093,0.01157
33,0.01197,0.01035,0.01524,0.02145,0.00815,0.00913,0.008440000000000001,0.00755
34,0.0154,0.01012,0.014369999999999999,0.013640000000000001,0.014280000000000001,0.01288,0.01258,0.012629999999999999
35,0.020880000000000003,0.01055,0.01964,0.0212,0.01757,0.01185,0.01007,0.014430000000000002
36,0.01703,0.01145,0.016040000000000002,0.01438,0.02085,0.01686,0.00911,0.01192
37,0.02058,0.01128,0.01995,0.02257,0.01642,0.011040000000000001,0.01095,0.0165
38,0.01612,0.0116,0.01679,0.017240000000000002,0.01785,0.01273,0.0093,0.01153
39,0.01053,0.011479999999999999,0.0109,0.009609999999999999,0.01007,0.01987,0.00943,0.007809999999999999
40,0.01811,0.00974,0.0161,0.0155,0.015569999999999999,0.01075,0.00984,0.012790000000000001
41,0.016909999999999998,0.01157,0.01747,0.01699,0.01714,0.013030000000000002,0.0093,0.01135
42,0.011009999999999999,0.01018,0.01406,0.021330000000000002,0.0081,0.0092,0.008440000000000001,0.007390000000000001
43,0.016909999999999998,0.01122,0.018330000000000003,0.015,0.02399,0.02157,0.00911,0.01259
44,0.012209999999999999,0.00954,0.01195,0.00826,0.01091,0.00854,0.0102,0.00958
45,0.015580000000000002,0.01009,0.01456,0.013890000000000001,0.014419999999999999,0.01281,0.01258,0.012629999999999999
46,0.01787,0.01119,0.01852,0.015,0.02456,0.0223,0.00911,0.01299
47,0.01823,0.01241,0.01635,0.017480000000000002,0.015569999999999999,0.011559999999999999,0.01694,0.00715
48,0.01799,0.011309999999999999,0.01852,0.015,0.02456,0.02238,0.00911,0.01299
49,0.01829,0.01247,0.0166,0.01786,0.01499,0.011040000000000001,0.01694,0.0071
