,0,1
0,0.05184,0.01227
1,0.05184,0.01227
2,-0.00585,0.05181
3,0.01304,0.04873
4,0.01304,0.04873
5,0.03972,0.00605
6,0.03783,0.01592
7,0.0139,-0.00844
8,-0.00585,0.05181
9,0.05184,0.01227
10,0.0139,-0.00844
11,0.05184,0.01227
12,-0.00585,0.05181
13,0.01872,0.04661
14,0.01199,-0.00388
15,0.02847,0.01514
16,0.02712,0.03744
17,-0.00585,0.05181
18,0.01872,0.04661
19,0.0421,0.01266
20,0.02252,0.05868
21,0.04063,0.03618
22,0.01413,-0.0114
23,0.05184,0.01227
24,0.01199,-0.00388
25,0.01304,0.04873
26,0.05184,0.01227
27,0.03382,0.02493
28,0.03783,0.05644
29,0.01199,-0.00388
30,0.05184,0.01227
31,0.05184,0.01227
32,0.02712,0.03744
33,0.01199,-0.00388
34,0.01199,-0.00388
35,0.01199,-0.00388
36,0.05184,0.01227
37,,
38,0.0421,0.01266
39,-0.00585,0.05181
40,-0.00119,0.01785
41,0.01872,0.04661
42,0.03918,0.0096
43,0.01199,-0.00388
44,0.03911,0.03357
45,0.01413,-0.0114
46,0.03972,0.00605
47,0.03382,0.02493
48,0.01705,-0.03725
49,0.02712,0.03744
50,-0.00585,0.01733
51,0.03783,0.01592
52,-0.00119,0.01785
53,0.03972,0.00605
54,0.01304,0.04873
55,0.01095,0.05088
56,0.03191,0.03548
57,0.04977,-6e-05
58,-0.01493,-0.02325
59,0.01095,0.05088
60,0.03479,0.00156
61,0.01199,-0.00388
62,0.01199,-0.00388
63,0.03384,0.06776
64,0.04063,0.03618
65,0.03918,0.0096
66,0.03783,0.05644
67,0.01095,0.05088
68,0.03602,0.0115
69,0.05184,0.01227
70,0.03382,0.02493
71,0.03384,0.06776
72,0.03479,0.00156
73,0.05184,0.01227
74,0.03783,0.05644
75,,
76,0.02847,0.01514
77,-0.01493,-0.02325
78,0.03972,0.00605
79,0.0421,0.01266
80,0.03226,-0.00332
81,-0.00585,0.05181
82,0.01872,0.04661
83,0.03783,0.05644
84,0.03972,0.00605
85,0.03783,0.05644
86,0.03191,0.03548
87,0.03911,0.03357
88,0.03226,-0.00332
