,0,1
0,0.03382,0.02493
1,0.05184,0.01227
2,0.01199,-0.00388
3,0.03384,0.06776
4,-0.00585,0.05181
5,0.01199,-0.00388
6,0.03972,0.00605
7,0.04977,-6e-05
8,0.01304,0.04873
9,0.04977,-6e-05
10,0.05184,0.01227
11,-0.00585,0.01733
12,0.03972,0.00605
13,0.03972,0.00605
14,0.04063,0.03618
15,0.04977,-6e-05
16,0.03783,0.01592
17,0.0139,-0.00844
18,0.03384,0.06776
19,0.01413,-0.0114
20,0.04063,0.03618
21,0.02712,0.03744
22,0.04977,-6e-05
23,0.04977,-6e-05
24,-0.00585,0.05181
25,0.03191,0.03548
26,0.01199,-0.00388
27,-0.00119,0.01785
28,0.04063,0.03618
29,0.05184,0.01227
30,0.01872,0.04661
31,-0.00585,0.05181
32,0.04063,0.03618
33,0.03783,0.05644
34,0.03191,0.03548
35,0.01199,-0.00388
36,0.03384,0.06776
37,,
38,0.03783,0.05644
39,0.03783,0.05644
40,0.04977,-6e-05
41,0.03972,0.00605
42,0.03191,0.03548
43,0.01199,-0.00388
44,0.01872,0.04661
45,0.03783,0.05644
46,0.03783,0.05644
47,-0.03346,0.07232
48,0.03918,0.0096
49,0.01304,0.04873
50,0.03783,0.01592
51,0.01304,0.04873
52,0.01872,0.04661
53,0.0421,0.01266
54,-0.03346,0.07232
55,0.05184,0.01227
56,0.05184,0.01227
57,0.03783,0.05644
58,0.03479,0.00156
59,0.03382,0.02493
60,-0.03346,0.07232
61,0.05184,0.01227
62,0.03783,0.05644
63,0.03954,0.02172
64,0.01304,0.04873
65,0.03191,0.03548
66,0.05184,0.01227
67,0.03911,0.03357
68,0.03783,0.01592
69,0.03382,0.02493
70,-0.00585,0.01733
71,0.01705,-0.03725
72,0.00856,0.01879
73,0.01413,-0.0114
74,0.03783,0.05644
75,,
76,-0.00585,0.01733
77,0.02712,0.03744
78,0.03972,0.00605
79,0.03783,0.05644
80,0.02712,0.03744
81,0.03783,0.05644
82,0.00856,0.01879
83,0.03382,0.02493
84,0.02252,0.05868
85,0.03972,0.00605
86,0.03972,0.00605
87,0.03954,0.02172
88,0.02847,0.01514
89,0.03191,0.03548
90,0.03783,0.01592
91,0.01872,0.04661
92,0.01199,-0.00388
93,0.01199,-0.00388
94,0.01095,0.05088
95,0.01872,0.04661
96,0.03602,0.0115
97,0.03783,0.01592
98,0.01095,0.05088
99,0.0139,-0.00844
100,0.03972,0.00605
101,0.03783,0.05644
102,-0.03346,0.07232
103,-0.03346,0.07232
104,0.00856,0.01879
105,0.01872,0.04661
106,0.03602,0.0115
107,0.03384,0.06776
108,0.01872,0.04661
109,0.04977,-6e-05
110,0.01199,-0.00388
111,0.05184,0.01227
112,0.03783,0.05644
113,,
114,0.04977,-6e-05
115,0.03602,0.0115
116,0.01199,-0.00388
117,0.01199,-0.00388
118,0.02847,0.01514
119,0.03479,0.00156
120,0.03783,0.05644
121,-0.00585,0.05181
122,0.0421,0.01266
123,0.03954,0.02172
124,0.01199,-0.00388
125,0.04977,-6e-05
126,0.02847,0.01514
127,0.03972,0.00605
128,0.03972,0.00605
129,0.01095,0.05088
130,-0.03346,0.07232
131,0.01199,-0.00388
132,0.03911,0.03357
133,0.03783,0.05644
134,0.03954,0.02172
135,0.03191,0.03548
136,0.04977,-6e-05
137,0.01413,-0.0114
138,-0.00585,0.05181
139,0.03783,0.05644
140,0.01095,0.05088
141,0.03783,0.05644
142,0.04977,-6e-05
143,0.03602,0.0115
144,-0.00119,0.01785
145,-0.01493,-0.02325
146,0.01304,0.04873
147,0.00856,0.01879
148,0.03972,0.00605
149,0.03384,0.06776
150,0.03382,0.02493
151,,
152,0.01872,0.04661
153,0.03226,-0.00332
154,0.01199,-0.00388
155,0.0139,-0.00844
156,0.05184,0.01227
157,0.02847,0.01514
158,0.01304,0.04873
159,0.03226,-0.00332
160,0.03918,0.0096
161,0.05184,0.01227
162,0.02847,0.01514
163,0.02252,0.05868
164,0.03226,-0.00332
165,-0.00585,0.01733
166,0.03602,0.0115
167,0.0421,0.01266
168,0.03783,0.05644
169,0.04977,-6e-05
170,0.0139,-0.00844
171,0.03918,0.0096
172,0.03191,0.03548
173,-0.00585,0.01733
174,0.05184,0.01227
175,0.03783,0.01592
176,0.01199,-0.00388
177,0.03384,0.06776
178,0.03226,-0.00332
179,0.01413,-0.0114
180,0.01872,0.04661
181,0.03783,0.05644
182,-0.00585,0.05181
183,0.01199,-0.00388
184,0.01199,-0.00388
185,0.03191,0.03548
186,0.02847,0.01514
187,0.01413,-0.0114
188,0.01635,-0.04305
189,,
190,0.03783,0.01592
191,0.04063,0.03618
192,0.03191,0.03548
193,-0.00585,0.05181
194,0.01413,-0.0114
195,0.05184,0.01227
196,0.03226,-0.00332
197,0.0139,-0.00844
198,0.00856,0.01879
199,0.00856,0.01879
200,0.04977,-6e-05
201,0.02252,0.05868
202,0.03479,0.00156
203,0.01304,0.04873
204,-0.03346,0.07232
205,0.02712,0.03744
206,0.02847,0.01514
207,0.01095,0.05088
208,0.03783,0.01592
209,0.02847,0.01514
210,0.03918,0.0096
211,0.03191,0.03548
212,0.01304,0.04873
213,0.03783,0.05644
214,0.03783,0.01592
215,0.01199,-0.00388
216,-0.03346,0.07232
217,0.03479,0.00156
218,0.04977,-6e-05
219,0.01872,0.04661
220,0.01199,-0.00388
221,0.03783,0.05644
222,0.01304,0.04873
223,0.02252,0.05868
224,0.00856,0.01879
225,0.02712,0.03744
226,0.00856,0.01879
227,,
228,0.01304,0.04873
229,-0.03346,0.07232
230,0.04977,-6e-05
231,0.03191,0.03548
232,0.04977,-6e-05
233,0.03226,-0.00332
234,0.03783,0.01592
235,0.0421,0.01266
236,0.01095,0.05088
237,0.02712,0.03744
238,0.01199,-0.00388
239,0.03783,0.01592
240,0.02252,0.05868
241,0.00856,0.01879
242,0.04063,0.03618
243,0.03918,0.0096
244,0.03783,0.05644
245,-0.01493,-0.02325
246,0.03479,0.00156
247,0.03954,0.02172
248,0.03602,0.0115
249,0.03783,0.05644
250,0.03954,0.02172
251,0.03191,0.03548
252,0.03382,0.02493
253,0.02712,0.03744
254,-0.00585,0.01733
255,0.02712,0.03744
256,0.0139,-0.00844
257,-0.00585,0.01733
258,0.03384,0.06776
259,-0.03346,0.07232
260,0.03972,0.00605
261,-0.00119,0.01785
262,0.02252,0.05868
263,0.01095,0.05088
264,0.03911,0.03357
265,,
266,0.03783,0.05644
267,-0.01493,-0.02325
268,0.03972,0.00605
269,-0.01493,-0.02325
270,0.02847,0.01514
271,0.05184,0.01227
272,0.03382,0.02493
273,0.03226,-0.00332
274,0.03972,0.00605
275,0.03972,0.00605
276,0.02712,0.03744
277,0.01705,-0.03725
278,0.03783,0.05644
279,0.01304,0.04873
280,0.02712,0.03744
281,0.03384,0.06776
282,0.01705,-0.03725
283,0.01199,-0.00388
284,0.02712,0.03744
285,0.04977,-6e-05
286,-0.00585,0.05181
287,0.01872,0.04661
288,0.03918,0.0096
289,0.03783,0.01592
290,-0.01493,-0.02325
291,-0.01493,-0.02325
292,-0.00119,0.01785
293,0.03783,0.05644
294,0.01635,-0.04305
295,0.03954,0.02172
296,0.0139,-0.00844
297,0.02712,0.03744
298,0.02847,0.01514
299,0.03226,-0.00332
300,0.01199,-0.00388
301,0.01413,-0.0114
302,0.03783,0.05644
303,,
304,0.03191,0.03548
305,0.03479,0.00156
306,0.03783,0.01592
307,0.03972,0.00605
