,0,1
0,-0.01493,-0.02325
1,0.01413,-0.0114
2,0.00856,0.01879
3,0.01705,-0.03725
4,0.03479,0.00156
5,-0.00119,0.01785
6,0.03783,0.05644
7,0.03479,0.00156
8,0.01413,-0.0114
9,0.01705,-0.03725
10,0.02712,0.03744
11,0.0139,-0.00844
12,-0.00119,0.01785
13,0.02712,0.03744
14,0.03382,0.02493
15,0.01413,-0.0114
16,0.03783,0.05644
17,-0.03346,0.07232
18,0.03972,0.00605
19,-0.03346,0.07232
20,0.01705,-0.03725
21,0.01413,-0.0114
22,-0.00585,0.05181
23,0.02712,0.03744
24,0.01413,-0.0114
25,0.04977,-6e-05
26,0.01199,-0.00388
27,0.0421,0.01266
28,0.01199,-0.00388
29,0.03382,0.02493
30,0.01199,-0.00388
31,0.01413,-0.0114
32,0.02712,0.03744
33,0.02847,0.01514
34,0.01199,-0.00388
35,0.01095,0.05088
36,0.01199,-0.00388
37,,
38,0.05184,0.01227
39,0.05184,0.01227
40,0.03226,-0.00332
41,0.03384,0.06776
42,-0.03346,0.07232
43,0.03911,0.03357
44,0.03972,0.00605
45,-0.03346,0.07232
46,-0.00585,0.05181
47,0.01095,0.05088
48,0.01199,-0.00388
49,0.03384,0.06776
50,0.0139,-0.00844
51,-0.00585,0.05181
52,0.03226,-0.00332
53,0.02847,0.01514
54,0.01872,0.04661
55,0.0421,0.01266
56,-0.03346,0.07232
57,0.01199,-0.00388
58,-0.01493,-0.02325
59,-0.03346,0.07232
60,0.03191,0.03548
61,0.03783,0.01592
62,0.01705,-0.03725
63,0.01705,-0.03725
64,0.03783,0.05644
65,0.03972,0.00605
66,0.01304,0.04873
67,0.01199,-0.00388
68,0.03384,0.06776
69,0.03783,0.05644
70,0.03783,0.05644
71,0.02712,0.03744
72,0.03384,0.06776
73,0.01095,0.05088
74,0.05184,0.01227
75,,
76,0.02847,0.01514
77,-0.00585,0.05181
78,0.02712,0.03744
79,0.03382,0.02493
80,0.03384,0.06776
81,0.03479,0.00156
82,-0.03346,0.07232
83,0.03783,0.01592
84,-0.01493,-0.02325
85,0.01304,0.04873
86,0.0139,-0.00844
87,0.01199,-0.00388
88,0.02712,0.03744
89,0.0139,-0.00844
90,0.00856,0.01879
91,0.03479,0.00156
92,-0.01493,-0.02325
93,-0.00585,0.05181
94,0.00856,0.01879
95,-0.00119,0.01785
96,0.03479,0.00156
97,0.03602,0.0115
98,-0.01493,-0.02325
99,0.0139,-0.00844
100,0.03191,0.03548
101,-0.01493,-0.02325
102,0.01872,0.04661
103,0.03384,0.06776
104,0.0421,0.01266
105,0.01635,-0.04305
106,0.02712,0.03744
107,0.01872,0.04661
108,0.01635,-0.04305
109,0.03783,0.01592
110,0.03479,0.00156
111,0.04063,0.03618
112,0.03783,0.01592
113,,
114,0.03783,0.01592
115,0.04063,0.03618
116,0.04977,-6e-05
117,0.03783,0.05644
118,0.03479,0.00156
119,0.03226,-0.00332
120,0.01635,-0.04305
121,0.03479,0.00156
122,0.03479,0.00156
123,0.03783,0.01592
124,0.03954,0.02172
125,0.02712,0.03744
126,0.03191,0.03548
127,0.03479,0.00156
128,-0.01493,-0.02325
129,0.03972,0.00605
130,0.02847,0.01514
131,0.04063,0.03618
132,-0.01493,-0.02325
133,0.03382,0.02493
134,0.02847,0.01514
135,-0.01493,-0.02325
136,0.02252,0.05868
137,0.00856,0.01879
138,0.03911,0.03357
139,0.03479,0.00156
140,0.03479,0.00156
141,0.01705,-0.03725
142,-0.00585,0.05181
143,-0.00119,0.01785
144,0.03972,0.00605
145,0.02252,0.05868
146,0.03954,0.02172
147,0.03918,0.0096
148,0.01635,-0.04305
149,0.03911,0.03357
150,0.00856,0.01879
151,,
152,0.01095,0.05088
153,0.03783,0.05644
154,0.05184,0.01227
155,0.02712,0.03744
156,0.03191,0.03548
157,0.01199,-0.00388
158,0.03479,0.00156
159,0.03783,0.01592
160,0.02847,0.01514
161,0.01872,0.04661
162,0.01705,-0.03725
163,0.01635,-0.04305
164,0.01413,-0.0114
165,-0.00585,0.05181
166,-0.00119,0.01785
167,0.03191,0.03548
168,0.01872,0.04661
169,0.03954,0.02172
170,0.03191,0.03548
171,0.01872,0.04661
172,-0.01493,-0.02325
173,-0.01493,-0.02325
174,0.01199,-0.00388
175,0.01413,-0.0114
