,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,0.112582,1.389319,0.061621,-0.91598,-0.08607,-0.174822,-2.426098,-0.360544,-0.756426,-0.613331,-1.22085,-0.027741,-1.587066,1.670366,0.373724,-1.589125,-0.407334,-0.455588,-0.455588,-0.455588,-0.455588,-0.455588,-0.455588,-0.455588,-0.455588,-0.455588,-0.455588,-0.455588,-0.455588,-0.283976,-0.152835,-0.760123,0.369879,2.11983,-0.038546,1.26005,-0.629626,0.862172,2.018911,2.668779,1.975743,0.484796,0.198588,2.305292,3.770106,1.461205,0.104096,0.104096,0.104096,0.104096,0.104096,0.104096,0.104096,0.104096,0.104096,0.104096,0.104096,0.104096,-0.34685,1.828363,1.664721,2.525485,2.844806,0.352795,0.830665,0.260728,-0.337687,1.125486,3.453034,0.723109,-0.661247,0.397186,1.516528,1.931599,-0.527547,-0.391798,-0.391798,-0.391798,-0.391798,-0.391798,-0.391798,-0.391798,-0.391798,-0.391798,-0.391798,-0.391798,-0.391798,-0.013467,0.196516,-0.448567,0.293918,0.176984,0.704147,0.87387,-0.266639,0.841801,2.314986,3.080912,2.249851,1.025185,0.54148,2.403088,4.208559,1.754549,-0.278427,-0.278427,-0.278427,-0.278427,-0.278427,-0.278427,-0.278427,-0.278427,-0.278427,-0.278427,-0.278427,-0.278427
1,0.165281,0.3525,-0.456562,-0.499854,1.027915,-0.202823,0.032014,-1.863761,0.474087,0.282862,0.528471,-1.883599,-1.593751,-0.113736,1.899638,1.65711,0.388967,1.201528,1.201528,1.201528,1.201528,1.201528,1.201528,1.201528,1.201528,1.201528,1.201528,1.201528,1.201528,-0.164363,-0.00866,-0.653937,-0.378594,-0.410165,-0.896058,-0.272347,-0.931926,-0.530196,0.026213,0.929488,1.554801,0.806052,1.529874,1.300049,0.675256,0.170025,0.695419,0.695419,0.695419,0.695419,0.695419,0.695419,0.695419,0.695419,0.695419,0.695419,0.695419,0.695419,-0.319923,0.626326,0.113673,-1.204159,-0.529454,0.223537,-0.483672,-0.296052,-0.799519,-0.36376,1.837819,2.358771,0.909582,3.945576,1.842655,0.968181,1.379774,0.785694,0.785694,0.785694,0.785694,0.785694,0.785694,0.785694,0.785694,0.785694,0.785694,0.785694,0.785694,-0.229125,0.625873,-0.503871,0.682189,1.202983,-1.649339,-0.497149,-0.636986,-0.945946,-0.550229,0.6316,1.369574,0.356741,1.658687,0.597346,0.041154,-0.148291,0.193296,0.193296,0.193296,0.193296,0.193296,0.193296,0.193296,0.193296,0.193296,0.193296,0.193296,0.193296
2,-1.364159,-0.957328,4.727118,0.075689,-0.846678,0.969588,0.168738,-0.103877,0.977055,1.140326,0.861637,1.188577,0.368434,0.069761,0.256303,1.294046,1.11219,-0.711081,-0.711081,-0.711081,-0.711081,-0.711081,-0.711081,-0.711081,-0.711081,-0.711081,-0.711081,-0.711081,-0.711081,-0.872055,-0.602388,2.05753,0.320797,0.888682,1.732174,1.039973,-0.071969,-0.640622,-0.665615,-0.576119,-1.429479,-1.103797,-0.834409,-1.254765,-1.247144,0.04662,-0.765861,-0.765861,-0.765861,-0.765861,-0.765861,-0.765861,-0.765861,-0.765861,-0.765861,-0.765861,-0.765861,-0.765861,-0.815306,0.532028,2.381506,-0.694132,0.585705,0.106575,0.219079,-0.722414,-0.967363,-0.145022,-0.452502,-0.558989,-1.15538,-0.990842,-1.00903,-0.651602,-0.836637,-0.670535,-0.670535,-0.670535,-0.670535,-0.670535,-0.670535,-0.670535,-0.670535,-0.670535,-0.670535,-0.670535,-0.670535,-0.29008,0.401674,0.327561,0.864924,0.64182,-0.205247,-0.461041,-0.942741,-0.660719,0.008988,-0.411673,-1.255981,-1.282691,-1.291114,-0.959725,-0.940571,-0.825862,-0.727686,-0.727686,-0.727686,-0.727686,-0.727686,-0.727686,-0.727686,-0.727686,-0.727686,-0.727686,-0.727686,-0.727686
3,-1.159179,-0.972795,-1.027727,0.615509,-0.986153,1.249319,2.047113,-0.551961,2.189812,2.0773,1.729435,0.640776,1.429712,-0.232033,-0.207258,-0.931585,-2.548416,-0.563326,-0.563326,-0.563326,-0.563326,-0.563326,-0.563326,-0.563326,-0.563326,-0.563326,-0.563326,-0.563326,-0.563326,-1.108602,-0.80893,-0.983014,-0.234338,-0.479259,0.017345,0.089279,-0.718506,-0.570358,-1.437316,-1.202047,-0.60887,-0.429459,-1.79739,-0.989792,-1.115847,-0.744458,-0.59868,-0.59868,-0.59868,-0.59868,-0.59868,-0.59868,-0.59868,-0.59868,-0.59868,-0.59868,-0.59868,-0.59868,-0.73709,-0.074637,-0.464446,0.3702,-0.829484,0.127876,-0.776909,-0.795928,0.248732,-0.241732,-0.65768,-0.967828,-0.509872,-1.078571,-0.973151,-0.792732,-0.177819,-0.55904,-0.55904,-0.55904,-0.55904,-0.55904,-0.55904,-0.55904,-0.55904,-0.55904,-0.55904,-0.55904,-0.55904,-0.750143,0.289744,-0.564121,-0.277423,-0.110647,-0.384253,-1.385723,-0.885323,-0.46821,-1.289003,-0.701175,-1.427407,-0.643423,-1.404766,-0.934645,-1.053114,-0.873562,-0.652129,-0.652129,-0.652129,-0.652129,-0.652129,-0.652129,-0.652129,-0.652129,-0.652129,-0.652129,-0.652129,-0.652129
4,0.81738,0.687904,-0.281365,0.228754,-0.046975,-0.478829,-1.479232,-0.632015,-0.763081,1.670291,-1.247062,-1.084831,1.193065,-1.324375,2.232193,-2.168818,0.023136,0.683359,0.683359,0.683359,0.683359,0.683359,0.683359,0.683359,0.683359,0.683359,0.683359,0.683359,0.683359,0.797172,0.513946,-0.502736,-0.579275,-0.189169,0.098742,0.417122,1.217002,-0.009975,0.594208,-0.313137,-0.530983,0.115076,0.363112,0.212739,0.991786,0.812218,0.4431,0.4431,0.4431,0.4431,0.4431,0.4431,0.4431,0.4431,0.4431,0.4431,0.4431,0.4431,0.844784,0.096888,-0.669696,0.316395,0.69779,0.258639,1.560789,2.549408,1.776444,1.070232,0.095152,0.068712,-0.250376,0.705313,0.473843,1.556675,1.288702,1.087546,1.087546,1.087546,1.087546,1.087546,1.087546,1.087546,1.087546,1.087546,1.087546,1.087546,1.087546,2.419668,1.707714,-0.398488,-0.147665,-0.156246,1.741566,3.268906,3.0211,1.573009,3.227687,1.128276,1.240516,1.265131,1.215394,1.771184,2.246101,1.714337,0.634387,0.634387,0.634387,0.634387,0.634387,0.634387,0.634387,0.634387,0.634387,0.634387,0.634387,0.634387
5,0.70326,0.660228,-0.359277,-1.07328,-0.416781,-0.511504,-2.241612,0.720383,1.259697,1.004525,-1.193291,-0.028554,0.157806,-0.704186,-0.147085,-0.483893,0.650287,-0.181625,-0.181625,-0.181625,-0.181625,-0.181625,-0.181625,-0.181625,-0.181625,-0.181625,-0.181625,-0.181625,-0.181625,0.14003,0.047549,-0.616029,-0.928291,0.69825,-0.524612,0.21451,-0.045224,0.839907,0.115813,1.568363,0.706585,1.02204,1.127403,0.265989,1.41649,1.186954,0.053013,0.053013,0.053013,0.053013,0.053013,0.053013,0.053013,0.053013,0.053013,0.053013,0.053013,0.053013,0.98006,0.299355,-0.643646,0.59803,-0.010933,0.452689,0.339965,-0.928786,0.422177,0.25563,0.705872,-0.494618,1.691994,1.436133,0.36192,1.622115,2.688036,0.158877,0.158877,0.158877,0.158877,0.158877,0.158877,0.158877,0.158877,0.158877,0.158877,0.158877,0.158877,2.380127,1.776251,0.532542,-0.20567,-0.153627,-0.126029,0.550433,-0.245726,1.153684,0.26594,1.698303,0.443369,0.703701,0.754428,0.188577,2.363057,1.099488,0.691565,0.691565,0.691565,0.691565,0.691565,0.691565,0.691565,0.691565,0.691565,0.691565,0.691565,0.691565
6,-0.671536,-0.44198,-0.676292,0.012995,-0.756542,0.219578,1.088737,0.440144,0.165116,0.850556,-0.179702,-0.062027,0.183076,-0.212689,0.095051,0.190719,0.55871,-0.703898,-0.703898,-0.703898,-0.703898,-0.703898,-0.703898,-0.703898,-0.703898,-0.703898,-0.703898,-0.703898,-0.703898,-0.601585,-0.430319,-0.800204,-0.271728,0.037382,-0.613122,0.451784,-0.732557,-0.740778,-0.034919,-0.740029,-0.803384,-0.370295,-1.082111,-0.727351,-0.929256,-0.281165,-0.772052,-0.772052,-0.772052,-0.772052,-0.772052,-0.772052,-0.772052,-0.772052,-0.772052,-0.772052,-0.772052,-0.772052,-0.521074,0.250607,0.203527,3.238402,0.113553,-0.206839,0.637304,-0.023682,-0.883153,-0.255282,-0.849614,-1.04002,-0.264763,-1.105761,-0.870404,-1.113729,-0.480449,-0.677333,-0.677333,-0.677333,-0.677333,-0.677333,-0.677333,-0.677333,-0.677333,-0.677333,-0.677333,-0.677333,-0.677333,-0.393802,-0.011185,-0.7319,6.576664,1.073999,-0.568969,-0.232323,-0.498484,-0.594764,0.091231,-1.238883,-1.20787,0.500631,-1.250778,-0.840887,-1.078662,-0.432898,-0.735854,-0.735854,-0.735854,-0.735854,-0.735854,-0.735854,-0.735854,-0.735854,-0.735854,-0.735854,-0.735854,-0.735854
7,0.066274,-0.054974,-0.503511,0.222541,-0.557939,-0.579575,-0.658762,-1.613973,-0.088769,-0.113165,-2.086285,-1.353556,-2.8525,-2.990831,-0.420777,1.698757,3.523553,-0.230877,-0.230877,-0.230877,-0.230877,-0.230877,-0.230877,-0.230877,-0.230877,-0.230877,-0.230877,-0.230877,-0.230877,-0.084763,-0.38377,-0.550428,0.085038,1.083769,0.868985,0.047052,0.460951,0.449616,1.954653,2.10502,3.301692,2.1188,2.464027,2.933491,3.855602,3.628585,0.599445,0.599445,0.599445,0.599445,0.599445,0.599445,0.599445,0.599445,0.599445,0.599445,0.599445,0.599445,-0.503443,-1.059486,-0.914137,0.35843,-0.165355,-0.902011,0.272462,0.027507,-0.414369,0.689545,1.135955,1.275477,0.870091,0.30302,1.631603,2.039535,1.14823,-0.100824,-0.100824,-0.100824,-0.100824,-0.100824,-0.100824,-0.100824,-0.100824,-0.100824,-0.100824,-0.100824,-0.100824,-0.376789,-1.024094,-0.233352,-0.337106,-0.260752,-0.445431,-0.618797,-0.016769,-0.115712,1.417595,1.533771,1.488438,1.520793,1.605377,2.204279,2.321144,2.029383,1.255181,1.255181,1.255181,1.255181,1.255181,1.255181,1.255181,1.255181,1.255181,1.255181,1.255181,1.255181
8,-1.466224,-1.291581,3.956945,-0.803723,-2.748428,0.806139,1.447967,1.609941,2.200275,1.551545,1.617385,1.286052,1.017943,0.874669,1.290083,0.754709,0.149941,-0.750072,-0.750072,-0.750072,-0.750072,-0.750072,-0.750072,-0.750072,-0.750072,-0.750072,-0.750072,-0.750072,-0.750072,-1.292711,-0.893757,3.261564,0.242482,-0.453917,-0.965036,-1.798456,-1.504902,-1.826848,-2.087836,-2.201058,-2.264493,-2.51748,-2.294794,-1.928308,-1.695004,-1.496953,-0.8123,-0.8123,-0.8123,-0.8123,-0.8123,-0.8123,-0.8123,-0.8123,-0.8123,-0.8123,-0.8123,-0.8123,-0.878816,-0.393767,0.912807,0.059139,0.5868,-0.921032,-0.789528,-0.711374,-0.770576,-0.726732,-0.693349,-0.794805,-0.989326,-0.794035,-0.991735,-1.059634,-0.988491,-0.707246,-0.707246,-0.707246,-0.707246,-0.707246,-0.707246,-0.707246,-0.707246,-0.707246,-0.707246,-0.707246,-0.707246,-0.8805,0.236519,-0.661044,0.146389,1.023982,-0.009207,-0.731622,-0.257176,-0.379988,-0.274635,-0.821175,-0.915294,-1.257532,-1.167926,-0.924532,-1.030203,-0.941202,-0.77057,-0.77057,-0.77057,-0.77057,-0.77057,-0.77057,-0.77057,-0.77057,-0.77057,-0.77057,-0.77057,-0.77057
9,0.320408,0.295042,-0.29444,-0.15546,0.483037,-0.464932,-0.004753,-0.040109,-0.633538,-0.143338,-0.488249,-1.576794,-0.965941,-0.993207,0.830809,1.270144,0.5808,-0.100565,-0.100565,-0.100565,-0.100565,-0.100565,-0.100565,-0.100565,-0.100565,-0.100565,-0.100565,-0.100565,-0.100565,-0.007051,0.105992,-0.51083,-0.422646,-0.103677,-0.056537,0.195794,1.796435,0.192008,0.017615,0.548171,1.712537,0.683075,1.052047,0.47889,1.15485,1.688942,0.094808,0.094808,0.094808,0.094808,0.094808,0.094808,0.094808,0.094808,0.094808,0.094808,0.094808,0.094808,-0.086317,-0.171653,-0.537439,-1.240589,-0.095611,0.299944,1.503449,1.139614,0.269106,-0.43478,0.27902,0.102641,1.582065,0.042249,1.98828,1.371344,2.014545,0.667401,0.667401,0.667401,0.667401,0.667401,0.667401,0.667401,0.667401,0.667401,0.667401,0.667401,0.667401,-0.508085,0.13781,-0.466452,0.11353,0.153796,-0.093932,0.210219,2.789752,0.038867,-0.353935,-0.345286,1.217106,0.879393,0.488907,0.387115,1.039645,1.420965,1.298065,1.298065,1.298065,1.298065,1.298065,1.298065,1.298065,1.298065,1.298065,1.298065,1.298065,1.298065
