,0,1
0,-0.00585,0.05181
1,-0.00585,0.05181
2,0.02847,0.01514
3,0.05184,0.01227
4,0.03783,0.01592
5,0.05184,0.01227
6,0.04977,-6e-05
7,-0.00585,0.05181
8,0.03972,0.00605
9,0.01199,-0.00388
10,0.05184,0.01227
11,0.02712,0.03744
12,0.03382,0.02493
13,0.03972,0.00605
14,0.01872,0.04661
15,0.03783,0.05644
16,0.01199,-0.00388
17,0.03783,0.05644
18,0.05184,0.01227
19,0.0139,-0.00844
20,0.03972,0.00605
21,0.03972,0.00605
22,0.05184,0.01227
23,-0.00585,0.01733
24,-0.00585,0.05181
25,0.05184,0.01227
26,-0.00585,0.05181
27,0.03384,0.06776
28,0.03972,0.00605
29,0.04063,0.03618
30,0.04063,0.03618
31,0.03384,0.06776
32,0.05184,0.01227
33,0.05184,0.01227
34,0.05184,0.01227
35,0.01199,-0.00388
36,0.04977,-6e-05
37,,
38,0.03918,0.0096
39,0.0421,0.01266
40,0.01872,0.04661
41,0.03918,0.0096
42,0.03226,-0.00332
43,0.03226,-0.00332
44,0.01872,0.04661
45,0.0139,-0.00844
46,0.05184,0.01227
47,0.03783,0.05644
48,0.03783,0.05644
49,0.03191,0.03548
50,0.04063,0.03618
51,0.01304,0.04873
52,0.03783,0.05644
53,0.05184,0.01227
54,0.03783,0.05644
55,0.03911,0.03357
56,0.01872,0.04661
57,0.01199,-0.00388
58,0.02712,0.03744
59,0.01872,0.04661
60,-0.03346,0.07232
61,0.01199,-0.00388
62,0.05184,0.01227
63,0.03382,0.02493
64,0.05184,0.01227
65,0.03783,0.01592
66,-0.03346,0.07232
67,0.03954,0.02172
68,0.01872,0.04661
69,0.01872,0.04661
70,0.03479,0.00156
71,-0.00119,0.01785
72,0.03783,0.01592
73,0.05184,0.01227
74,0.03783,0.01592
75,,
76,-0.00119,0.01785
77,0.03384,0.06776
78,0.03783,0.05644
79,0.01705,-0.03725
80,0.03382,0.02493
81,0.03602,0.0115
82,0.02712,0.03744
83,0.01199,-0.00388
84,0.01199,-0.00388
85,0.01304,0.04873
86,0.01199,-0.00388
87,0.00856,0.01879
88,0.0421,0.01266
89,0.03783,0.05644
90,0.03954,0.02172
91,0.02252,0.05868
92,-0.00585,0.01733
93,0.01095,0.05088
94,0.03972,0.00605
95,0.03954,0.02172
96,0.01705,-0.03725
97,0.03191,0.03548
98,0.03783,0.01592
99,0.03382,0.02493
100,0.01872,0.04661
101,0.03972,0.00605
102,0.03783,0.01592
103,0.0421,0.01266
104,0.00856,0.01879
105,0.03783,0.05644
106,0.0139,-0.00844
107,0.02847,0.01514
108,0.03479,0.00156
109,0.02847,0.01514
110,0.01413,-0.0114
111,0.01199,-0.00388
112,0.0139,-0.00844
113,,
114,0.03783,0.05644
115,0.02252,0.05868
116,0.01413,-0.0114
117,0.01095,0.05088
118,0.04977,-6e-05
119,0.03226,-0.00332
120,0.04977,-6e-05
121,0.02847,0.01514
122,0.03602,0.0115
123,0.01635,-0.04305
124,0.01199,-0.00388
125,-0.03346,0.07232
126,0.03384,0.06776
127,0.02847,0.01514
128,0.04977,-6e-05
129,0.03191,0.03548
130,-0.03346,0.07232
131,0.04977,-6e-05
132,-0.03346,0.07232
133,-0.03346,0.07232
134,0.03972,0.00605
135,0.03972,0.00605
136,0.05184,0.01227
137,0.03479,0.00156
138,0.02712,0.03744
139,0.02712,0.03744
140,0.01635,-0.04305
141,0.0139,-0.00844
142,0.01095,0.05088
143,0.01304,0.04873
144,0.05184,0.01227
145,0.01413,-0.0114
146,-0.01493,-0.02325
147,0.03911,0.03357
148,0.03783,0.05644
149,0.01199,-0.00388
150,-0.00119,0.01785
151,,
152,0.01872,0.04661
153,0.03602,0.0115
154,0.03191,0.03548
155,0.01413,-0.0114
156,0.03384,0.06776
157,0.01705,-0.03725
158,0.01872,0.04661
159,0.03384,0.06776
160,-0.00585,0.05181
161,0.03479,0.00156
162,0.01199,-0.00388
163,0.03783,0.05644
164,0.05184,0.01227
165,-0.00119,0.01785
166,0.0421,0.01266
167,0.03783,0.05644
168,0.04977,-6e-05
169,0.03384,0.06776
170,0.04977,-6e-05
171,0.03911,0.03357
172,-0.01493,-0.02325
173,0.03602,0.0115
174,-0.03346,0.07232
175,0.00856,0.01879
176,-0.00585,0.01733
177,0.03226,-0.00332
178,0.0421,0.01266
179,0.01304,0.04873
180,0.03783,0.05644
181,0.01304,0.04873
182,0.01199,-0.00388
183,0.01199,-0.00388
184,0.00856,0.01879
185,0.03384,0.06776
186,0.03911,0.03357
187,0.03783,0.05644
188,0.00856,0.01879
189,,
190,0.03226,-0.00332
191,-0.03346,0.07232
192,0.03382,0.02493
193,0.01413,-0.0114
194,-0.00585,0.01733
195,0.03191,0.03548
196,0.04977,-6e-05
197,0.01872,0.04661
198,0.0139,-0.00844
199,-0.01493,-0.02325
200,0.04063,0.03618
201,-0.01493,-0.02325
202,0.03783,0.05644
203,0.01705,-0.03725
204,0.0139,-0.00844
205,0.04977,-6e-05
206,0.02847,0.01514
207,0.01199,-0.00388
208,0.01413,-0.0114
209,0.03918,0.0096
210,0.04977,-6e-05
211,0.04977,-6e-05
212,0.01872,0.04661
213,0.03226,-0.00332
214,0.01705,-0.03725
215,0.04977,-6e-05
216,0.01199,-0.00388
217,0.00856,0.01879
218,0.02847,0.01514
219,0.02712,0.03744
220,0.04063,0.03618
221,0.03191,0.03548
222,0.01304,0.04873
223,0.01304,0.04873
224,-0.01493,-0.02325
225,0.01199,-0.00388
226,0.03226,-0.00332
227,,
228,0.02847,0.01514
229,0.03783,0.05644
230,0.02712,0.03744
231,0.03783,0.05644
232,0.02712,0.03744
233,0.02252,0.05868
234,0.03972,0.00605
235,-0.01493,-0.02325
236,0.01095,0.05088
237,0.01199,-0.00388
238,0.04977,-6e-05
239,0.03918,0.0096
240,0.03972,0.00605
241,-0.00585,0.05181
242,0.03954,0.02172
243,0.05184,0.01227
244,0.03479,0.00156
245,0.03226,-0.00332
246,0.0139,-0.00844
247,0.03954,0.02172
248,0.01199,-0.00388
249,0.03479,0.00156
250,0.03972,0.00605
251,0.03783,0.05644
252,0.02252,0.05868
253,0.03918,0.0096
254,-0.00585,0.05181
255,0.03191,0.03548
256,0.03191,0.03548
257,0.01304,0.04873
258,0.02712,0.03744
259,0.02252,0.05868
260,0.03226,-0.00332
261,0.01304,0.04873
262,0.03954,0.02172
263,0.03918,0.0096
264,0.03972,0.00605
265,,
266,0.04977,-6e-05
267,0.03783,0.01592
268,-0.00585,0.05181
269,0.0139,-0.00844
270,0.03479,0.00156
271,0.01304,0.04873
272,0.01635,-0.04305
273,0.02712,0.03744
274,0.03783,0.05644
275,0.02712,0.03744
276,0.03191,0.03548
277,0.01095,0.05088
278,-0.00585,0.05181
279,0.02712,0.03744
280,0.03783,0.05644
281,0.01872,0.04661
282,0.05184,0.01227
283,0.04977,-6e-05
284,0.03783,0.01592
285,0.03783,0.01592
286,0.03226,-0.00332
287,0.02252,0.05868
288,0.01095,0.05088
289,-0.00585,0.05181
290,-0.01493,-0.02325
291,0.01199,-0.00388
292,0.05184,0.01227
293,0.03972,0.00605
294,0.02252,0.05868
295,-0.00119,0.01785
296,0.02847,0.01514
297,-0.00585,0.01733
