,0,1
0,0.01304,0.04873
1,0.03783,0.01592
2,0.03226,-0.00332
3,0.00856,0.01879
4,0.03911,0.03357
5,0.01199,-0.00388
6,-0.01493,-0.02325
7,0.03382,0.02493
8,0.03972,0.00605
9,0.03226,-0.00332
10,-0.01493,-0.02325
11,0.01199,-0.00388
12,0.03191,0.03548
13,0.04977,-6e-05
14,0.04063,0.03618
15,-0.00119,0.01785
16,0.03226,-0.00332
17,0.01413,-0.0114
18,0.03226,-0.00332
19,0.03191,0.03548
20,0.01199,-0.00388
21,0.03783,0.01592
22,0.03602,0.0115
23,0.03783,0.05644
24,-0.01493,-0.02325
25,0.01304,0.04873
26,-0.01493,-0.02325
27,0.03479,0.00156
28,-0.00585,0.05181
29,0.02712,0.03744
30,0.05184,0.01227
31,0.03783,0.01592
32,-0.03346,0.07232
33,-0.00585,0.05181
34,-0.03346,0.07232
35,-0.00119,0.01785
36,0.04063,0.03618
37,,
38,0.03191,0.03548
39,-0.03346,0.07232
40,0.01199,-0.00388
41,0.02847,0.01514
42,-0.01493,-0.02325
43,0.03783,0.05644
44,0.03479,0.00156
45,-0.01493,-0.02325
46,0.01199,-0.00388
47,-0.01493,-0.02325
48,0.03783,0.05644
49,0.01413,-0.0114
50,-0.03346,0.07232
51,0.01199,-0.00388
52,0.03191,0.03548
53,0.03918,0.0096
54,-0.00119,0.01785
55,0.0139,-0.00844
56,0.04063,0.03618
57,0.03783,0.05644
58,-0.01493,-0.02325
59,-0.00585,0.05181
60,0.03384,0.06776
61,0.02712,0.03744
62,0.03479,0.00156
63,0.00856,0.01879
64,0.03191,0.03548
65,0.02712,0.03744
66,-0.03346,0.07232
67,0.02712,0.03744
68,-0.00585,0.05181
69,0.03226,-0.00332
70,0.03382,0.02493
71,0.02712,0.03744
72,0.0139,-0.00844
73,0.03382,0.02493
74,-0.03346,0.07232
75,,
76,-0.00585,0.05181
77,0.03783,0.01592
78,-0.00585,0.05181
79,0.03191,0.03548
80,-0.01493,-0.02325
81,0.03911,0.03357
82,0.03479,0.00156
83,0.03382,0.02493
84,0.03382,0.02493
85,0.03911,0.03357
86,0.02712,0.03744
87,0.01304,0.04873
88,0.03479,0.00156
89,0.01413,-0.0114
90,0.03384,0.06776
91,-0.03346,0.07232
92,0.0139,-0.00844
93,0.03382,0.02493
94,0.03783,0.01592
95,-0.03346,0.07232
96,0.02712,0.03744
97,0.03783,0.01592
98,0.01705,-0.03725
99,0.03911,0.03357
100,0.01413,-0.0114
101,0.03783,0.05644
102,-0.03346,0.07232
103,0.03191,0.03548
104,0.02712,0.03744
105,0.02712,0.03744
106,0.03479,0.00156
107,0.03191,0.03548
108,0.02712,0.03744
109,0.01705,-0.03725
110,0.03191,0.03548
111,0.01199,-0.00388
112,0.01199,-0.00388
113,,
114,0.01199,-0.00388
115,0.01705,-0.03725
116,0.01872,0.04661
117,0.01705,-0.03725
118,0.01199,-0.00388
119,0.03479,0.00156
120,0.01199,-0.00388
121,0.03479,0.00156
122,0.01872,0.04661
123,-0.01493,-0.02325
124,0.02847,0.01514
125,0.01635,-0.04305
126,0.03783,0.01592
127,0.03479,0.00156
128,0.01199,-0.00388
129,0.02712,0.03744
130,-0.00119,0.01785
131,0.0139,-0.00844
132,0.03954,0.02172
133,0.03479,0.00156
134,-0.01493,-0.02325
135,0.01872,0.04661
136,0.01705,-0.03725
137,0.03911,0.03357
138,0.01199,-0.00388
139,0.02712,0.03744
140,0.01872,0.04661
141,0.0139,-0.00844
142,0.0139,-0.00844
143,0.02847,0.01514
144,0.01635,-0.04305
145,0.01199,-0.00388
146,0.03783,0.05644
147,-0.00585,0.05181
148,0.01705,-0.03725
149,0.04977,-6e-05
150,0.03479,0.00156
151,,
152,0.04977,-6e-05
153,0.0139,-0.00844
154,0.03191,0.03548
155,0.01705,-0.03725
156,0.03972,0.00605
157,0.03602,0.0115
158,0.02252,0.05868
159,0.0139,-0.00844
160,0.0139,-0.00844
161,0.03783,0.05644
162,0.01095,0.05088
163,0.01635,-0.04305
164,0.03918,0.0096
165,-0.00119,0.01785
166,0.01705,-0.03725
167,0.01705,-0.03725
168,0.03191,0.03548
169,0.01635,-0.04305
170,0.03783,0.01592
171,0.01635,-0.04305
172,0.03783,0.05644
173,0.05184,0.01227
174,0.01413,-0.0114
175,0.03783,0.05644
176,0.01199,-0.00388
177,-0.00119,0.01785
178,0.03783,0.01592
179,0.03226,-0.00332
180,0.02847,0.01514
181,0.03972,0.00605
182,0.03783,0.01592
183,0.01705,-0.03725
184,0.03918,0.0096
185,0.03783,0.05644
186,0.04977,-6e-05
187,0.01413,-0.0114
188,-0.01493,-0.02325
189,,
190,-0.00585,0.05181
191,0.03191,0.03548
192,-0.01493,-0.02325
193,0.04977,-6e-05
194,0.01413,-0.0114
195,0.02252,0.05868
196,0.01872,0.04661
197,0.02712,0.03744
198,0.03191,0.03548
199,0.03972,0.00605
200,0.03954,0.02172
201,0.03972,0.00605
202,0.03954,0.02172
203,0.03479,0.00156
204,0.03954,0.02172
205,0.03191,0.03548
206,0.04977,-6e-05
207,0.01199,-0.00388
208,0.03911,0.03357
209,0.01872,0.04661
210,0.03783,0.01592
211,0.00856,0.01879
212,0.01199,-0.00388
213,0.03479,0.00156
214,-0.00585,0.05181
215,0.03384,0.06776
216,0.03783,0.05644
217,0.01413,-0.0114
218,0.03911,0.03357
219,0.03783,0.05644
220,-0.01493,-0.02325
221,-0.00585,0.01733
222,-0.01493,-0.02325
223,0.03783,0.05644
224,0.03918,0.0096
225,0.03226,-0.00332
226,0.03911,0.03357
227,,
228,0.01199,-0.00388
229,0.03783,0.05644
230,0.01413,-0.0114
231,-0.00585,0.05181
232,0.0421,0.01266
233,0.03972,0.00605
234,0.02847,0.01514
235,0.03602,0.0115
236,0.03783,0.01592
237,0.00856,0.01879
238,-0.00585,0.01733
239,0.03783,0.05644
240,0.03384,0.06776
241,0.01199,-0.00388
242,0.03783,0.01592
243,0.03191,0.03548
244,0.04977,-6e-05
245,-0.01493,-0.02325
246,0.03226,-0.00332
247,0.01199,-0.00388
248,0.05184,0.01227
249,0.01413,-0.0114
