oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,target_oz21,target_oz22,target_oz23,target_oz24,target_oz25,target_oz26
-0.214325,-0.81231,-0.586875,0.115815,-0.899104,-0.203927,-0.685033,0.232139,-0.952621,-0.640188,1.702079,-1.152858,1.18259,1.688964,-0.312755,-1.612581,1.398596,-0.761175,-1.138929,-1.45614,-0.06591,0.04307,0.04754,-0.00596,0.06873,-0.02119
-0.167838,-1.057104,-0.545216,1.785106,0.470335,-1.028973,1.545473,-0.560022,-0.754185,-0.761735,0.485225,0.817921,0.254531,-1.275578,-1.094437,0.215805,1.55629,0.478865,-1.664365,-0.062656,0.01443,-0.03205,0.05328,0.04304,-0.00314,0.00344
-0.862711,1.309753,1.5352,-1.336819,0.212298,-0.188026,-0.94969,-1.421697,1.136491,-0.798947,0.393303,0.170901,-1.549925,-0.317159,-1.148591,1.506393,1.377518,1.111058,0.086927,0.396083,0.06597,-0.01516,0.02933,0.00554,-0.01788,0.00116
0.858076,-1.540327,-1.527851,0.784219,-1.463109,-0.545934,-0.548327,-1.500622,0.853973,1.147216,-1.011462,1.695393,-0.537264,-0.252068,-1.429581,0.137915,1.574981,0.552359,1.397419,-0.860406,0.02039,0.0583,-0.07553,-0.04323,0.00144,-0.02683
-1.514535,1.219367,0.011805,-1.605614,1.32126,-1.169589,1.308732,0.995557,-1.161566,-0.174963,-1.629648,1.403441,-0.041246,-1.294834,0.147048,-0.433788,-1.089911,-0.258035,1.565437,1.331344,-0.07863,-0.03943,0.07576,-0.0357,-0.03924,-0.06
1.608357,-1.209262,-1.779178,-1.439331,0.248525,0.527244,1.551149,1.413984,0.681356,-0.415,0.134913,-1.085891,-0.185342,-0.167342,1.677947,-0.075947,-0.20797,-0.896709,0.989351,1.059349,-0.04112,0.00411,-0.01329,0.0768,0.03857,-0.01727
1.246157,0.893424,1.211363,-0.37809,0.654176,-1.592638,0.491936,0.474213,-0.932383,1.782203,0.952503,0.087428,0.277217,0.277691,0.284831,-0.177459,1.146509,-0.109395,-1.229017,1.448346,-0.03566,-0.0738,-0.00451,-0.06993,0.01464,0.04982
-0.774751,-0.152814,-0.515959,-0.010168,1.454707,1.702816,-0.99552,-1.505117,1.484801,1.489889,1.614701,-0.263385,-1.279821,0.250262,-0.760931,-0.560496,-1.395391,0.096212,-0.429556,-0.994992,-0.00504,-0.05092,-0.04632,-0.00459,0.07247,-0.00022
-0.756588,-1.705514,-1.325077,1.192185,-0.885488,1.032463,0.967456,0.027687,-0.565355,1.569487,0.072518,1.543135,0.706732,-0.857423,1.574151,0.603795,-1.206988,-0.285832,-1.495115,0.870406,-0.02214,-0.05995,-0.06722,0.02028,0.06561,-0.01604
-0.766049,1.077499,0.638181,0.76404,-1.445406,-1.036205,1.385355,1.469291,-0.099414,-0.227387,-1.085403,-0.594397,0.3731,-0.302997,-1.619957,0.744144,0.644981,1.191483,-1.546197,-1.227682,-0.05133,0.06936,-0.00162,0.00595,-0.04669,0.01276
-0.046254,-0.596422,1.057549,0.687921,0.172722,0.150506,1.470691,1.322919,-1.395128,0.805112,0.162515,-0.942541,0.828256,0.336527,0.825546,-1.081938,1.430874,1.699932,-0.090445,-1.119373,0.01735,0.05825,-0.03495,0.0039,-0.04653,0.01458
-1.426901,0.526279,-0.873049,0.678685,1.050859,-0.503816,0.087876,-0.697597,-1.335745,1.607782,-0.365664,1.068134,1.209286,0.498985,-0.646334,-1.037449,0.772088,-1.041551,0.996591,1.135568,-0.05543,0.03578,0.03279,0.02493,-0.02884,-0.0166
-0.075685,-0.422975,1.396336,-1.543081,-0.825153,0.139328,1.591209,-0.784657,-0.417061,-1.664548,1.041213,-1.319016,0.782368,-0.991448,0.649785,1.310652,-0.270304,1.365872,1.298106,1.710011,0.06709,0.00785,-0.01025,-0.06482,-0.04862,-0.03009
0.449379,0.910914,0.980105,-0.174037,-1.136213,1.568617,1.397443,0.525221,-1.453546,1.065988,-0.29597,-0.640488,-0.888359,0.319342,-0.065279,1.288577,1.415967,0.213546,0.746899,0.021397,0.00998,0.02997,0.04348,0.005,0.00477,0.03081
0.838686,0.733918,-0.679986,1.027949,0.224395,-0.961214,-0.915999,0.985142,0.860924,1.267718,-0.798648,-0.374497,-0.483308,-0.397503,-1.55731,0.102046,-0.792067,-0.005702,0.18745,-1.44697,-0.06751,0.02526,-0.02353,-0.03347,0.05277,0.06295
-0.515648,-1.454764,1.141984,-1.215894,0.676567,0.783262,0.135429,-0.572192,0.891517,-1.628682,-1.642848,-1.726644,1.370914,-0.918735,0.254651,-0.126778,-0.366024,-0.43065,-0.007092,1.683324,0.03748,0.00845,-0.02479,-0.01072,-0.02346,-0.04776
-1.722118,1.036291,0.969637,-0.979276,0.799572,0.073415,-1.080115,-0.051126,1.060514,1.182189,-0.398619,-0.148573,-0.776186,-1.260401,-1.402641,0.776192,0.998875,-1.522241,-0.15152,1.272921,0.01709,0.00495,-0.02886,-0.00854,0.07863,-0.06905
-0.6004,1.501412,0.920671,1.677937,-0.618259,-0.413899,-0.930505,0.344715,0.280842,1.137786,-0.971737,1.403562,0.355549,-1.084273,1.353123,1.610952,-1.508262,-0.09522,0.482886,1.256409,0.04436,-0.06838,0.03115,0.07877,0.06078,0.07794
-0.198303,0.582341,1.124767,-1.145578,1.115034,-0.046237,-1.222899,0.087776,-0.670012,0.686046,1.351211,-1.758615,0.745965,0.114461,0.721073,-1.105054,-0.549767,0.101796,-0.180435,1.389978,0.01501,0.05508,0.02218,0.02949,-0.02445,0.00409
0.692274,-0.965679,-1.625686,-1.619615,0.06488,-1.321818,0.687139,-0.858962,1.599775,1.357521,1.339245,-0.381622,0.501738,-0.871946,1.150743,1.512194,0.218395,-0.168242,-1.415009,1.773128,1e-05,-0.07024,-0.02587,0.03802,0.04992,-0.02039
0.700141,-1.150358,-1.394396,-0.540388,-1.319643,0.215609,-1.422306,-0.231847,0.835136,-1.013272,-0.135687,-1.683639,-1.367039,1.728572,-0.485329,-0.616837,-0.703667,0.434444,-0.170488,-0.749685,-0.04013,0.05297,-0.03124,0.03284,0.01435,-0.04459
-0.375886,-1.061443,-0.390789,-0.812813,-0.153783,1.169527,-0.327894,1.562652,-1.602199,-1.066094,0.646323,-0.273696,-0.029835,1.141698,-0.671641,0.4358,1.18751,1.555037,-0.156225,1.367358,-0.03704,-0.03374,0.02326,0.03833,-0.0303,-0.06542
0.937396,-0.606504,-0.388191,0.228434,0.108616,-0.393932,-0.137857,0.527041,0.695582,1.556738,0.07468,0.02163,-0.131233,-1.175477,1.499765,-0.508529,1.602166,-0.843181,0.542052,0.413113,-0.0452,0.06983,-0.05173,-0.00053,-0.05467,0.0226
-1.7468,0.968009,1.10156,1.358667,-0.717863,-1.270333,0.304543,-0.85803,-0.356079,1.164692,0.813401,-1.610224,1.370615,1.034677,0.407893,-1.379671,0.215339,-1.688152,1.181089,-0.207443,-0.02509,-0.00018,0.03632,0.01926,-0.0386,-0.01635
-0.37672,-0.351735,-0.227016,-0.396807,-0.618313,-0.647616,0.134803,-1.383086,1.102243,-0.324275,0.192277,-0.450994,-0.004804,0.706964,1.144289,-0.683545,-0.849098,-0.866926,-1.532245,-0.100936,-0.02322,-0.07161,-0.02754,-0.02867,0.03084,-0.03879
-0.143103,-1.305922,0.484472,1.19257,1.008102,-0.202823,-0.511608,-0.183034,1.174275,0.801689,-0.240253,-1.514524,-1.055531,0.526773,0.930659,0.7629,0.954143,-0.737276,-0.09161,0.708758,-0.04027,-0.0551,0.00114,-0.05589,0.01424,0.02068
-0.282855,-0.654545,-1.361898,-1.369074,1.53513,0.710548,-0.535246,1.371067,1.024884,-0.110199,-0.529457,1.191162,-0.645061,1.44704,1.512746,-1.381322,0.89915,0.33684,-1.512824,0.723927,0.02651,-0.0482,0.00472,-0.03678,-0.03174,-0.02634
-1.153474,-0.804784,1.144327,-0.932095,-0.146142,0.557829,1.619016,-1.495186,0.960699,0.50326,1.38939,0.488324,1.111463,0.673013,1.252554,1.095167,-0.820569,1.555818,0.762363,0.07103,-0.02668,-0.03803,0.0061,-0.0641,0.02875,-0.06094
-0.875536,-0.333302,-1.750007,-0.744254,1.428914,1.607861,0.639317,0.296442,0.189119,-1.422794,0.876941,-1.877641,1.317889,1.717056,1.337177,1.349188,-0.789188,-0.009546,-0.285485,1.34046,-0.02802,0.0154,0.01483,0.05154,-0.00611,0.00262
0.929348,1.642448,0.010264,-0.022289,-0.250828,-1.60804,0.465969,1.691603,-1.261662,0.581168,-1.352434,-1.095537,0.30117,0.571487,-0.104804,0.865872,1.039408,0.096697,-0.501343,0.612299,0.07082,0.03704,0.07433,0.02099,0.00156,-0.00222
-1.501029,0.892452,-0.928941,-1.266021,0.529812,-0.701736,0.579541,0.654633,1.303551,-0.239028,-0.767596,0.316072,-0.46226,0.405003,0.703605,0.723871,1.592958,-1.762271,-1.569963,0.214491,-0.05395,0.0519,-0.01421,-0.0359,0.0374,-0.0529
-1.699994,-0.03665,1.117468,0.029942,-1.601898,1.527395,0.422338,-0.75442,0.456045,1.386291,1.120078,-1.714003,-0.478689,-0.561752,-1.667352,1.380661,-0.322534,-0.936583,-1.302319,1.330508,0.04418,-0.05184,-0.00191,0.05875,-0.07115,-0.06685
-0.324453,1.000374,0.964517,-1.681534,-1.087884,0.085882,-0.066216,-0.603963,-1.609815,1.472407,1.369058,0.639021,-0.386072,-0.53365,0.163765,0.032326,1.506896,-1.114005,0.837122,0.104525,0.00689,0.06333,0.02886,-0.05056,-0.00168,-0.03355
0.015408,-0.982123,-1.274731,1.209078,0.765916,-0.290908,-0.302347,1.223452,0.665915,0.989251,0.892982,1.477836,-1.401236,-0.033055,0.566466,0.530663,0.836209,1.265253,0.603959,1.461998,0.06202,-0.06865,-0.0333,-0.06987,-0.02124,0.00252
-0.531223,-0.11408,1.003347,-1.294038,-0.697678,1.197621,1.417705,-0.871546,-0.505996,0.407004,1.176167,1.269176,0.277279,-1.224847,-1.53661,-0.440639,-0.114282,0.189756,-1.375342,-0.258657,0.0198,0.00267,0.04151,-0.0451,-0.07077,-0.04509
-0.099554,0.462502,-1.493921,-0.020806,-1.422748,-0.560502,0.456367,-0.859415,-0.260448,-0.409708,1.38797,-0.078583,-1.734439,0.640432,-1.244767,0.813053,0.774616,-1.601666,0.194393,-1.225775,-0.03706,-0.01477,-0.03926,0.01483,0.00358,0.00186
1.076808,-1.288489,-1.066801,0.790445,0.837219,1.625894,0.553337,-0.586267,0.466321,-1.628406,-1.243846,0.971327,-1.103769,-0.403246,0.950275,1.220589,0.073789,-0.341456,0.09846,-0.012678,0.05494,-0.04245,0.01559,0.03994,-0.06812,0.02109
0.275796,-0.534414,-0.432446,-1.256895,-0.413772,-1.416512,-1.007604,-0.407244,-0.233797,-0.118948,0.481297,1.002471,0.31817,0.446582,1.097111,-0.32012,-1.113246,-0.459798,1.606737,-1.302561,0.06956,0.04421,-0.03222,0.02329,-0.02626,-0.03484
-1.146148,1.735454,0.334228,-0.986672,1.501143,0.90316,-0.95202,-1.145253,-0.422026,-1.368973,-0.375089,1.477052,1.336557,1.674758,0.560758,1.41533,-1.447415,-1.041851,0.545374,0.994504,-0.07068,-0.0565,0.0321,0.06189,-0.07145,-0.01429
1.530425,0.841765,0.117163,-1.418842,1.009105,1.54653,-1.294204,-1.408804,-1.163266,0.194143,0.625291,-0.975348,-1.474071,-0.506905,-1.156365,-0.311994,-1.444715,0.934937,0.768577,-0.28485,-0.07015,0.01703,0.07447,-0.06498,-0.00537,-0.00505
1.570079,0.422079,-0.064409,0.190386,1.668488,-0.962644,1.388401,1.373249,0.978785,-0.932653,-0.368418,-1.840757,0.24775,1.111729,-1.248955,0.01878,-1.327773,-0.278769,-0.03907,-1.068348,0.04543,0.00523,-0.07031,0.0133,-0.00707,0.04842
-1.622951,0.508949,-1.1953,-1.599154,-1.060825,-0.69182,-1.319771,1.542677,1.308664,-0.784083,-1.300026,-1.362222,-1.28277,1.517921,-0.942969,-0.716882,0.652403,0.208215,-0.923651,-0.169592,-0.07111,-0.06652,0.0436,-0.0519,0.03391,-0.08294
0.139048,0.598635,0.291863,-1.423045,0.0296,-0.953888,0.639714,-0.96849,-0.686721,0.327353,-1.454956,0.561236,-1.037711,-0.938143,1.466595,-0.5395,1.60215,-1.504544,0.577444,0.291955,-0.0387,0.05684,0.07565,-0.06934,0.01199,-0.00787
1.577053,-0.971725,-0.225902,-0.88651,0.657107,1.292889,-0.990842,1.612086,0.312713,1.753531,-1.487316,0.200507,-0.202298,1.363923,-1.240407,-0.662929,-0.602735,0.686827,0.253553,-0.53223,0.05798,0.02086,0.07065,0.00884,-0.03661,-0.01722
-0.365257,-1.703543,-0.664228,0.981029,-1.213037,0.326206,0.911066,-0.056081,-1.615575,1.556408,-0.992582,-1.328521,1.33743,0.162747,-0.576723,0.582445,1.326178,0.826729,-0.84864,0.92808,0.00559,0.0278,-0.05613,0.04548,-0.04871,-0.04798
0.543337,0.627957,-0.974681,1.161044,-0.926532,0.695479,0.714981,1.18415,-0.908027,0.373471,-0.030075,-1.777257,1.625974,-0.113891,0.554079,0.025492,0.413265,0.752548,-0.419445,1.185101,0.01926,-0.06012,-0.0766,-0.07082,-0.06905,0.0572
-1.25776,-1.535573,-1.730078,0.327923,-0.727438,0.259325,-1.110412,-1.119561,-1.546841,1.739551,-0.085873,0.167496,-0.223393,1.008423,1.259446,0.562998,1.415448,1.123561,-0.949261,-0.51734,0.01503,-0.0601,-0.01814,-0.05101,0.01154,-0.03125
-0.587055,-0.238757,1.465026,-0.249925,-0.024989,-0.977519,0.010649,0.281875,-0.321949,-0.159706,0.642967,0.088073,-0.842155,1.395132,0.506825,1.173345,0.567578,1.265813,0.490599,1.019026,0.05419,-0.02408,0.06458,0.05935,-0.00304,0.01335
0.982043,-1.05015,-0.976953,-1.539997,0.116543,0.440014,-0.390025,1.463901,1.159765,-0.285959,1.110826,0.836452,1.397326,-0.227236,0.887564,-0.97815,-1.005472,-1.060746,-0.560341,-0.378166,0.01178,-0.01346,-0.00398,0.07539,0.03699,-0.04065
-1.652368,0.73472,-0.145573,-0.048387,-0.474121,1.47443,0.669829,-0.831494,-1.543664,-1.238017,1.032609,1.073497,-1.073761,0.509882,-1.453585,-0.93043,0.90674,-0.1378,-0.296432,0.26931,0.03857,0.0239,0.02533,-0.01916,0.00122,-0.04953
