oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,target_oz21,target_oz22,target_oz23,target_oz24,target_oz25,target_oz26
0.668946,1.420412,0.928747,-0.385511,1.115165,0.030452,1.439705,-1.120795,-1.622798,-1.60951,-0.752944,0.649579,0.932825,-0.505134,-1.49962,1.15246,-0.150869,-0.730846,-0.210338,-0.750311,-0.05445,0.06766,-0.04104,0.06258,-0.0595,0.03732
-1.46137,-0.703473,-1.754803,1.03066,0.607408,-0.926171,0.205288,1.434857,0.436583,-1.296165,1.368445,0.228556,0.076663,-1.307844,0.137774,-0.669376,-0.874288,1.424187,-0.529151,-1.177318,0.06917,-0.0721,0.02278,-0.07568,-0.02047,0.02193
0.579345,1.353659,0.456313,1.672919,1.678214,0.938916,-1.158075,1.648646,0.977311,-0.418798,1.518037,-0.640742,0.250088,0.878398,-0.430873,-1.009008,0.152489,0.638469,0.989141,-0.240994,-0.06499,-0.05074,-0.02168,-0.07041,-0.05405,0.10108
0.698465,-1.381237,-0.109264,-0.900733,0.122958,-0.89465,-0.176174,1.693211,1.618344,0.54439,-1.322762,0.154589,0.724388,-1.597897,-0.498952,0.228203,-1.038022,-0.400293,0.951041,-0.508936,0.07568,0.03632,-0.04445,0.02914,0.07864,-0.06077
0.929348,1.642448,0.010264,-0.022289,-0.250828,-1.60804,0.465969,1.691603,-1.261662,0.581168,-1.352434,-1.095537,0.30117,0.571487,-0.104804,0.865872,1.039408,0.096697,-0.501343,0.612299,0.07082,0.03704,0.07433,0.02099,0.00156,-0.00222
0.074083,1.281408,1.490004,0.443013,-1.457791,-1.110211,0.233396,1.070105,-0.182203,0.474974,-1.399519,-1.209749,0.392322,-0.153035,-0.696203,0.064638,-1.401455,0.259374,-0.853085,1.679741,-0.03293,-0.0102,0.07275,0.07095,0.07764,0.0541
-0.206869,-0.962341,0.246437,-0.390127,-0.972152,-0.091849,-0.728168,1.457723,-0.263688,1.35954,0.596539,-0.25311,0.563438,0.863748,0.900181,0.688964,-1.584302,0.199221,-0.957396,-0.426649,0.03465,0.03203,0.03874,-0.02561,-0.05587,-0.0465
0.151676,-1.618389,1.379689,1.446991,-0.762044,-0.806953,-1.441818,1.071085,-0.294147,0.18486,-1.306424,0.764786,-0.005191,-0.264195,0.934883,0.546562,0.459282,-1.471007,1.436386,1.22734,-0.07665,0.02764,-0.04775,-0.06228,-0.0422,-0.01406
-1.652368,0.73472,-0.145573,-0.048387,-0.474121,1.47443,0.669829,-0.831494,-1.543664,-1.238017,1.032609,1.073497,-1.073761,0.509882,-1.453585,-0.93043,0.90674,-0.1378,-0.296432,0.26931,0.03857,0.0239,0.02533,-0.01916,0.00122,-0.04953
0.803896,-1.287021,0.435376,-1.07011,-0.213672,-0.610011,0.600262,0.108898,0.362429,-1.365098,1.681559,0.625651,-1.314221,-1.280277,0.111737,-1.016133,0.642744,-1.743342,1.010844,-0.7688,-0.01903,0.05344,0.04768,0.01041,-0.02619,-0.06314
1.1342,-1.620089,0.548194,0.995674,-1.266513,0.500356,-0.566147,-0.489057,1.540315,0.693009,-1.365188,-0.340595,1.677375,1.167361,-0.99326,0.945045,-0.071357,-0.115632,1.027584,0.320419,-0.02005,-0.06338,-0.07185,-0.05259,0.07007,-0.05215
-1.235049,-0.995703,1.139438,-1.38451,-0.484166,0.302727,1.129918,-1.00994,0.561389,-1.074148,-0.462749,0.99852,-1.294168,0.461948,0.910207,0.196926,-1.574535,-0.608055,0.839936,1.396925,-0.01325,-0.05509,0.02824,0.0493,0.00057,-0.06846
0.641144,0.147015,0.497183,-0.899728,0.225892,0.134391,-1.569188,0.549801,-0.274197,0.376183,-0.886772,-0.164068,-1.378252,0.126912,-1.20409,1.286906,-0.462561,1.588501,-1.27945,0.300416,0.02855,0.07182,0.03281,0.03626,-0.00444,0.01042
0.560867,1.199218,0.552802,-1.320674,1.600544,0.132811,-1.666819,-0.43199,-0.377622,-0.300216,-0.690194,-0.071402,0.940588,0.058665,0.479256,0.112346,1.501876,-0.339454,-1.03467,-0.921947,0.01141,-0.00271,0.0061,-0.03898,-0.0056,0.03195
-1.470392,0.704559,0.473134,-0.674657,-1.219933,-0.311216,-0.889708,-0.71565,1.37557,-1.223651,-0.073235,-1.03863,1.458408,-1.27561,-1.210728,-0.040118,-1.370387,0.566139,-0.562262,-0.118358,0.0419,-0.03402,0.06887,-0.03652,0.05914,-0.07985
1.228941,-0.330037,-1.251661,0.438153,-0.747235,-0.379829,0.754025,-1.308011,0.197215,0.827624,-1.126782,-1.7957,0.156467,-1.511932,-0.197349,-1.540773,-0.708519,-1.472549,1.700391,-0.001234,-0.01029,0.02658,0.05626,0.05894,-0.02423,0.02851
1.310024,0.136312,-1.391581,-0.977456,-1.286616,-1.457291,1.201223,-0.942482,-1.477422,0.05849,0.866611,0.223045,-0.307697,-1.612721,-1.12469,1.023292,-1.231839,-1.260179,-0.509685,1.768428,0.04602,0.05524,-0.04805,-0.05882,-0.02648,0.00587
0.270967,-0.710709,-0.200699,-0.985946,0.018113,-1.232797,-0.926652,-1.391375,0.459414,1.229798,1.425187,-0.658252,-0.382257,0.691115,-0.548705,-1.535964,-0.301532,0.020679,-1.545697,-1.24843,0.02425,0.03383,0.02184,-0.0193,0.07612,-0.05215
-0.916225,-1.437975,1.437848,-0.988791,0.116929,0.623181,1.420375,0.36974,-1.422312,-1.059059,1.320494,1.503746,1.581918,0.038817,0.070344,-1.721842,-0.44817,-1.547187,1.530592,0.204676,0.01293,-0.02365,-0.07265,0.06126,-0.07353,-0.03939
1.3037,-0.237284,-0.490397,0.579456,-1.350272,0.176362,-0.51403,1.038661,0.493375,0.669539,0.118136,-0.33184,-0.812786,-0.960745,1.036767,-0.858343,0.748023,1.647507,-0.576984,-0.570741,0.0168,0.03889,0.02897,-0.00305,-0.04975,0.02014
-1.168943,-0.165561,-0.212753,-0.594215,0.168494,0.666381,1.555813,0.193132,-0.783943,-0.834942,1.404669,-0.139048,0.760429,0.45257,-0.282016,-0.643943,0.123225,0.877054,-0.987714,-0.375211,-0.03712,-0.01365,-0.01272,-0.02305,0.03491,-0.04441
-1.031001,-1.356637,-0.360269,-0.560727,-0.092689,0.039466,-1.114575,-0.645926,1.389803,-1.563864,-0.766859,0.018702,0.986612,0.321153,-0.047021,0.924309,0.283292,-1.370633,-1.38049,-0.117384,0.03812,-0.01166,0.07321,0.0031,0.00634,-0.06685
-0.504938,0.066785,1.371541,-1.096596,-0.802868,0.363286,-0.704673,-1.383283,-0.103947,0.62332,-1.447718,1.202647,-0.225302,-1.075375,0.377154,-0.267,-0.455847,-1.515098,-0.880759,-0.95718,0.05366,0.05071,0.07495,0.01806,0.04817,-0.02314
0.743801,1.2102,-1.728452,1.41078,1.278645,1.600924,-1.761485,-1.205089,-0.785984,-0.434735,-0.805454,-1.523028,-1.490116,-0.625282,0.378431,-0.529645,0.754057,1.093241,-1.19003,0.285866,0.00608,0.07603,-0.01001,-0.03478,-0.04974,0.12006
-0.782734,1.064091,0.57274,-0.77104,-0.374492,-0.085567,0.363656,-1.088375,-0.153514,-1.267722,1.64246,-0.125269,-1.73925,0.346148,-1.235624,1.620666,-0.214977,1.676141,1.100401,1.746976,-0.01986,-0.06173,-0.03387,0.05872,-0.02051,-0.01715
1.295494,-0.236417,0.732297,-1.172462,-1.398287,-0.154032,0.361039,0.06519,-0.680112,1.103584,0.272551,1.285061,0.045001,1.356752,0.028895,1.022521,1.640118,-0.575918,-0.063873,-0.522889,0.07417,0.01147,0.06113,0.00188,0.04422,-0.03136
1.114104,1.073514,1.111166,-0.48401,1.330303,1.284671,0.871297,0.907786,0.459077,-0.612196,0.173329,-1.416191,-1.216076,1.585258,-0.095188,-0.863423,1.169255,0.970123,-0.381678,-0.176853,-0.05674,0.07848,0.06491,-0.03413,-0.00173,0.05199
0.562324,-0.699419,-1.298138,-0.983228,0.745737,0.95621,-0.506758,-0.099561,1.718089,0.817199,0.275916,-1.09012,-0.57118,-0.298485,-1.694317,-0.341856,0.276649,-0.187832,0.887547,-1.684751,0.06814,0.05174,0.03681,-0.01183,0.0532,-0.01415
0.838686,0.733918,-0.679986,1.027949,0.224395,-0.961214,-0.915999,0.985142,0.860924,1.267718,-0.798648,-0.374497,-0.483308,-0.397503,-1.55731,0.102046,-0.792067,-0.005702,0.18745,-1.44697,-0.06751,0.02526,-0.02353,-0.03347,0.05277,0.06295
-1.368556,-1.238706,0.593998,-0.372592,0.089116,-1.159183,0.253016,-0.724261,0.97733,-0.853087,-1.28154,-0.183638,0.550246,-0.671318,1.321855,-0.667033,0.742519,0.123223,-0.768713,-0.957625,-0.048,-0.01571,-0.0649,-0.00824,-0.01724,-0.06665
-1.734712,1.474616,0.817307,1.371636,-0.09918,-0.448184,-1.260049,1.370559,1.103084,-0.12097,1.36774,-0.739083,-0.236348,-0.589214,-0.283224,-1.474282,-1.484257,1.306303,-1.427696,-1.514484,0.06937,0.01736,0.00375,-0.00943,0.00298,-0.01773
1.300209,1.240878,0.538385,-0.389317,-1.07946,0.231362,0.7332,-0.854994,1.63106,-1.339018,-1.185408,0.720821,1.24043,-1.15971,1.738682,-1.509703,-1.248766,1.676325,0.708431,-0.923083,0.03014,-0.02826,0.03266,-0.01941,-0.00228,-0.02146
-0.766049,1.077499,0.638181,0.76404,-1.445406,-1.036205,1.385355,1.469291,-0.099414,-0.227387,-1.085403,-0.594397,0.3731,-0.302997,-1.619957,0.744144,0.644981,1.191483,-1.546197,-1.227682,-0.05133,0.06936,-0.00162,0.00595,-0.04669,0.01276
-0.799166,-1.135102,-1.46092,-0.333312,0.712587,-1.376075,0.645483,0.415283,0.022552,-1.043237,-1.453397,-0.407592,0.645954,-0.456102,-0.824605,-0.970019,-0.905667,0.538842,-0.078655,-1.172276,-0.04822,0.03386,-0.07616,0.07026,0.01802,-0.02148
0.997398,-1.374658,1.07017,-0.600755,-0.511517,-0.425986,0.600564,0.035035,-1.141721,0.87377,1.36497,1.721641,0.408096,-0.480436,-0.630874,-1.607224,-1.678397,-0.760622,1.453884,1.201518,-0.05536,-0.02315,0.01356,0.04803,-0.05058,-0.01198
-0.907945,1.601636,-1.508421,1.147629,0.846637,-1.594353,0.708313,-1.614127,1.420979,-0.20701,-0.456479,-0.103549,1.017582,-1.403441,-1.107647,-0.730556,0.574445,0.572325,1.323088,-0.670614,-0.00838,-0.06851,0.06638,-0.04248,-0.03796,0.04948
0.16623,0.215149,-1.121587,0.097879,-1.03892,0.816139,-0.890937,-1.411709,-0.323609,0.924005,-1.541832,-1.40985,-0.178434,-0.485034,-1.412576,1.64297,-0.897945,-0.485818,-0.734698,-0.304069,-0.02905,0.05854,0.03075,0.02945,-0.01889,0.00719
-1.447687,0.277593,-0.032501,-0.751139,0.01843,0.872801,-1.610312,-0.570556,-1.259551,0.23081,0.875414,1.240187,-0.211396,-0.487386,-0.258959,-0.25452,-1.574261,-1.587579,-0.757363,0.01931,0.03567,-0.01907,-0.02988,0.01443,-0.02455,-0.07297
-1.514535,1.219367,0.011805,-1.605614,1.32126,-1.169589,1.308732,0.995557,-1.161566,-0.174963,-1.629648,1.403441,-0.041246,-1.294834,0.147048,-0.433788,-1.089911,-0.258035,1.565437,1.331344,-0.07863,-0.03943,0.07576,-0.0357,-0.03924,-0.06
0.461594,-1.63262,0.313989,0.341364,-1.132934,-1.607818,-1.112108,0.04273,0.661853,1.048722,-0.105456,-1.402209,0.38496,0.52304,-0.630514,-1.62109,1.379545,0.559032,1.466964,-0.95915,-0.03539,-0.01669,-0.02322,-0.04369,0.02894,-0.05919
