,0,1,2,3,4,5
0,0.15223,0.14827,0.15353,0.15424,0.14087,0.13522
1,0.14578,0.14838,0.15445,0.15518,0.14095,0.13992
2,,,,,,
3,0.13503,0.14894,0.14798,0.14858,0.20628,0.20444
4,0.12607,0.11512,0.14489,0.14528,0.10712,0.11223
5,,,,,,
6,0.14327,0.15028,0.13873,0.1382,0.16423,0.16662
7,0.14037,0.15028,0.13565,0.13631,0.18863,0.19258
8,,,,,,
9,0.09773,0.11512,0.14181,0.14339,0.08099,0.09246
10,0.11138,0.1149,0.14489,0.14433,0.08324,0.09171
11,,,,,,
12,0.13335,0.14916,0.15106,0.15424,0.14225,0.14462
13,0.11609,0.11534,0.14181,0.14103,0.13031,0.13819
14,,,,,,
15,0.1768,0.14793,0.12609,0.12358,0.07744,0.07144
16,0.1711,0.1476,0.12794,0.1257,0.07632,0.07194
17,,,,,,
18,0.15078,0.14804,0.15399,0.15471,0.15151,0.14622
19,0.09567,0.11445,0.14489,0.14716,0.08099,0.09344
20,,,,,,
21,0.12066,0.11534,0.14181,0.14292,0.12546,0.13127
22,0.15422,0.14939,0.14551,0.14528,0.13862,0.13436
23,,,,,,
24,0.16978,0.1476,0.12671,0.12429,0.11006,0.10618
25,0.1655,0.14804,0.12886,0.12688,0.13498,0.13077
26,,,,,,
27,0.1512,0.15028,0.13873,0.1382,0.21597,0.21112
28,0.15571,0.14804,0.15353,0.15424,0.17279,0.16415
29,,,,,,
30,0.13406,0.14771,0.14936,0.14928,0.14069,0.14363
31,0.14624,0.14782,0.1304,0.12829,0.1708,0.17305
32,,,,,,
33,0.15165,0.14984,0.13873,0.14009,0.1952,0.19183
34,0.15841,0.14984,0.13873,0.14056,0.18984,0.1864
35,,,,,,
36,0.15455,0.14961,0.14181,0.14197,0.16544,0.16019
37,0.15287,0.14827,0.15322,0.15377,0.16561,0.15871
38,,,,,,
39,0.16978,0.14804,0.12809,0.1257,0.13481,0.12867
40,0.15171,0.14849,0.15291,0.15329,0.13862,0.13349
41,,,,,,
42,0.15258,0.14782,0.13164,0.12971,0.14796,0.14697
43,0.13464,0.14737,0.1563,0.1573,0.12261,0.12299
44,,,,,,
