,0,1,2,3,4,5
0,0.14327,0.15028,0.13873,0.1382,0.16423,0.16662
1,0.14578,0.14838,0.15445,0.15518,0.14095,0.13992
2,,,,,,
3,0.09773,0.11512,0.14181,0.14339,0.08099,0.09246
4,0.1512,0.15028,0.13873,0.1382,0.21597,0.21112
5,,,,,,
6,0.14682,0.1504,0.13565,0.13631,0.22583,0.22595
7,0.15422,0.14939,0.14551,0.14528,0.13862,0.13436
8,,,,,,
9,0.15171,0.14849,0.15291,0.15329,0.13862,0.13349
10,0.15455,0.14961,0.14181,0.14197,0.16544,0.16019
11,,,,,,
12,0.13954,0.14961,0.14489,0.1448,0.16405,0.1639
13,0.15841,0.14984,0.13873,0.14056,0.18984,0.1864
14,,,,,,
15,0.15245,0.14939,0.14489,0.1448,0.158,0.15451
16,0.15078,0.14804,0.15399,0.15471,0.15151,0.14622
17,,,,,,
18,0.13503,0.14894,0.14798,0.14858,0.20628,0.20444
19,0.14163,0.14737,0.13611,0.13443,0.16033,0.1639
20,,,,,,
21,0.1768,0.14793,0.12609,0.12358,0.07744,0.07144
22,0.13873,0.1476,0.13765,0.13608,0.15038,0.15389
23,,,,,,
24,0.1519,0.14793,0.13164,0.12971,0.15142,0.15142
25,0.14624,0.14782,0.1304,0.12829,0.1708,0.17305
26,,,,,,
27,0.1739,0.1476,0.12778,0.12546,0.0719,0.06786
28,0.09483,0.11422,0.14798,0.14952,0.07389,0.08405
29,,,,,,
30,0.1282,0.14726,0.15676,0.15777,0.13645,0.13782
31,0.16978,0.1476,0.12671,0.12429,0.11006,0.10618
32,,,,,,
33,0.15571,0.14804,0.15353,0.15424,0.17279,0.16415
34,0.1349,0.14782,0.14597,0.14551,0.14312,0.14585
35,,,,,,
36,0.10404,0.1149,0.14489,0.14528,0.07286,0.08084
37,0.13464,0.14737,0.1563,0.1573,0.12261,0.12299
38,,,,,,
39,0.1655,0.14804,0.12886,0.12688,0.13498,0.13077
40,0.17403,0.14804,0.1264,0.12381,0.07857,0.07317
41,,,,,,
42,0.12056,0.1467,0.16216,0.16367,0.11733,0.122
43,0.15258,0.14782,0.13164,0.12971,0.14796,0.14697
44,,,,,,
