,0,1
0,0.0,0.12127
1,0.0,0.0
2,0.0,0.0
3,0.0,-0.12127
4,0.0,-0.12127
5,,
6,-0.19612,0.0
7,0.0,0.12127
8,0.0,0.0
9,-0.19612,0.0
10,0.0,0.12127
11,,
12,0.0,0.0
13,0.0,-0.12127
14,0.0,0.0
15,0.0,-0.12127
16,0.0,0.0
17,,
18,0.0,0.0
19,0.0,0.12127
20,0.0,0.0
21,0.0,0.0
22,0.19612,0.0
23,,
24,0.0,0.12127
25,0.0,-0.12127
26,0.19612,0.0
27,0.0,-0.12127
28,0.0,0.0
29,,
30,0.0,0.12127
31,0.0,0.0
32,0.0,0.0
33,0.0,0.12127
34,0.0,0.12127
35,,
36,0.19612,0.0
37,0.0,0.0
38,0.19612,0.0
39,0.0,0.12127
40,-0.19612,0.0
41,,
42,0.19612,0.0
43,0.0,0.12127
44,0.19612,0.0
45,0.0,0.0
46,0.19612,0.0
47,,
48,0.0,0.0
49,0.0,0.12127
50,0.19612,0.0
51,0.0,0.12127
52,0.19612,0.0
53,,
54,0.0,0.0
55,0.0,0.12127
56,0.0,0.12127
57,0.0,0.12127
58,0.0,0.0
59,,
60,0.0,0.12127
61,0.0,0.12127
62,0.19612,0.0
63,0.0,-0.12127
64,0.0,0.0
65,,
66,0.0,0.0
67,0.0,0.0
68,0.19612,0.0
69,0.0,-0.12127
70,0.0,0.0
71,,
72,0.0,0.0
73,0.0,-0.12127
74,0.0,0.12127
75,0.0,0.12127
76,0.0,-0.12127
77,,
78,0.0,-0.12127
79,0.0,0.0
80,0.0,0.0
81,0.19612,0.0
82,0.0,-0.12127
83,,
84,0.0,-0.12127
85,0.0,0.12127
86,0.0,-0.12127
87,0.0,0.0
88,0.19612,0.0
89,,
