,0,1
0,0.0,0.0
1,0.0,0.0
2,0.0,0.12127
3,0.0,0.0
4,0.0,0.0
5,,
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.19612,0.0
10,0.0,0.0
11,,
12,0.0,0.12127
13,0.0,0.0
14,0.19612,0.0
15,0.19612,0.0
16,0.0,-0.12127
17,,
18,0.0,0.0
19,0.0,0.12127
20,0.19612,0.0
21,0.0,0.0
22,0.0,0.0
23,,
24,0.0,0.12127
25,0.0,0.12127
26,0.0,0.12127
27,0.0,0.12127
28,-0.19612,0.0
29,,
30,0.19612,0.0
31,0.19612,0.0
32,0.0,0.12127
33,0.0,0.12127
34,0.19612,0.0
35,,
36,0.0,0.12127
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,-0.12127
41,,
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,-0.12127
47,,
48,0.0,0.12127
49,0.0,0.12127
50,0.19612,0.0
51,0.0,0.0
52,0.0,0.12127
53,,
54,0.0,-0.12127
55,0.19612,0.0
56,0.0,0.0
57,0.0,0.12127
58,0.0,0.12127
59,,
60,0.0,0.0
61,0.0,0.0
62,0.0,-0.12127
63,0.0,0.12127
64,0.0,0.12127
65,,
66,0.0,0.0
67,0.0,0.0
68,0.0,0.12127
69,0.0,0.12127
70,0.19612,0.0
71,,
72,0.0,0.12127
73,0.0,0.0
74,0.0,0.12127
75,0.0,0.0
76,0.0,0.0
77,,
78,0.0,0.0
79,0.0,0.12127
80,0.0,0.0
81,0.0,0.12127
82,0.0,0.12127
83,,
84,0.0,-0.12127
85,-0.19612,0.0
86,-0.19612,0.0
87,0.0,0.0
88,0.0,0.0
89,,
